,date,Spike. A,Spike. AY.100,Spike. BA.1.1,Spike. BA.1.10,Spike. BA.1.13.1,Spike. BA.1,Spike. BA.2.12.1,Spike. BA.2.12,Spike. BA.2.13,Spike. BA.2.15,Spike. BA.2.18,Spike. BA.2.3.20,Spike. BA.2.75.2,Spike. BA.2.86,Spike. BA.2.9.2,Spike. BA.2,Spike. BA.4.1.8,Spike. BA.4.7,Spike. BA.4,Spike. BA.5.2.25,Spike. BA.5.2.32,Spike. BA.5.2.46,Spike. BE.4.2,Spike. BN.1,Spike. BQ.1.1.32,Spike. BQ.1.1.74,Spike. BQ.1.1,Spike. CH.1.1.13,Spike. CH.1.1,Spike. CM.2.1,Spike. DV.7.1,Spike. EG.1.4.1,Spike. EG.1,Spike. EG.10.1,Spike. EG.12,Spike. EG.2,Spike. EG.4.3,Spike. EG.5,Spike. EG.5.1.6,Spike. EG.5.1.8,Spike. EG.5.1,Spike. EU.1.1,Spike. FL.1.5.1,Spike. FL.1.5.2,Spike. FL.1,Spike. FL.15.1.1,Spike. FL.2.2.1,Spike. FP.2.1.1,Spike. GA.6.1,Spike. GB.1,Spike. GD.1,Spike. GE.1,Spike. GJ.1.1,Spike. GJ.3,Spike. GK.2.2,Spike. GR.1,Spike. GW.5,Spike. GZ.1,Spike. HA.2,Spike. HG.2,Spike. HK.3.2,Spike. HK.6,Spike. HT.1,Spike. HU.1.1,Spike. HV.1,Spike. HZ.1,Spike. HZ.2,Spike. JD.1.1.1,Spike. JD.1.1.3,Spike. JE.1.1,Spike. JF.1,Spike. JM.2,Spike. JN.1,Spike. JN.3,Spike. XBB,Spike. XBB.1,Spike. XBB.1.15,Spike. XBB.1.41.1,Spike. XBB.1.5.30,Spike. XBB.1.5.44,Spike. XBB.1.5.70,Spike. XBB.1.9,Spike. XBB.2.10,Spike. XBB.2.3.12,Spike. XBB.2.3.5,Spike. XBB.8.2,Wuhan-Hu-1
10,2022-01-13,0.6165370169201517,2.9213483107780087,60.09219245401418,3.1806395810847996,1.5326995127358842,31.374243737387864,0.005762029798398604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253529240508392,0.0,0.0,0.011524059596797209,0.0,0.0,0.0,0.0,0.0,0.0,0.005762029798398604,0.005762029798398604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2022-01-14,1.0369090199351525,1.357857052319546,60.84434020543269,2.9008764317915303,1.5985680766078407,31.959017401923578,0.006172075215372201,0.006172075215372201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290087646208779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2022-01-15,0.26380252482661626,1.0646316216543403,65.07443000168306,2.4495948719483813,1.5828151489596975,29.197286605080475,0.009421522347875128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3580177079398126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2022-01-16,0.20923077294596032,1.1323076898789166,63.9384615369732,2.8061538432029067,1.5384615349424142,29.969230770037097,0.012307690747192238,0.012307690747192238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36923077282192096,0.0,0.0,0.012307690747192238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2022-01-17,0.29743797723539644,1.0275130122677332,64.57108091655026,2.609342259882412,1.2911512168404358,29.696478068043874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5069965495834816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2022-01-18,0.35039149104751793,0.8954449092236394,66.07258727117102,2.837738456625096,1.0165678944066205,28.420642814916363,0.01730327926977041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38499804958705874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004325824866540668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2022-01-19,0.32041567113955605,0.9179476035847502,68.14462004764181,2.9530201383976338,1.1257847970397314,26.014288806670876,0.07360901085344716,0.004329943002789914,0.017319761914168966,0.0,0.0,0.0,0.0,0.0,0.0,0.402684567998583,0.0,0.0,0.025979647919748796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2022-01-20,0.7680131370043941,0.9145805268673899,67.77276191998703,3.001700182726101,1.1490883506481835,25.96587910688874,0.0058626996294615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42211409087531143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2022-01-21,0.9592808696743662,0.6976588170587718,67.1496612301405,2.676594884774363,0.9659891328635076,27.0544039732835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48970281953704187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006708253105288113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2022-01-22,0.7395234192430336,1.3044371414352118,67.35825800688048,2.3110106826123964,1.0682004978249369,26.653656530719754,0.0,0.01027116280406934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554642559388109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2022-01-23,0.5178729339057093,0.7452317809685196,68.85183781485537,2.6904130370311794,1.869394970344742,24.65580396128652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6568144493127726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012631045937829065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2022-01-24,0.4753649162106384,0.6599183535567271,70.09115821111011,2.3544544463404673,1.1912085409711897,24.48408925369189,0.0,0.011185052222980588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732621218228404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2022-01-25,1.5912174700245876,0.5365733282262395,70.16158874790784,2.411496234657134,1.07314666653389,23.516713949335173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6969285762056404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061675048847102815,0.0,0.0,0.0,0.0,0.0,0.0061675048847102815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2022-01-26,0.44170793884248294,0.4015526698374552,70.29848748848025,3.1588810067638793,1.050729490117239,23.845536070124215,0.006692546518573211,0.0,0.0,0.006692546518573211,0.0,0.0,0.0,0.0,0.0,0.7763351637070289,0.0,0.0,0.0,0.0,0.006692546518573211,0.0,0.0,0.0,0.0,0.0,0.006692546518573211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2022-01-27,0.41152263366935155,0.46443268181716457,71.37566137307884,2.222222223830724,0.7642563182314916,24.09171075741357,0.0,0.011757791837668044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6584362118547367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2022-01-28,0.5751316297569429,0.3564196028180037,71.39732685358258,2.4301336528266075,1.0530579142076903,23.329283115547586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8424463394348441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008100442080228022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008100442080228022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2022-01-29,0.3525264424798795,0.4935370194718313,71.68037603034284,2.350176266424814,0.622796708338034,23.572267922550225,0.0,0.01175087806111937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916568740383057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2022-01-30,0.49287331849840993,0.34634341682046904,71.10696682673317,2.131344073987774,1.0390302403615004,23.737844677820842,0.0,0.0,0.0,0.026641796632386805,0.0,0.0,0.0,0.0,0.0,1.1189556403585674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2022-01-31,0.418963615327948,0.5016538068072136,73.57772877425755,1.686879827566433,0.8103638402149943,22.050716646068754,0.0,0.0,0.0,0.016538034264541094,0.0,0.0,0.0,0.0,0.0,0.926130100223342,0.005512678088180364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005512678088180364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2022-02-01,0.5017343914343955,1.0716055523250776,72.99306244304113,1.9449950425461746,0.7433102076638385,21.537413283456676,0.0,0.012388502620194303,0.0,0.030971261595703795,0.0,0.0,0.0,0.0,0.0,1.164519327021753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
