t,date,smoothed_phi
2,2022-01-03,14374.505168209345
3,2022-01-04,14707.77686727729
4,2022-01-05,15072.030176755052
5,2022-01-06,15468.581403310229
6,2022-01-07,15896.89754417577
7,2022-01-08,16353.761438236555
8,2022-01-09,16832.53644645519
9,2022-01-10,17322.82148749543
10,2022-01-11,17810.831212533118
11,2022-01-12,18280.729277423743
12,2022-01-13,18716.841911565552
13,2022-01-14,19106.272832115694
14,2022-01-15,19441.158378683587
15,2022-01-16,19719.86693204068
16,2022-01-17,19946.866360999647
17,2022-01-18,20131.50391891676
18,2022-01-19,20286.254654165434
19,2022-01-20,20424.974529938554
20,2022-01-21,20561.451717426553
21,2022-01-22,20708.27938418871
22,2022-01-23,20875.91020070792
23,2022-01-24,21071.73011439255
24,2022-01-25,21299.07833212668
25,2022-01-26,21556.29764539421
26,2022-01-27,21836.076639247854
27,2022-01-28,22125.47489886376
28,2022-01-29,22407.003261758906
29,2022-01-30,22660.87040039175
30,2022-01-31,22868.025635954025
31,2022-02-01,23013.14732696164
32,2022-02-02,23086.58284101341
33,2022-02-03,23084.61862891516
34,2022-02-04,23008.161657383163
35,2022-02-05,22860.522997016385
36,2022-02-06,22645.201725403305
37,2022-02-07,22364.379903733232
38,2022-02-08,22018.472043356644
39,2022-02-09,21606.72113963141
40,2022-02-10,21128.56581418199
41,2022-02-11,20585.3055155751
42,2022-02-12,19981.46956837487
43,2022-02-13,19325.32716250642
44,2022-02-14,18628.245310961185
45,2022-02-15,17903.073535114898
46,2022-02-16,17162.181027504248
47,2022-02-17,16415.906640584828
48,2022-02-18,15671.901818716697
49,2022-02-19,14935.342112918399
50,2022-02-20,14209.582064264676
51,2022-02-21,13496.745162943727
52,2022-02-22,12797.962312065614
53,2022-02-23,12113.32444570271
54,2022-02-24,11441.893510645965
55,2022-02-25,10782.179941019682
56,2022-02-26,10133.29451090784
57,2022-02-27,9496.560642223598
58,2022-02-28,8876.892939125793
59,2022-03-01,8283.023052353921
60,2022-03-02,7726.0157526118
61,2022-03-03,7216.4360978233335
62,2022-03-04,6761.388356078741
63,2022-03-05,6362.722348177166
64,2022-03-06,6016.952152661554
65,2022-03-07,5716.546687230079
66,2022-03-08,5451.868046646031
67,2022-03-09,5213.182830508552
68,2022-03-10,4992.476373369855
69,2022-03-11,4784.919101204055
70,2022-03-12,4589.702585957668
71,2022-03-13,4409.820520487851
72,2022-03-14,4250.594210369067
73,2022-03-15,4117.406214045718
74,2022-03-16,4013.6711620268106
75,2022-03-17,3939.9050178151874
76,2022-03-18,3893.980117017687
77,2022-03-19,3872.0213443026423
