,Day since infection,Proba Neut Min,Proba Neut Max
67,68,0.280798345395216,0.5777940617433863
68,69,0.27445514157355977,0.5745025197836471
69,70,0.2682222589143236,0.5712034963543893
70,71,0.2620994801549733,0.5678980079809337
71,72,0.25608648109129406,0.5645870140745348
72,73,0.25018283753671255,0.5612714208918314
73,74,0.2443880319458135,0.5579520851926004
74,75,0.23870145972134515,0.5546298176203954
75,76,0.23312243522209775,0.5513053858283881
76,77,0.22765019748741233,0.5479795173707462
77,78,0.22228391569262185,0.5446529023780724
78,79,0.21702269434845511,0.5413261960338229
79,80,0.2118655782563329,0.5380000208671838
80,81,0.20681155723051636,0.5346749688765653
81,82,0.20185957059721282,0.5313516034967072
82,83,0.19700851148002752,0.528030461421316
83,84,0.19225723088049007,0.5247120542921888
84,85,0.18760454156183326,0.5213968702649012
85,86,0.18304922174371496,0.5180853754603383
86,87,0.178590018615142,0.5147780153106126
87,88,0.17422565167248882,0.511475215807258
88,89,0.1699548158891685,0.5081773846589714
89,90,0.16577618472323408,0.5048849123656209
90,91,0.16168841296892023,0.5015981732147268
91,92,0.15769013945791932,0.49831752620615466
92,93,0.1537799896159745,0.495043315910328
93,94,0.14995657788018568,0.4917758732648665
94,95,0.1462185099822635,0.4885155163142053
95,96,0.14256438510280056,0.4852625508963897
96,97,0.13899279790149122,0.48201727128095706
97,98,0.13550234042809362,0.47877996076150453
98,99,0.13209160391879515,0.4755508922063014
99,100,0.128759180482528,0.4723303285700333
100,101,0.1255036646816502,0.46911852336956383
101,102,0.12232365501130771,0.46591572112637036
102,103,0.1192177552816609,0.46272215777813164
103,104,0.11618457590707287,0.45953806106174566
104,105,0.11322273510622394,0.45636365086991404
105,106,0.11033086001702663,0.45319913958325364
106,107,0.10750758773010038,0.4500447323797607
107,108,0.10475156624446091,0.44690062752332405
108,109,0.10206145534897804,0.4437670166328518
109,110,0.09943592743304563,0.4406440849334672
110,111,0.09687366822980703,0.4375320114911241
111,112,0.09437337749517505,0.4344309694318851
112,113,0.09193376962578814,0.4313411261470297
113,114,0.08955357421893262,0.42826264348505416
114,115,0.0872315365773687,0.4251956779315659
115,116,0.08496641816190065,0.4221403807779892
116,117,0.08275699699441796,0.4190968982799351
117,118,0.08060206801406156,0.41606537180602476
118,119,0.07850044338904372,0.41304593797789835
119,120,0.07645095278658642,0.4100387288020859
120,121,0.07445244360331948,0.4070438717943632
121,122,0.07250378115842271,0.4040614900971763
122,123,0.07060384885166404,0.40109170259066784
123,124,0.06875154828844598,0.39813462399779787
124,125,0.06694579937384315,0.3951903649840238
125,126,0.0651855403775643,0.39225903225195313
126,127,0.06346972797166106,0.3893407286313708
127,128,0.061797337242752826,0.3864355531649879
128,129,0.0601673616804379,0.38354360119026043
129,130,0.058578813143498665,0.3806649644175728
130,131,0.05703072180543012,0.377799731005076
131,132,0.055522136080748186,0.37494798563043963
132,133,0.05405212253347158,0.3721098095597598
133,134,0.05261976576909766,0.3692852807138426
134,135,0.05122416831132892,0.3664744737320721
135,136,0.04986445046475341,0.3636774600340431
136,137,0.04853975016460488,0.3608943078791411
137,138,0.04724922281468902,0.3581250824242186
138,139,0.045992041114493065,0.35536984577952335
139,140,0.04476739487644632,0.3526286570630043
140,141,0.043574490834250024,0.3499015724531239
141,142,0.042412552443142126,0.3471886452402876
142,143,0.041280819672914415,0.3444899258769918
143,144,0.040178548794455926,0.34180546202679074
144,145,0.03910501216054951,0.3391352986121613
145,146,0.03805949798161001,0.3364794778613516
146,147,0.03704131009700995,0.3338380393542827
147,148,0.03604976774259938,0.33121102006756653
148,149,0.03508420531499312,0.32859845441870716
149,150,0.034143972133155454,0.326000374309533
150,151,0.033228432197796476,0.32341680916891447
151,152,0.03233696394903285,0.3208477859948109
152,153,0.03146896002276933,0.3182933293956859
153,154,0.030623827006203252,0.3157534616313299
154,155,0.02980098519283425,0.3132282026531261
155,156,0.028999868337339807,0.31071757014378454
156,157,0.02821992341064883,0.3082215795565747
157,158,0.027460610355514725,0.30574024415408385
158,159,0.026721401842884185,0.30327357504651675
159,160,0.026001783029316328,0.3008215812295626
160,161,0.025301251315698825,0.2983842696218435
161,162,0.02461931610749246,0.29596164510196254
162,163,0.023955498576700984,0.2935537105451611
163,164,0.02330933142576408,0.29116046685960406
164,165,0.022680358653539234,0.2887819130222993
165,166,0.022068135323540794,0.28641804611466115
166,167,0.021472227334569216,0.2840688613577297
167,168,0.020892211193868193,0.2817343521470492
168,169,0.020327673792925882,0.27941451008721474
169,170,0.01977821218602005,0.277109325026092
170,171,0.01924343337160972,0.2748187850887118
171,172,0.01872295407665059,0.27254287671085
172,173,0.01821640054390894,0.2702815846722889
173,174,0.01772340832233732,0.26803489212976606
174,175,0.017243622060571173,0.26580278064961693
175,176,0.016776695303584388,0.26358523024010005
176,177,0.016322290292557495,0.26138221938342454
177,178,0.015880077767970735,0.2591937250674654
178,179,0.015449736775966616,0.25701972281717345
179,180,0.015030954477987413,0.25486018672568167
180,181,0.014623425963707803,0.25271508948510646
181,182,0.014226854067266537,0.25058440241704216
182,183,0.013840949186802343,0.24846809550275173
183,184,0.013465429107289761,0.2463661374130497
184,185,0.013100018826670001,0.24427849553788328
185,186,0.012744450385264172,0.242205136015602
186,187,0.01239846269846101,0.24014602376192407
187,188,0.01206180139265145,0.23810112249859183
188,189,0.011734218644397831,0.2360703947817231
189,190,0.011415473022809874,0.2340538020298475
190,191,0.01110532933510533,0.2320513045516398
191,192,0.010803558475319774,0.23006286157333777
192,193,0.010509937276142023,0.22808843126585088
193,194,0.010224248363837285,0.22612797077155877
194,195,0.009946280016229325,0.224181436230795
195,196,0.009675826023696765,0.2222487828080204
196,197,0.009412685553153666,0.22032996471768307
197,198,0.009156663014974531,0.21842493524976336
198,199,0.00890756793281744,0.21653364679500797
199,200,0.008665214816315436,0.21465605086984707
200,201,0.008429423036581118,0.2127920981410002
201,202,0.008200016704494328,0.21094173844976605
202,203,0.007976824551721662,0.20910492083599885
203,204,0.007759679814428377,0.207281593561771
204,205,0.007548420119633303,0.20547170413472227
205,206,0.007342887374172213,0.20367519933109368
206,207,0.007142927656211939,0.20189202521845095
207,208,0.0069483911092842465,0.20012212717809186
208,209,0.006759131838781962,0.19836544992714555
209,210,0.006575007810882827,0.19662193754035517
210,211,0.006395880753848671,0.1948915334715563
211,212,0.006221616061658608,0.19317418057483815
212,213,0.006052082699933403,0.19146982112540134
213,214,0.005887153114103927,0.1897783968401039
214,215,0.0057267031397771895,0.18809984889770315
215,216,0.0055706119152652,0.18643411795878861
216,217,0.005418761796220695,0.18478114418541236
217,218,0.005271038272349204,0.18314086726041634
218,219,0.005127329886144727,0.18151322640645362
219,220,0.004987528153614584,0.1798981604047164
220,221,0.004851527486943175,0.17829560761335594
221,222,0.004719225119063308,0.17670550598561352
222,223,0.004590521030087835,0.17512779308764992
223,224,0.00446531787555926,0.1735624061160833
224,225,0.004343520916487376,0.17200928191523335
225,226,0.004225037951123944,0.17046835699407736
226,227,0.004109779248444356,0.16893956754291695
227,228,0.0039976574832953915,0.16742284944975405
228,229,0.0038885876731693525,0.16591813831639102
229,230,0.0037824871165740293,0.16442536947424025
230,231,0.0036792753329523142,0.16294447799985867
231,232,0.003578874004129151,0.161475398730201
232,233,0.003481206917235191,0.16001806627759885
233,234,0.0033861999090892825,0.15857241504446662
234,235,0.0032937808119902767,0.157138379237735
235,236,0.0032038794008975024,0.15571589288301724
236,237,0.0031164273419601596,0.1543048898385052
237,238,0.0030313581423645486,0.15290530380860723
238,239,0.002948607101471934,0.1515170683573186
239,240,0.002868111263212292,0.15014011692133822
240,241,0.0027898093697011905,0.14877438282292277
241,242,0.0027136418160595976,0.14741979928249338
242,243,0.002639550606398755,0.14607629943098543
243,244,0.0025674793109460303,0.1447438163219532
244,245,0.002497373024280769,0.1434222829434254
245,246,0.0024291783246586096,0.1421116322295204
246,247,0.0023628432343923977,0.140811797071818
247,248,0.0022983171812640535,0.13952271033049235
248,249,0.0022355509609456314,0.13824430484521366
249,250,0.002174496700401596,0.13697651344581108
250,251,0.0021151078222466646,0.1357192689627108
251,252,0.002057339010040349,0.13447250423714352
252,253,0.002001146174489765,0.13323615213112816
253,254,0.0019464864205400723,0.132010145537233
254,255,0.0018933180153303253,0.13079441738812114
255,256,0.0018416003569931005,0.1295889006658727
256,257,0.0017912939442749076,0.12839352841109997
257,258,0.0017423603469606253,0.1272082337318492
258,259,0.001694762177074094,0.12603294981229052
259,260,0.0016484630608449846,0.12486760992121126
260,261,0.0016034276114147428,0.12371214742029646
261,262,0.0015596214022637334,0.12256649577221579
262,263,0.001517010941346597,0.1214305885485123
263,264,0.0014755636459103938,0.12030435943729423
264,265,0.0014352478179820993,0.1191877422507388
265,266,0.0013960326205082474,0.11808067093240227
266,267,0.001357888054129175,0.11698307956434884
267,268,0.0013207849345703293,0.1158949023740915
268,269,0.0012846948706360939,0.11481607374135405
269,270,0.001249590242790255,0.11374652820465436
270,271,0.0012154441823089002,0.11268620046771338
271,272,0.0011822305509877618,0.1116350254056877
272,273,0.0011499239213936807,0.11059293807123505
273,274,0.001118499557641206,0.10955987370041087
274,275,0.001087933396687113,0.10853576771839912
275,276,0.0010582020301214135,0.10752055574508179
276,277,0.0010292826864491955,0.1065141736004479
277,278,0.0010011532138454182,0.10551655730984388
278,279,0.0009737920633730024,0.10452764310907081
279,280,0.0009471782726490074,0.10354736744932902
280,281,0.0009212914499536762,0.1025756670020116
281,282,0.0008961117587606982,0.10161247866335088
282,283,0.0008716199026868043,0.10065773955892188
283,284,0.0008477971108448168,0.09971138704799942
284,285,0.0008246251235900504,0.0987733587277797
285,286,0.0008020861786516287,0.09784359243746088
286,287,0.0007801629976343927,0.09692202626218782
287,288,0.0007588387728885149,0.0960085985368686
288,289,0.0007380971547283899,0.09510324784985535
289,290,0.0007179222389990247,0.0942059130464965
290,291,0.0006982985549759402,0.09331653323256894
291,292,0.0006792110535933649,0.09243504777758049
292,293,0.000660645095987622,0.09156139631795246
293,294,0.0006425864423502681,0.09069551876008441
294,295,0.000625021241086543,0.08983735528329939
295,296,0.0006079360182589255,0.0889868463426765
296,297,0.0005913176673221221,0.0881439326717699
297,298,0.0005751534391328361,0.08730855528521486
298,299,0.0005594309322313196,0.08648065548123007
299,300,0.0005441380833846043,0.0856601748440079
300,301,0.0005292631583836416,0.08484705524600455
301,302,0.000514794743094571,0.08404123885012604
302,303,0.0005007217347479109,0.08324266811181269
303,304,0.0004870333334644483,0.0824512857810269
304,305,0.0004737190340119435,0.0816670349041454
305,306,0.00046076861778521216,0.08088985882575195
306,307,0.0004481721450009246,0.08011970119034406
307,308,0.00043591994710745485,0.07935650594394439
308,309,0.0004240026193986779,0.07860021733562272
309,310,0.00041241101382705203,0.07785077991893574
310,311,0.0004011362320137657,0.07710813855327803
311,312,0.00039016961844928755,0.07637223840514618
312,313,0.00037950275387388377,0.07564302494932995
313,314,0.00036912744884265436,0.07492044397001485
314,315,0.00035903573746176587,0.07420444156181172
315,316,0.00034921987129965526,0.07349496413070689
316,317,0.0003396723134561075,0.07279195839493968
317,318,0.00033038573280030903,0.07209537138580402
318,319,0.00032135299836000275,0.07140515044838203
319,320,0.0003125671738640756,0.07072124324220241
320,321,0.0003040215124363588,0.070043597741835
321,322,0.00029570945143087,0.06937216223741571
322,323,0.0002876246074069444,0.06870688533510894
323,324,0.0002797607712458072,0.06804771595749937
324,325,0.00027211190339093694,0.06739460334393155
325,326,0.00026467212922920424,0.06674749705077876
326,327,0.00025743573458769653,0.06610634695165829
327,328,0.00025039716135966117,0.0654711032375851
328,329,0.0002435510032465782,0.06484171641707259
329,330,0.0002368920016140308,0.0642181373161731
330,331,0.0002304150414682571,0.0636003170784688
331,332,0.00022411514753140072,0.06298820716500741
332,333,0.00021798748043211358,0.06238175935418544
333,334,0.00021202733299729992,0.06178092574158611
334,335,0.00020623012664255924,0.06118565873976145
335,336,0.00020059140786399254,0.06059591107797391
336,337,0.00019510684482426655,0.06001163580188562
337,338,0.00018977222403149252,0.05943278627320436
338,339,0.00018458344710980956,0.0588593161692903
339,340,0.00017953652765589911,0.0582911794827109
340,341,0.00017462758818342916,0.057728330520760096
341,342,0.00016985285714832266,0.05717072390493638
342,343,0.00016520866605762574,0.056618314570380024
343,344,0.00016069144665598056,0.05607105776527188
344,345,0.00015629772818814835,0.05552890905019525
345,346,0.00015202413473736076,0.05499182429746219
346,347,0.00014786738263528054,0.05445975969040184
347,348,0.0001438242779436827,0.053932671722619396
348,349,0.00013989171400341505,0.053410517197214125
349,350,0.00013606666905052744,0.05289325322597438
350,351,0.00013234620390034646,0.05238083722853282
351,352,0.00012872745968905974,0.05187322693149532
352,353,0.00012520765568091452,0.05137038036754238
353,354,0.00012178408713603428,0.05087225587449473
354,355,0.00011845412323308047,0.050378812094360015
355,356,0.00011521520504997884,0.049890007972344774
356,357,0.00011206484360193336,0.04940580275584605
357,358,0.00010900061792828986,0.04892615599341421
358,359,0.00010602017323646518,0.048451027533694235
359,360,0.000103121219093949,0.047980377524340145
360,361,0.00010030152766971057,0.04751416641090933
361,362,9.755893202334498e-05,0.047052354935734564
362,363,9.489132444417958e-05,0.04659490413677225
363,364,9.229665482968219e-05,0.04614177534643393
364,365,8.977292911371837e-05,0.045692930190394
365,366,8.731820773533183e-05,0.04524833058638267
366,367,8.493060414871412e-05,0.04480793874295608
367,368,8.260828337491866e-05,0.0443717171582525
368,369,8.034946059432002e-05,0.04393962861872902
369,370,7.815239977382316e-05,0.04351163619788312
370,371,7.601541233503983e-05,0.04308770325495659
371,372,7.393685585743714e-05,0.042667793433628365
372,373,7.19151328169021e-05,0.04225187066068803
373,374,6.994868935905618e-05,0.041839899144699766
374,375,6.803601410554361e-05,0.04143184337464845
375,376,6.617563699373719e-05,0.041027668118578386
376,377,6.436612814730847e-05,0.04062733842221489
377,378,6.260609677855022e-05,0.040230819607576906
378,379,6.089419011900965e-05,0.03983807727157951
379,380,5.9229092382317994e-05,0.03944907728462299
380,381,5.7609523750556946e-05,0.03906378578917291
381,382,5.603423939504193e-05,0.038682169198334004
382,383,5.450202851620123e-05,0.03830419419440856
383,384,5.301171341687283e-05,0.0379298277274529
384,385,5.156214859536323e-05,0.037559037013822016
385,386,5.0152219865706726e-05,0.03719178953470659
386,387,4.8780843503570814e-05,0.03682805303466541
387,388,4.7446965411035436e-05,0.03646779552014823
388,389,4.614956030890571e-05,0.03611098525801493
389,390,4.488763094767645e-05,0.035757590774045944
390,391,4.36602073422554e-05,0.03540758085145013
391,392,4.246634602655952e-05,0.035060924529367266
392,393,4.1305129328317314e-05,0.034717591101362855
393,394,4.017566466341105e-05,0.03437755011392318
394,395,3.907708385286757e-05,0.03404077136494199
395,396,3.800854245128438e-05,0.033707224902209454
396,397,3.696921910223416e-05,0.033376881021890736
397,398,3.595831490554868e-05,0.03304971026700787
398,399,3.49750528017001e-05,0.03272568342591642
399,400,3.401867697805372e-05,0.032404771530780474
400,401,3.308845228544577e-05,0.03208694585604688
401,402,3.21836636750783e-05,0.03177217791691411
402,403,3.130361564729345e-05,0.03146043946780719
403,404,3.044763171922149e-05,0.031151702500844758
404,405,2.9615053902309896e-05,0.030845939244307785
405,406,2.8805242200058423e-05,0.030543122161111103
406,407,2.8017574112748633e-05,0.030243223947270303
407,408,2.7251444161380256e-05,0.02994621753037141
408,409,2.6506263422154674e-05,0.02965207606804121
409,410,2.5781459073059843e-05,0.02936077294641737
410,411,2.5076473952667655e-05,0.0290722817786202
411,412,2.4390766135806707e-05,0.028786576403224906
412,413,2.3723808513009814e-05,0.02850363088273744
413,414,2.3075088387281006e-05,0.028223419502069635
414,415,2.244410708007738e-05,0.027945916767015855
415,416,2.1830379548282153e-05,0.02767109740273732
416,417,2.1233434008505192e-05,0.02739893635224011
417,418,2.065281158103449e-05,0.02712940877486425
418,419,2.00880659295688e-05,0.02686249004476926
419,420,1.953876292326573e-05,0.0265981557494267
420,421,1.9004480301787474e-05,0.026336381688113253
421,422,1.8484807349117283e-05,0.02607714387041049
422,423,1.7979344581142698e-05,0.02582041851470318
423,424,1.7487703435459245e-05,0.02556618204668626
424,425,1.7009505974052708e-05,0.025314411097872358
425,426,1.6544384593641936e-05,0.025065082504105773
426,427,1.609198174101767e-05,0.024818173304079205
427,428,1.565194964114891e-05,0.024573660737853498
428,429,1.5223950026954647e-05,0.02433152224538615
429,430,1.4807653881732108e-05,0.024091735465058828
430,431,1.44027411834724e-05,0.02385427823221653
431,432,1.4008900662165757e-05,0.023619128577701987
432,433,1.3625829558994162e-05,0.023386264726406925
433,434,1.3253233391519181e-05,0.023155665095819233
434,435,1.2890825731859401e-05,0.02292730829457723
435,436,1.2538327983091513e-05,0.022701173121034146
436,437,1.2195469164977268e-05,0.022477238561822155
437,438,1.1861985709793466e-05,0.022255483790425745
438,439,1.1537621253054908e-05,0.0220358881657583
439,440,1.1222126442556046e-05,0.02181843123074645
440,441,1.0915258743970924e-05,0.021603092710920202
441,442,1.0616782254113666e-05,0.021389852513007623
442,443,1.0326467520527238e-05,0.021178690723535287
443,444,1.0044091365069008e-05,0.02096958760743939
444,445,9.769436711937196e-06,0.020762523606676075
445,446,9.502292420249248e-06,0.020557479338845552
446,447,9.242453124835848e-06,0.02035443559581407
447,448,8.989719073260183e-06,0.020153373342352565
448,449,8.7438959772701e-06,0.01995427371477354
449,450,8.504794858588127e-06,0.019757118019576247
450,451,8.272231909578487e-06,0.019561887732102767
451,452,8.046028346808676e-06,0.019368564495196305
452,453,7.82601027526919e-06,0.019177130117868146
453,454,7.612008556145966e-06,0.01898756657396994
454,455,7.403858673593611e-06,0.01879985600087708
455,456,7.20140061283292e-06,0.018613980698172217
456,457,7.004478732919317e-06,0.018429923126343395
457,458,6.8129416488371675e-06,0.018247665905481547
458,459,6.626642115925563e-06,0.018067191813992967
459,460,6.44543691508126e-06,0.01788848378731167
460,461,6.269186743401711e-06,0.017711524916623422
461,462,6.097756107270591e-06,0.0175362984475963
462,463,5.93101321810785e-06,0.01736278777911704
463,464,5.768829891672489e-06,0.017190976462035046
464,465,5.611081447254307e-06,0.01702084819791494
465,466,5.457646614415168e-06,0.01685238683779544
466,467,5.3084074398412895e-06,0.016685576380955247
467,468,5.1632491927522395e-06,0.0165204009736869
468,469,5.022060282744434e-06,0.016356844908077872
469,470,4.884732168530803e-06,0.016194892620799206
470,471,4.751159277671668e-06,0.016034528691901806
471,472,4.621238924862325e-06,0.01587573784361751
472,473,4.494871232441078e-06,0.01571850493917326
473,474,4.3719590532287356e-06,0.015562814981606166
474,475,4.252407897364918e-06,0.015408653112589987
475,476,4.136125858256179e-06,0.015256004611269969
476,477,4.023023542631954e-06,0.015104854893100428
477,478,3.9130140014886905e-06,0.01495518950869501
478,479,3.806012663587488e-06,0.01480699414268094
479,480,3.701937269950939e-06,0.014660254612563484
480,481,3.600707812023707e-06,0.01451495686759352
481,482,3.5022464669465236e-06,0.014371086987648218
482,483,3.4064775422670834e-06,0.014228631182115592
483,484,3.3133274129903967e-06,0.014087575788786277
484,485,3.222724469731375e-06,0.013947907272755189
485,486,3.1345990596509665e-06,0.013809612225328505
486,487,3.0488834347197624e-06,0.013672677362938979
487,488,2.9655117000926268e-06,0.013537089526069357
488,489,2.884419761928214e-06,0.013402835678180125
489,490,2.8055452799824465e-06,0.013269902904650799
490,491,2.728827617981544e-06,0.013138278411720772
491,492,2.6542077978808365e-06,0.013007949525444151
492,493,2.5816284545676638e-06,0.012878903690648147
493,494,2.511033791119388e-06,0.012751128469901452
494,495,2.4423695375030974e-06,0.012624611542487063
495,496,2.3755829057225952e-06,0.012499340703385764
496,497,2.3106225532920632e-06,0.012375303862261822
497,498,2.24743854027043e-06,0.012252489042465009
498,499,2.1859822927350336e-06,0.01213088438002663
499,500,2.126206565811195e-06,0.012010478122677526
500,501,2.0680654047033897e-06,0.011891258628862422
501,502,2.011514113609003e-06,0.011773214366763707
502,503,1.95650921663848e-06,0.011656333913339312
503,504,1.9030084282833926e-06,0.011540605953357042
504,505,1.8509706181113472e-06,0.011426019278443666
505,506,1.800355781900187e-06,0.011312562786138791
506,507,1.7511250085533447e-06,0.011200225478955605
507,508,1.7032404503458665e-06,0.011088996463448075
508,509,1.65666529539088e-06,0.010978864949289013
509,510,1.6113637379966406e-06,0.010869820248347595
510,511,1.5673009520211778e-06,0.010761851773782527
511,512,1.5244430624505867e-06,0.010654949039135886
512,513,1.4827571228615e-06,0.010549101657437387
513,514,1.4422110850009773e-06,0.010444299340312768
514,515,1.4027737790245354e-06,0.010340531897101712
515,516,1.3644148869618178e-06,0.010237789233981998
516,517,1.327104918513733e-06,0.01013606135309808
517,518,1.2908151918455957e-06,0.010035338351699563
518,519,1.2555178082740426e-06,0.009935610421285102
519,520,1.2211856320609726e-06,0.009836867846752972
520,521,1.1877922694303322e-06,0.00973910100555786
521,522,1.1553120492502345e-06,0.009642300366875522
522,523,1.1237200011615656e-06,0.009546456490773347
523,524,1.0929918379254389e-06,0.009451560027387673
524,525,1.0631039371045148e-06,0.009357601716106778
525,526,1.0340333211900088e-06,0.009264572384761749
526,527,1.0057576426136805e-06,0.009172462948824567
527,528,9.782551624315516e-07,0.009081264410607637
528,529,9.515047382224751e-07,0.008990967858479193
529,530,9.254858049922987e-07,0.008901564466071932
530,531,9.001783601858548e-07,0.00881304549151396
531,532,8.75562947921793e-07,0.008725402276648642
532,533,8.516206451147923e-07,0.008638626246277537
533,534,8.283330448222159e-07,0.008552708907396456
534,535,8.056822449198364e-07,0.008467641848444951
535,536,7.836508313374679e-07,0.00838341673855969
536,537,7.622218674008252e-07,0.008300025326833271
537,538,7.413788792876019e-07,0.00821745944158292
538,539,7.211058437039952e-07,0.008135710989618183
539,540,7.013871742289624e-07,0.008054771955522844
540,541,6.822077126544812e-07,0.007974634400936598
541,542,6.635527141085618e-07,0.007895290463845295
542,543,6.454078370632388e-07,0.007816732357877942
543,544,6.277591321213194e-07,0.007738952371606933
544,545,6.105930318023312e-07,0.007661942867857152
545,546,5.938963391072249e-07,0.007585696283017307
546,547,5.776562177484124e-07,0.007510205126361802
547,548,5.618601830459369e-07,0.007435461979372615
548,549,5.464960918244444e-07,0.007361459495073497
549,550,5.315521324211758e-07,0.007288190397362282
550,551,5.170168154711163e-07,0.007215647480355969
551,552,5.028789672456568e-07,0.00714382360773691
552,553,4.891277195495647e-07,0.007072711712105995
553,554,4.757525001730656e-07,0.007002304794341052
554,555,4.6274302656357236e-07,0.006932595922961804
555,556,4.5008929727696767e-07,0.006863578233497258
556,557,4.3778158520524357e-07,0.006795244927863986
557,558,4.258104275844943e-07,0.006727589273743395
558,559,4.1416662188709097e-07,0.006660604603968889
559,560,4.028412161627415e-07,0.006594284315915577
560,561,3.9182550437555363e-07,0.006528621870898754
561,562,3.8111101796634017e-07,0.006463610793572716
562,563,3.706895191912807e-07,0.0063992446713390105
563,564,3.6055299668102947e-07,0.006335517153757353
564,565,3.506936583352882e-07,0.006272421951963092
565,566,3.4110392388431166e-07,0.006209952838089117
566,567,3.317764206700602e-07,0.006148103644691538
567,568,3.227039790942854e-07,0.006086868264184586
568,569,3.138796229595897e-07,0.006026240648274617
569,570,3.052965695804488e-07,0.005966214807403336
570,571,2.9694822034631585e-07,0.005906784810194465
571,572,2.8882815727993005e-07,0.005847944782906622
572,573,2.8093013726415705e-07,0.005789688908886648
573,574,2.732480890443867e-07,0.005732011428034589
574,575,2.6577610690026177e-07,0.005674906636267241
575,576,2.585084465378529e-07,0.00561836888499001
576,577,2.514395200936548e-07,0.005562392580573117
577,578,2.4456389435822956e-07,0.005506972183828229
578,579,2.3787628289362317e-07,0.005452102209498655
579,580,2.3137154425700857e-07,0.0053977772257438605
580,581,2.2504467833694974e-07,0.005343991853635877
581,582,2.188908202471751e-07,0.005290740766656921
582,583,2.1290523999351052e-07,0.00523801869020224
583,584,2.0708333592356354e-07,0.005185820401087393
584,585,2.0142063161809887e-07,0.005134140727060088
585,586,1.9591277455877076e-07,0.005082974546317454
586,587,1.905555301329187e-07,0.00503231678702365
587,588,1.8534477963516593e-07,0.004982162426836245
588,589,1.802765172698173e-07,0.004932506492436262
589,590,1.753468468201902e-07,0.004883344059060435
590,591,1.7055197887305695e-07,0.004834670250037476
591,592,1.658882263777528e-07,0.004786480236331658
592,593,1.6135200464617583e-07,0.0047387692360877365
593,594,1.5693982569064957e-07,0.004691532514180974
594,595,1.5264829855698991e-07,0.004644765381770166
595,596,1.4847412299623386e-07,0.004598463195858216
596,597,1.4441409068588484e-07,0.004552621358849929
597,598,1.4046508012288683e-07,0.004507235318123137
598,599,1.366240555134013e-07,0.00446230056559449
599,600,1.3288806399724962e-07,0.0044178126372953486
600,601,1.292542328723556e-07,0.004373767112949234
601,602,1.257197695947454e-07,0.004330159615552054
602,603,1.2228195589436552e-07,0.004286985810960542
