,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen","Proba Neut Min
 vs. BA.5 antigen","Proba Neut Max
 vs. BA.5 antigen","Proba Neut Min
 vs. BA.5/XBT antigen","Proba Neut Max
 vs. BA.5/XBT antigen","Proba Neut Min
 vs. BA.5=0.75/XBT=0.25 antigen","Proba Neut Max
 vs. BA.5=0.75/XBT=0.25 antigen"
0,1,0.15524498952970567,0.34032762425797625,0.15640227435538778,0.3426132661142963,0.2448837756467691,0.48504210042704393,0.20064302500107845,0.4138276832706701
1,2,0.273512636109865,0.5109513391045075,0.2754272569618238,0.5139513071988153,0.40436439742457325,0.6632640266530785,0.33989582719319855,0.5886076669259469
2,3,0.36545926939576934,0.6075645397795026,0.36787245881831154,0.6107780279181154,0.5137318994649103,0.7482405413646931,0.4408021791416109,0.6795092846414043
3,4,0.43818112017761435,0.6668371036117047,0.44092221748095917,0.6700906566215378,0.5918958463207802,0.7952808972595813,0.5164090319008696,0.7326857769405595
4,5,0.4965463334935031,0.7052290709917004,0.4995011236930198,0.7084631396475369,0.6496577154290187,0.8238289034627047,0.5745794195610192,0.7661460215551208
5,6,0.543980708446005,0.7310152614861487,0.547071939435614,0.7342128649882702,0.6935246196501198,0.842196246469909,0.6202982795428669,0.7882045557290895
6,7,0.5829489345510019,0.7487291261859832,0.5861240081750891,0.7518894848053472,0.7275965356273919,0.8544504786307501,0.6568602719012405,0.8031699817180487
7,8,0.6152589717744859,0.761028646112662,0.618481989462514,0.7641567896617456,0.7545575078556239,0.862789204164105,0.686519748659069,0.8134729969129253
8,9,0.6422600263499355,0.7695601877477499,0.6455065472451431,0.7726627317029353,0.7762234211167625,0.8684928948218413,0.7108649841809528,0.8205778132623884
9,10,0.6649745180833805,0.7753907398340361,0.668228045346386,0.7784741858149165,0.7938583386620945,0.872353395404314,0.7310431920042402,0.8254137906096153
10,11,0.6841879821820369,0.7792383747913146,0.6874375723878074,0.7823084822892814,0.808364346068371,0.8748844482323886,0.7479009592280892,0.8285964652608351
