,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen","Proba Neut Min
 vs. BA.5 antigen","Proba Neut Max
 vs. BA.5 antigen","Proba Neut Min
 vs. BA.5/XBT antigen","Proba Neut Max
 vs. BA.5/XBT antigen","Proba Neut Min
 vs. BA.5=0.75/XBT=0.25 antigen","Proba Neut Max
 vs. BA.5=0.75/XBT=0.25 antigen"
0,1,0.33336527693815043,0.6274709347397915,0.3015333718374652,0.5814360691991949,0.22838918068358544,0.46088184672858556,0.26496127626052535,0.5211589579638902
1,2,0.5333015378873227,0.8125767461073417,0.4898318877997281,0.7703531847434116,0.38167226195479653,0.6406522619239596,0.4357520748772623,0.7055027233336856
2,3,0.659591340111509,0.8857030548112709,0.6132476103915973,0.8505470569076442,0.4893534398936833,0.7290557983435735,0.5513005251426403,0.7898014276256089
3,4,0.7428694751606011,0.9204711378976247,0.6974264856505301,0.8907887590119014,0.5678038029140722,0.7788129313118031,0.6326151442823011,0.8348008451618522
4,5,0.7998143071650177,0.9391946672778724,0.7567910747706486,0.9133585933259384,0.6266687041320758,0.8092938321588194,0.6917298894513622,0.8613262127423789
5,6,0.8399772998646255,0.9501796279515478,0.7998566878795677,0.9270114506308571,0.6719186981627863,0.8290133560585029,0.735887693021177,0.8780124033446799
6,7,0.8690690630796947,0.9570114724561529,0.8318623816728798,0.9356995092701822,0.7074056581119409,0.8422143177280828,0.7696340198924103,0.8889569134991324
7,8,0.890633026248734,0.9614216186664643,0.8561476295405833,0.9414043310694407,0.7357033006575346,0.8512164885910514,0.795925465099059,0.896310409830246
8,9,0.9069402949883817,0.9643230579407474,0.874907581486269,0.9452047456631205,0.7585838039181023,0.8573824667054353,0.8167456927021856,0.9012936061842779
9,10,0.9194886319778031,0.9662326049937116,0.889624674841619,0.9477284683727258,0.7772995964624998,0.861559604103381,0.8334621356520594,0.9046440362380533
10,11,0.9292911197489346,0.9674604141754959,0.9013242346500292,0.9493612956412527,0.7927561084160331,0.8642998352162836,0.8470401715330311,0.9068305654287683
11,12,0.9370486734826352,0.9682019507489664,0.9107306699043934,0.9503514578971877,0.8056210933161899,0.8659766513049438,0.8581758816102917,0.9081640546010658
12,13,0.9432561714483843,0.9685856128951803,0.9183656268544602,0.9508649775548799,0.8163957762974134,0.8668509139503655,0.8673807015759367,0.9088579457526227
13,14,0.9482694676949444,0.9686987762065095,0.9246112297302438,0.951016604648174,0.8254623257833695,0.8671096721316759,0.8750367777568067,0.9090631383899249
14,15,0.9523487108841365,0.9686027210769184,0.9297517554551782,0.9508878959962094,0.8331162405627136,0.8668900071956203,0.881433998008946,0.9088889515959148
15,16,0.9556869503850609,0.9685100096780532,0.9340016630539516,0.950763718264163,0.8395888919510284,0.866678267224787,0.88679527750249,0.9087209927444749
16,17,0.9584293976882414,0.9686791309668727,0.9375247992672948,0.9509902767539581,0.8450634996696949,0.8670647222211825,0.8912941494684948,0.9090274994875703
17,18,0.9606866288704298,0.9686802912813961,0.940447783795966,0.9509918317066517,0.8496866412238473,0.8670673767730109,0.8950672125099066,0.9090296042398314
18,19,0.9625437834718404,0.9685416045906787,0.942869484857868,0.9508060309577543,0.8535766682652484,0.8667503949904619,0.8982230765615582,0.9087782129741081
19,20,0.9636694608761335,0.9686370395327509,0.9443451389339836,0.9509338747375579,0.8559751114107426,0.8669684550460206,0.9001601251723631,0.9089511648917892
20,21,0.9620334668112925,0.9686987762065095,0.9422024730622953,0.951016604648174,0.8524996235922093,0.8671096721316759,0.8973510483272523,0.9090631383899249
21,22,0.9601976024076424,0.9686426641292836,0.9398126671757051,0.950941411036384,0.8486755663317351,0.8669813157720316,0.8942441167537201,0.9089613634042079
22,23,0.9581652923901327,0.9685864717075044,0.9371841988217866,0.950866127995735,0.8445296908638597,0.8668528761674397,0.8908569448428231,0.9088595020815874
23,24,0.9559384120104638,0.9686868012241533,0.9343234774790538,0.9510005559107481,0.8400847283183719,0.8670822709288027,0.8872041028987129,0.9090414134197754
24,25,0.9535177132587077,0.9686872570718125,0.9312353928973932,0.9510011668174796,0.8353602557702002,0.8670833139173993,0.8832978243337968,0.9090422403674394
25,26,0.950903147392142,0.9685988351883661,0.9279237282726407,0.9508826902387538,0.8303733566875348,0.8668811268850203,0.8791485424800878,0.9088819085618871
26,27,0.9480941125571077,0.9686589447692416,0.9243914750460535,0.9509632262128029,0.8251391293070856,0.8670185473872567,0.8747653021765696,0.9089908868000298
27,28,0.9450896464079672,0.9686987762065095,0.920641075074813,0.951016604648174,0.8196710813100979,0.8671096721316759,0.8701560781924554,0.9090631383899249
28,29,0.9418885776949586,0.9686614479712874,0.9166746084523172,0.9509665805040156,0.8139814386406924,0.8670242726203443,0.8653280235465047,0.9089954265621799
29,30,0.9384896467658577,0.9685538686256063,0.9124939401325618,0.9508224568068048,0.8080813888900754,0.8667784009805632,0.8602876645113187,0.908800428893684
30,31,0.9348916021541772,0.9683818762584757,0.9081008349467239,0.9505921775772285,0.8019812743802,0.8663860760180905,0.8550410546634619,0.9084891267976595
31,32,0.931093278492862,0.9681504278670225,0.9034970480853307,0.9502825601421999,0.7956907462645828,0.8658595962057956,0.8495938971749568,0.9080710781739978
