t,date,smoothed_phi
4,2021-01-05,105.30472993110729
5,2021-01-06,113.64715798164809
6,2021-01-07,123.78227468846723
7,2021-01-08,136.07327696505615
8,2021-01-09,150.91768215699557
9,2021-01-10,168.71420528863473
10,2021-01-11,189.8054428721843
11,2021-01-12,214.39824652660286
12,2021-01-13,242.47715876227164
13,2021-01-14,273.74159389864735
14,2021-01-15,307.60271521239076
15,2021-01-16,343.2588694520724
16,2021-01-17,379.83137810517667
17,2021-01-18,416.5093436419293
18,2021-01-19,452.6499817193461
19,2021-01-20,487.8116923788542
20,2021-01-21,521.7346574385222
21,2021-01-22,554.3014519463502
22,2021-01-23,585.5028681786348
23,2021-01-24,615.4148541691405
24,2021-01-25,644.1760512921269
25,2021-01-26,671.9493345937442
26,2021-01-27,698.8564478937915
27,2021-01-28,724.8922933898483
28,2021-01-29,749.8521932367055
29,2021-01-30,773.3271162013413
30,2021-01-31,794.8086720923463
31,2021-02-01,813.8811658225592
32,2021-02-02,830.4045712404817
33,2021-02-03,844.588413161579
34,2021-02-04,856.9347168030386
35,2021-02-05,868.1079686656301
36,2021-02-06,878.8035832601677
37,2021-02-07,889.6483418171183
38,2021-02-08,901.1267890131894
39,2021-02-09,913.5139088598072
40,2021-02-10,926.8072419677123
41,2021-02-11,940.6810111963606
42,2021-02-12,954.5114021362551
43,2021-02-13,967.5141447085448
44,2021-02-14,978.9735552849568
45,2021-02-15,988.4639435244118
46,2021-02-16,995.9507629773054
47,2021-02-17,1001.7358823987186
48,2021-02-18,1006.3047838906148
49,2021-02-19,1010.1634773309813
50,2021-02-20,1013.7210032775364
51,2021-02-21,1017.2299217719026
52,2021-02-22,1020.7743048168375
53,2021-02-23,1024.2920471700413
54,2021-02-24,1027.6228500520901
55,2021-02-25,1030.575218199121
56,2021-02-26,1033.0023874019873
57,2021-02-27,1034.8711949463861
58,2021-02-28,1036.3054915432767
59,2021-03-01,1037.5914119735305
60,2021-03-02,1039.1447228934849
61,2021-03-03,1041.4538029771218
62,2021-03-04,1045.0179761944573
63,2021-03-05,1050.2971261165894
64,2021-03-06,1057.6780969881834
65,2021-03-07,1067.4525680255788
66,2021-03-08,1079.7951415735574
67,2021-03-09,1094.7319735038684
68,2021-03-10,1112.0995932116425
69,2021-03-11,1131.5081618962959
70,2021-03-12,1152.336764661867
71,2021-03-13,1173.789629610658
72,2021-03-14,1195.0223190631411
73,2021-03-15,1215.3103134350365
74,2021-03-16,1234.2017186950616
75,2021-03-17,1251.5963139598316
76,2021-03-18,1267.726996196854
77,2021-03-19,1283.0618516043241
78,2021-03-20,1298.1680825934563
79,2021-03-21,1313.5763714885613
80,2021-03-22,1329.6689957108842
81,2021-03-23,1346.6030206134362
82,2021-03-24,1364.2780865750779
83,2021-03-25,1382.3626347371699
84,2021-03-26,1400.3912944926071
85,2021-03-27,1417.9278951548652
86,2021-03-28,1434.7537935799444
87,2021-03-29,1451.0115754362087
88,2021-03-30,1467.2396283330668
89,2021-03-31,1484.279659331869
90,2021-04-01,1503.0951580532478
91,2021-04-02,1524.564159151575
92,2021-04-03,1549.295479907028
93,2021-04-04,1577.48782683414
94,2021-04-05,1608.834323562502
95,2021-04-06,1642.4823600963155
96,2021-04-07,1677.0804232201615
97,2021-04-08,1710.9535984931936
98,2021-04-09,1742.4180170747845
99,2021-04-10,1770.1677126718957
100,2021-04-11,1793.5940140507535
101,2021-04-12,1812.9021208097572
102,2021-04-13,1828.9889128504565
103,2021-04-14,1843.1645604330492
104,2021-04-15,1856.8478532238883
105,2021-04-16,1871.3279014689017
106,2021-04-17,1887.6170483909627
107,2021-04-18,1906.3735199475025
108,2021-04-19,1927.862009217313
109,2021-04-20,1951.934909570174
110,2021-04-21,1978.039960194582
111,2021-04-22,2005.2774151091107
112,2021-04-23,2032.5289254266454
113,2021-04-24,2058.654255274768
114,2021-04-25,2082.710024050889
115,2021-04-26,2104.115387595647
116,2021-04-27,2122.701117181774
117,2021-04-28,2138.629226773317
118,2021-04-29,2152.225492287256
119,2021-04-30,2163.7916720026806
120,2021-05-01,2173.452264808695
121,2021-05-02,2181.0623573791922
122,2021-05-03,2186.1804572244955
123,2021-05-04,2188.1013165813138
124,2021-05-05,2185.94354212497
125,2021-05-06,2178.7850148109637
126,2021-05-07,2165.8285501909572
127,2021-05-08,2146.562626250856
128,2021-05-09,2120.8694754573107
129,2021-05-10,2089.0399033352323
130,2021-05-11,2051.6840568864345
131,2021-05-12,2009.565776435178
132,2021-05-13,1963.4141982359465
133,2021-05-14,1913.7695247179408
134,2021-05-15,1860.9055046006035
135,2021-05-16,1804.8500567775777
136,2021-05-17,1745.5031070128935
137,2021-05-18,1682.825717757062
138,2021-05-19,1617.0463943383324
139,2021-05-20,1548.8082418227914
140,2021-05-21,1479.1838928188847
141,2021-05-22,1409.5286891028757
142,2021-05-23,1341.214718509262
143,2021-05-24,1275.3476754264304
144,2021-05-25,1212.575220599884
145,2021-05-26,1153.0476387007468
146,2021-05-27,1096.5245347908126
147,2021-05-28,1042.5723978935255
148,2021-05-29,990.7795485864935
149,2021-05-30,940.9202618131263
150,2021-05-31,893.0213432785911
151,2021-06-01,847.3202057504736
152,2021-06-02,804.1462341047516
153,2021-06-03,763.7871382769868
154,2021-06-04,726.3998673942733
155,2021-06-05,691.9932381359349
156,2021-06-06,660.469625403357
157,2021-06-07,631.68896364494
158,2021-06-08,605.5168667220997
159,2021-06-09,581.8332044372817
160,2021-06-10,560.4980846438666
161,2021-06-11,541.2910414360067
162,2021-06-12,523.8506428392509
163,2021-06-13,507.64302882669006
164,2021-06-14,491.9813521345925
165,2021-06-15,476.10906709775304
166,2021-06-16,459.34971732259396
167,2021-06-17,441.30608934389943
168,2021-06-18,422.0527962347161
169,2021-06-19,402.2226653752807
170,2021-06-20,382.8918583526131
171,2021-06-21,365.2668793911255
172,2021-06-22,350.31548614110454
173,2021-06-23,338.52722576852307
174,2021-06-24,329.8868649014523
175,2021-06-25,324.00408287759706
176,2021-06-26,320.28715001218256
177,2021-06-27,318.08226903811004
178,2021-06-28,316.7586761783828
179,2021-06-29,315.7566865797599
180,2021-06-30,314.62451367896574
181,2021-07-01,313.0585887406598
182,2021-07-02,310.9415538345845
183,2021-07-03,308.3556067663972
184,2021-07-04,305.5518237494748
185,2021-07-05,302.8805037623939
186,2021-07-06,300.71265229491763
187,2021-07-07,299.3849244561898
188,2021-07-08,299.1806509275871
189,2021-07-09,300.3383652383301
190,2021-07-10,303.0706768479338
191,2021-07-11,307.5787419789459
192,2021-07-12,314.0530577693371
193,2021-07-13,322.65532552362106
194,2021-07-14,333.4794917624979
195,2021-07-15,346.4962959774182
196,2021-07-16,361.49678680547197
197,2021-07-17,378.06235461700714
198,2021-07-18,395.5907168296536
199,2021-07-19,413.3886251824652
200,2021-07-20,430.80784890151125
201,2021-07-21,447.37489370427306
202,2021-07-22,462.86870542569375
203,2021-07-23,477.3303125705192
204,2021-07-24,491.0188507843921
205,2021-07-25,504.33996482393
206,2021-07-26,517.7658822826904
207,2021-07-27,531.7551592854644
208,2021-07-28,546.6771054707341
209,2021-07-29,562.7549588980439
210,2021-07-30,580.0538317619621
211,2021-07-31,598.5356299587097
212,2021-08-01,618.1736889181411
213,2021-08-02,639.0834237927243
214,2021-08-03,661.6155506314959
215,2021-08-04,686.3831235523772
216,2021-08-05,714.224945066279
217,2021-08-06,746.118819203751
218,2021-08-07,783.0498589931241
219,2021-08-08,825.8321096661373
220,2021-08-09,874.895410698057
221,2021-08-10,930.0881361578704
222,2021-08-11,990.5890583591008
223,2021-08-12,1055.0211908723745
224,2021-08-13,1121.7801025992762
225,2021-08-14,1189.4612779718495
226,2021-08-15,1257.197806741755
227,2021-08-16,1324.7714708249919
228,2021-08-17,1392.4909365520698
229,2021-08-18,1460.932826134876
230,2021-08-19,1530.660837524596
231,2021-08-20,1602.0000676294358
232,2021-08-21,1674.89657739334
233,2021-08-22,1748.8618829041502
234,2021-08-23,1822.990085075187
235,2021-08-24,1896.0348397041057
236,2021-08-25,1966.5379868709592
237,2021-08-26,2033.0051918592494
238,2021-08-27,2094.1181289674146
239,2021-08-28,2148.9518928476464
240,2021-08-29,2197.1390146025024
241,2021-08-30,2238.913820199439
242,2021-08-31,2275.004692260822
243,2021-09-01,2306.4036046750607
244,2021-09-02,2334.087991045786
245,2021-09-03,2358.7696166194046
246,2021-09-04,2380.711695893515
247,2021-09-05,2399.624865839237
248,2021-09-06,2414.6474552558143
249,2021-09-07,2424.4314992943746
250,2021-09-08,2427.3681061338402
251,2021-09-09,2421.961335357715
252,2021-09-10,2407.2824308687204
253,2021-09-11,2383.3415613851007
254,2021-09-12,2351.191893714002
255,2021-09-13,2312.6939795123244
256,2021-09-14,2270.054354631868
257,2021-09-15,2225.3604771939436
258,2021-09-16,2180.288838580802
259,2021-09-17,2136.032221002492
260,2021-09-18,2093.3863439830475
261,2021-09-19,2052.900934843907
262,2021-09-20,2015.0151714249382
263,2021-09-21,1980.129779334784
264,2021-09-22,1948.6026700200364
265,2021-09-23,1920.688613346991
266,2021-09-24,1896.468831854549
267,2021-09-25,1875.819908751291
268,2021-09-26,1858.447370649786
269,2021-09-27,1843.9720469142358
270,2021-09-28,1832.0313555084285
271,2021-09-29,1822.3563518678989
272,2021-09-30,1814.8028219050275
273,2021-10-01,1809.3359332806417
