,date,Spike. AY.100,Spike. AY.122.6,Spike. AY.126,Spike. AY.4,Spike. AY.98.1,Spike. BA.1,Spike. BA.1.1,Spike. BA.1.1.1,Spike. BA.1.1.12,Spike. BA.1.1.15,Spike. BA.1.13,Spike. BA.1.15,Spike. BA.1.18,Spike. BA.2.1,Spike. BA.2.10.2,Spike. BA.2.11,Spike. BA.2.12.1,Spike. BA.2.13,Spike. BA.2.18,Spike. BA.2.24,Spike. BA.2.3.16,Spike. BA.2.3.20,Spike. BA.2.44,Spike. BA.2.52,Spike. BA.2.75,Spike. BA.2.75.1,Spike. BA.2.75.2,Spike. BA.2.79,Spike. BA.2.86,Spike. BA.2.9.4,Spike. BA.2,Spike. BA.3.1,Spike. BA.4.1.10,Spike. BA.4.1.3,Spike. BA.4.1.8,Spike. BA.4.7,Spike. BA.4,Spike. BA.5.1.12,Spike. BA.5.2.14,Spike. BA.5.2.18,Spike. BA.5.2.24,Spike. BA.5.2.25,Spike. BA.5.2.32,Spike. BA.5.9,Spike. BC.2,Spike. BE.1.1.1,Spike. BE.1.4.2,Spike. BE.10,Spike. BE.4.2,Spike. BF.4,Spike. BL.1,Spike. BM.1.1.5,Spike. BN.1.2.1,Spike. BN.1.2.6,Spike. BN.1.3.12,Spike. BN.1.3.6,Spike. BN.1,Spike. BN.3.1,Spike. BN.5,Spike. BQ.1.1.11,Spike. BQ.1.1.12,Spike. BQ.1.1.2,Spike. BQ.1.1.31,Spike. BQ.1.1.35,Spike. BQ.1.1.37,Spike. BQ.1.1.45,Spike. BQ.1.1.46,Spike. BQ.1.1.66,Spike. BQ.1.1.9,Spike. BQ.1.1,Spike. BQ.1.10.3,Spike. BQ.1.13.1,Spike. BQ.1.21,Spike. BR.2.1,Spike. BU.3,Spike. BY.1.1,Spike. CE.1,Spike. CJ.1,Spike. CL.1,Spike. CV.1,Spike. DV.7.1,Spike. EG.1.7,Spike. EG.1,Spike. EG.10.1,Spike. EG.2,Spike. EG.4.1,Spike. EG.5.1.10,Spike. EG.5.1.6,Spike. EG.5.1.8,Spike. EG.5,Spike. EG.6.1.1,Spike. EK.2.1,Spike. EK.3,Spike. EK.4,Spike. EN.1.1,Spike. EP.2,Spike. ET.1,Spike. EU.1.1,Spike. FL.1.5.1,Spike. FL.1.5.2,Spike. FL.13.2,Spike. FL.15.1.1,Spike. FL.15.1,Spike. FL.20.1,Spike. FL.20.2,Spike. FL.24,Spike. FW.1,Spike. FW.2,Spike. FY.3.1,Spike. GA.4.1,Spike. GB.1,Spike. GD.2,Spike. GE.1.1,Spike. GE.1.2,Spike. GE.1,Spike. GF.1,Spike. GJ.1.1,Spike. GJ.1,Spike. GJ.4,Spike. GJ.5.1,Spike. GK.1.3,Spike. GS.3,Spike. GW.5,Spike. GZ.1,Spike. HH.2,Spike. HK.2,Spike. HK.3.1,Spike. HK.3.2,Spike. HV.1,Spike. HY.1,Spike. HZ.1,Spike. JA.1,Spike. JD.1.1.1,Spike. JD.1.1.3,Spike. JE.1,Spike. JF.1,Spike. JM.1,Spike. JN.1,Spike. JN.4,Spike. XBB.1.16.14,Spike. XBB.1.16.16,Spike. XBB.1.18.1,Spike. XBB.1.41.1,Spike. XBB.1.5.102,Spike. XBB.1.5.40,Spike. XBB.1.5.78,Spike. XBB.2.3.5,Spike. XBB.2.7,Spike. XBB.2,Spike. XBB.8.2,Spike. XBB,Spike. XBD,Spike. XBF,Spike. XD,Spike. nan,Wuhan-Hu-1
72,2022-03-17,0.0,0.0,0.3731343264544901,0.0,0.0,2.6119402952187443,4.477611937528508,6.343283579838273,0.3731343264544901,0.3731343264544901,0.0,0.0,2.6119402952187443,3.3582089581650383,0.0,2.238805968764254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3731343264544901,74.99999999877043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8656716423097637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,3.658536590007317,3.2520325200065043,0.0,0.0,0.406504070000813,0.406504070000813,2.845528460005691,7.723577240015447,0.0,1.219512200002439,0.0,0.0,0.0,0.0,0.8130081300016261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.82926829015366,0.406504070000813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.439024390004878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2022-03-19,0.0,0.0,0.0,0.0,0.0,0.37037036999925915,4.81481480999037,1.1111111099977775,0.0,0.0,0.0,0.0,2.222222219995555,7.0370370399859254,0.7407407399985183,0.0,0.0,0.0,0.0,0.0,0.37037036999925915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.96296295983406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37037036999925915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2022-03-20,0.0,0.0,0.0,0.0,0.0,0.914634149999086,3.658536589996344,4.268292679995734,0.0,0.0,0.6097560999993905,0.0,0.30487804999969526,7.012195119992992,0.0,0.30487804999969526,0.0,0.0,0.0,0.0,0.30487804999969526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.26829267992078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3536585399966485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2022-03-21,0.0,0.0,0.010140963491616103,0.0,0.0,0.253523987188993,3.5493357705951976,2.7279180581089446,0.03042288046470735,0.010140963491616103,0.24338302369737688,0.0,0.8619815464324353,4.847378556974446,0.09126863138398109,0.16225534579487094,0.0,0.040563833946182494,0.010140963491616103,0.0,0.0608457609294147,0.0,0.020281916973091247,0.020281916973091247,0.0,0.0,0.0,0.0,0.0,0.2738059041620842,85.83307980739322,0.020281916973091247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9228272973517089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010140963491616103,0.0,0.0
77,2022-03-22,0.0,0.0,0.0,0.0,0.0,0.26041666692828364,4.166666670852538,3.1250000031394034,0.0,0.0,0.0,0.26041666692828364,1.302083334641418,6.249999996252765,0.0,2.083333335426269,0.0,0.0,0.0,0.0,0.26041666692828364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5208333338565673,76.82291666363534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.687500004709105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26041666692828364,0.0,0.0
78,2022-03-23,0.0,0.0,0.0,0.0,0.0,0.8116883102094534,2.4350649306283603,1.4610389623835096,0.16233765803539718,0.0,0.0,0.0,0.6493506521740563,4.383116887150528,0.0,1.1363636362964815,0.0,0.16233765803539718,0.16233765803539718,0.0,0.0,0.0,0.0,0.32467532608702815,0.0,0.0,0.0,0.0,0.0,0.48701298412242533,86.68831168461962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1363636362964815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,2022-03-24,0.0,0.0,0.0,0.0,0.0,0.17667845000000007,2.650176680000001,1.5901060100000006,0.17667845000000007,0.0,0.35335689000000015,0.0,1.0600706700000007,5.300353360000002,0.0,2.826855120000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.03886926000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.826855120000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,2022-03-25,0.21413276000021406,0.0,0.21413276000021406,0.0,0.0,0.0,1.7130621000017123,1.7130621000017123,0.0,0.4282655200004281,0.6423982900006423,0.4282655200004281,0.6423982900006423,4.282655250004281,0.0,2.7837259100027834,0.0,0.0,0.21413276000021406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21413276000021406,84.36830835008435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7130621000017123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4282655200004281,0.0,0.0
81,2022-03-26,0.0,0.0,0.0,0.0,0.0,0.3891050591454343,2.7237354039791297,2.7237354039791297,0.0,0.0,0.0,0.0,0.3891050591454343,5.44747081799717,0.0,1.1673151774363029,0.0,0.0,0.0,0.0,0.3891050591454343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.26848248646147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.501945522269998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,2022-03-27,0.0,0.0,0.0,0.0,0.0,0.30959752000092866,2.1671826600065005,1.5479876200046432,0.0,0.0,0.0,0.0,0.6191950500018573,4.024767800012072,0.0,0.9287925700027859,0.0,0.0,0.0,0.0,0.30959752000092866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30959752000092866,87.6160990702628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1671826600065005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,2022-03-28,0.0,0.0,0.011120995339190379,0.0,0.0,0.17793594546485744,2.1352313155215725,1.6236654798242864,0.033362986017571136,0.0,0.16681495012566705,0.0,0.5226868310364763,4.726423490044478,0.15569395478647668,0.18905694080404783,0.0,0.07784697739323834,0.08896797273242872,0.022241990678380757,0.011120995339190379,0.0,0.033362986017571136,0.044483981356761515,0.0,0.0,0.0,0.0,0.0,0.3669928862689053,87.9114768727479,0.022241990678380757,0.0,0.0,0.0,0.0,0.022241990678380757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6347864751634769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022241990678380757,0.0,0.0
84,2022-03-29,0.0,0.0,0.2597402600007792,0.0,0.0,0.0,1.8181818200054545,1.5584415600046753,0.0,0.0,0.0,0.0,0.2597402600007792,2.597402600007792,0.2597402600007792,4.415584420013246,0.0,0.0,0.7792207800023376,0.0,0.7792207800023376,0.0,0.2597402600007792,0.0,0.0,0.0,0.0,0.0,0.0,0.5194805200015584,82.337662340247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.155844160012467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2022-03-30,0.0,0.0,0.23696682000142189,0.0,0.0,0.23696682000142189,1.1848341200071093,1.1848341200071093,0.23696682000142189,0.0,0.23696682000142189,0.23696682000142189,0.23696682000142189,4.739336490028437,0.23696682000142189,4.739336490028437,0.0,0.0,0.7109004700042656,0.0,0.4739336500028437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23696682000142189,79.62085308047774,0.0,0.0,0.0,0.0,0.0,0.23696682000142189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.213270140031281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,2022-03-31,0.0,0.0,0.4662004632145828,0.0,0.0,0.2331002316072914,3.263403262595319,0.6993006948218741,0.0,0.2331002316072914,0.2331002316072914,0.0,0.6993006948218741,6.060606061976056,0.0,4.895104893892979,0.0,0.0,0.4662004632145828,0.0,0.4662004632145828,0.0,0.2331002316072914,0.0,0.0,0.0,0.0,0.0,0.0,0.9324009364757855,77.85547785916633,0.2331002316072914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.030303030988028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.6129032300016122,0.8064516100008061,0.0,0.0,0.2688172000002687,0.0,0.0,5.376344090005374,0.2688172000002687,5.376344090005374,0.0,0.2688172000002687,0.2688172000002687,0.0,1.3440860200013436,0.0,0.2688172000002687,0.0,0.0,0.0,0.0,0.0,0.0,0.5376344100005375,80.10752688008009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.494623660003493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2022-04-02,0.0,0.0,0.0,0.0,0.0,0.0,2.0000000000019993,1.0000000000009996,0.0,0.0,0.0,0.0,1.333333330001333,7.000000000006999,0.0,3.3333333300033323,0.0,0.0,0.33333333000033327,0.0,0.6666666700006665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0000000000019993,80.66666667008064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333333330001333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333000033327,0.0,0.0
