t,date,smoothed_phi
3,2022-01-04,880.8168554576607
4,2022-01-05,874.0644275160737
5,2022-01-06,868.110296200831
6,2022-01-07,863.3671928464591
7,2022-01-08,860.3424575696059
8,2022-01-09,859.6323455838057
9,2022-01-10,861.8956622443708
10,2022-01-11,867.7988905302681
11,2022-01-12,877.9305391598489
12,2022-01-13,892.6940067282557
13,2022-01-14,912.2027572241423
14,2022-01-15,936.210810119768
15,2022-01-16,964.1063230053339
16,2022-01-17,994.9747944783784
17,2022-01-18,1027.711579198159
18,2022-01-19,1061.146752648276
19,2022-01-20,1094.1472839057424
20,2022-01-21,1125.6775582419577
21,2022-01-22,1154.818613524339
22,2022-01-23,1180.7608493214295
23,2022-01-24,1202.7921809822888
24,2022-01-25,1220.3042942477052
25,2022-01-26,1232.833562938152
26,2022-01-27,1240.138706205088
27,2022-01-28,1242.2950872348679
28,2022-01-29,1239.7639022347767
29,2022-01-30,1233.3891346333467
30,2022-01-31,1224.2982599382626
31,2022-02-01,1213.7269233353882
32,2022-02-02,1202.825199181325
33,2022-02-03,1192.5076896032642
34,2022-02-04,1183.3816583490234
35,2022-02-05,1175.749792739202
36,2022-02-06,1169.6599339133486
37,2022-02-07,1164.9699164056126
38,2022-02-08,1161.405042399196
39,2022-02-09,1158.5996874648342
40,2022-02-10,1156.1273564826683
41,2022-02-11,1153.5318756168358
42,2022-02-12,1150.3730773835218
43,2022-02-13,1146.2912343387784
44,2022-02-14,1141.079182717201
45,2022-02-15,1134.7398340008754
46,2022-02-16,1127.5087776093628
47,2022-02-17,1119.8352723585695
48,2022-02-18,1112.328960691902
49,2022-02-19,1105.684882934795
50,2022-02-20,1100.5958343505079
51,2022-02-21,1097.655071442606
52,2022-02-22,1097.2499112848234
53,2022-02-23,1099.4506259018822
54,2022-02-24,1103.908619366428
55,2022-02-25,1109.789502903374
56,2022-02-26,1115.7734733861535
57,2022-02-27,1120.148909780452
58,2022-02-28,1121.000721032999
59,2022-03-01,1116.4590164202755
60,2022-03-02,1104.9446677586461
