,date,Spike. BA.5,Spike. BQ.1,Spike. EF.1,Spike. XBB.1,Spike. XBB.1.5,Spike. XBT
40,2023-02-15,0.87719298,7.01754386,3.50877193,14.9122807,69.29824561,4.38596491
41,2023-02-16,0.66225166,13.90728477,4.63576159,15.894039739999998,64.90066225,0.0
42,2023-02-17,0.7352941200007354,6.617647060006618,4.411764710004412,16.17647059001618,70.5882352900706,1.4705882400014707
43,2023-02-18,0.0,5.8823529400000005,1.9607843100000004,9.803921570000002,76.47058824000001,5.8823529400000005
44,2023-02-19,0.0,8.5106383,6.382978720000001,10.638297870000002,72.34042553,2.1276595700000005
45,2023-02-20,0.0,4.516129029995483,1.9354838699980645,16.12903225998387,73.54838709992644,3.870967739996129
46,2023-02-21,0.0,7.627118639992372,3.3898305099966093,6.779661019993219,79.66101694992032,2.5423728799974574
47,2023-02-22,0.0,10.526315789989473,0.8771929799991227,4.385964909995614,80.70175438991929,3.5087719299964912
48,2023-02-23,0.7407407399999998,8.888888889999999,3.7037036999999993,10.370370369999996,74.81481480999999,1.4814814799999996
49,2023-02-24,0.9523809499999999,8.57142857,2.85714286,16.19047619,69.52380952,1.9047618999999998
50,2023-02-25,0.0,5.88235294,7.35294118,14.70588235,72.05882353,0.0
51,2023-02-26,7.407407409999999,3.7037037,0.0,14.814814809999998,74.07407407,0.0
52,2023-02-27,0.0,6.748466259993251,0.6134969299993864,10.429447849989568,82.20858895991779,0.0
53,2023-02-28,0.0,4.76190476,1.36054422,12.92517007,78.91156463,2.04081633
54,2023-03-01,0.0,3.6363636400000003,3.6363636400000003,17.272727269999997,75.45454545,0.0
55,2023-03-02,0.0,5.9602649,3.3112582799999997,6.622516559999999,80.79470199,3.3112582799999997
56,2023-03-03,7.07070707,6.06060606,4.04040404,15.15151515,67.67676768000001,0.0
57,2023-03-04,0.0,7.407407409992592,1.851851849998148,7.407407409992592,81.4814814799185,1.851851849998148
58,2023-03-05,0.0,5.0,20.0,2.5,70.0,2.5
59,2023-03-06,2.58064516,3.87096774,3.87096774,5.16129032,81.93548387,2.58064516
60,2023-03-07,1.07526882,3.2258064500000003,12.903225809999999,10.752688169999999,70.96774194,1.07526882
61,2023-03-08,1.1764705900011765,7.058823530007058,4.705882350004706,9.411764710009411,77.64705882007765,0.0
62,2023-03-09,0.0,3.738317759996261,0.9345794399990652,11.214953269988785,83.17757008991681,0.9345794399990652
63,2023-03-10,0.0,1.9047618999980949,2.8571428599971425,12.380952379987619,81.90476189991809,0.9523809499990474
64,2023-03-11,0.0,7.14285714,14.285714290000001,3.57142857,75.0,0.0
65,2023-03-12,0.0,4.0,4.0,4.0,88.0,0.0
66,2023-03-13,0.0,5.51181102,5.51181102,14.960629919999999,74.01574803,0.0
67,2023-03-14,0.0,4.958677689995042,4.958677689995042,8.264462809991738,78.51239668992149,3.3057851199966946
68,2023-03-15,0.0,1.6393442600016392,2.459016390002459,5.737704920005738,89.34426230008934,0.8196721300008196
69,2023-03-16,0.8547008500000002,3.418803420000001,1.7094017100000005,10.256410260000001,80.34188034000002,3.418803420000001
70,2023-03-17,0.0,1.5625,3.125,1.5625,93.75,0.0
71,2023-03-18,0.0,3.5714285700035706,10.714285710010712,3.5714285700035706,78.57142857007855,3.5714285700035706
72,2023-03-19,0.0,7.142857139992858,7.142857139992858,1.7857142899982148,82.14285713991787,1.7857142899982148
73,2023-03-20,0.0,3.3057851200000004,1.6528925600000002,7.43801653,87.60330579,0.0
74,2023-03-21,0.0,4.22535211,0.0,5.6338028200000005,88.73239437000001,1.4084507000000002
75,2023-03-22,0.0,4.0,0.0,10.66666667,84.0,1.3333333299999999
76,2023-03-23,0.0,0.0,1.0638297900000002,11.702127660000002,87.23404255000001,0.0
77,2023-03-24,0.0,1.61290323,1.61290323,19.35483871,77.41935484,0.0
78,2023-03-25,0.0,0.0,0.0,20.833333330000002,79.16666667000001,0.0
79,2023-03-26,0.0,0.0,0.0,0.0,100.0,0.0
80,2023-03-27,0.0,1.2048192800000002,2.4096385500000004,12.048192770000002,83.13253012000001,1.2048192800000002
81,2023-03-28,0.0,0.0,1.38888889,12.5,86.11111111000001,0.0
82,2023-03-29,0.0,1.2345679,6.17283951,7.407407409999999,85.18518519,0.0
83,2023-03-30,0.0,4.4117647099955875,0.0,11.764705879988234,82.35294117991765,1.4705882399985293
84,2023-03-31,0.0,1.5151515199984846,0.0,10.606060609989393,87.87878787991211,0.0
85,2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
86,2023-04-02,0.0,0.0,0.0,0.0,0.0,0.0
87,2023-04-03,0.0,0.0,0.0,0.0,0.0,0.0
88,2023-04-04,0.0,0.0,0.0,0.0,0.0,0.0
89,2023-04-05,0.0,0.0,0.0,0.0,0.0,0.0
90,2023-04-06,0.0,0.0,0.0,0.0,0.0,0.0
91,2023-04-07,0.0,0.0,0.0,0.0,0.0,0.0
92,2023-04-08,0.0,0.0,0.0,0.0,0.0,0.0
93,2023-04-09,0.0,0.0,0.0,0.0,0.0,0.0
94,2023-04-10,0.0,0.0,0.0,0.0,0.0,0.0
95,2023-04-11,0.0,0.0,0.0,0.0,0.0,0.0
96,2023-04-12,0.0,0.0,0.0,0.0,0.0,0.0
97,2023-04-13,0.0,0.0,0.0,0.0,0.0,0.0
98,2023-04-14,0.0,0.0,0.0,0.0,0.0,0.0
99,2023-04-15,0.0,0.0,0.0,0.0,0.0,0.0
100,2023-04-16,0.0,0.0,0.0,0.0,0.0,0.0
