,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen","Proba Neut Min
 vs. XBB.1.5 antigen","Proba Neut Max
 vs. XBB.1.5 antigen","Proba Neut Min
 vs. Wuhan-Hu-1=0.75/EG.5.1=0.25 antigen","Proba Neut Max
 vs. Wuhan-Hu-1=0.75/EG.5.1=0.25 antigen","Proba Neut Min
 vs. Wuhan-Hu-1/EG.5.1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1/EG.5.1 antigen"
0,1,0.1416782217113528,0.31505534717819006,0.07714273173406105,0.18241623010487873,0.11693099435521337,0.2622737393975558,0.09218376699907394,0.20949213161692154
1,2,0.2518608002482605,0.4799424728390651,0.14245186297274437,0.2974909538274866,0.20895647341468812,0.4038410933169715,0.16605214658111572,0.32773971379487793
2,3,0.33901452076518346,0.5758825061406501,0.19810816440235612,0.37373338466116246,0.2826073141023946,0.4884666492734866,0.22620010743960584,0.4010507924063232
3,4,0.4089623131352985,0.6358313386186328,0.2458136588827502,0.42602125813035496,0.34239999776983077,0.5425608614494095,0.2758376824043629,0.44929038428018603
4,5,0.46580902023976567,0.6751622767368493,0.2869111356696975,0.46273523422251783,0.3915373645762553,0.5787167586017391,0.3172657089127449,0.4822712404666289
5,6,0.5125113516102549,0.7018220343237167,0.322470563593228,0.4888952829071611,0.43234101948281856,0.603591581647217,0.35217068735538226,0.5053611289707175
6,7,0.5512398314862434,0.7202573766824447,0.3533524029190188,0.5076634769696411,0.4665266292203939,0.6209943350486213,0.3818134269545443,0.521731293414798
7,8,0.5836149539556872,0.7331191518318656,0.3802545622661566,0.5211163756685451,0.49538404458446694,0.6332449180643376,0.4071531352132467,0.5333706842968094
8,9,0.6108649797941024,0.7420713879367434,0.4037476224264608,0.5306658941943658,0.5198980239595344,0.6418292707908928,0.42893106812496656,0.5415871536450421
9,10,0.6339336333536365,0.7482043226198076,0.42430153874050525,0.5373003083107003,0.5408308989676012,0.6477391065471015,0.4477281645815657,0.5472738904743955
10,11,0.6535550156295286,0.7522582516920533,0.4423060833951107,0.5417283150723683,0.5587802787671599,0.6516590329995182,0.46400554190479126,0.5510598143069831
11,12,0.6703066141498817,0.7547511380166901,0.45808663957372386,0.5444684506426342,0.574220035689606,0.6540749933161488,0.47813345722933026,0.5533988486156075
12,13,0.6846474021482929,0.7560545922969045,0.47191650971777155,0.5459064787119607,0.5875298788808812,0.6553399157303104,0.49041235561346946,0.5546252391637163
13,14,0.69694561291338,0.7564408695633786,0.48402658496869755,0.5463333404948267,0.5990170030307731,0.6557149992431186,0.5010883931481661,0.5549891289228585
14,15,0.7074992528615726,0.7561129367789027,0.4946129993917211,0.5459709325217428,0.6089321465960869,0.655396562854111,0.510365040330601,0.5546801889293191
15,16,0.7165514346209768,0.755796987861277,0.5038432324310138,0.54562198804165,0.6174816490310366,0.6550898336437305,0.5184118634410966,0.5543826794261841
16,17,0.7243019660797889,0.7563737517123017,0.5118610071057639,0.5462591476913026,0.6248366063275168,0.6556498189536908,0.5253712465752449,0.5549258861950799
17,18,0.7309162002898293,0.756377715220957,0.5187902467195398,0.5462635287260966,0.6311398961303043,0.6556536679568463,0.5313635919707793,0.5549296206927357
18,19,0.7365318587508765,0.7559045968481999,0.5247382903644702,0.5457408107849329,0.6365116207730968,0.6551942947494717,0.5364913827953169,0.5544839926507434
19,20,0.7400176122938459,0.7562300312399074,0.5284611579883053,0.5461003102935478,0.6398555419396478,0.6555102579062559,0.5396934715854496,0.5547904845726045
20,21,0.7349723716230699,0.7564408695633786,0.5230804108572706,0.5463333404948267,0.635017984886905,0.6557149992431186,0.53506359815074,0.5549891289228585
21,22,0.7294641801063161,0.7562492296498721,0.5172620692086238,0.5461215254614702,0.6297539798127876,0.6555288998659898,0.5300437795192591,0.5548085700821075
