t,date,smoothed_phi
3,2022-01-04,2425.969315185242
4,2022-01-05,2418.301776465489
5,2022-01-06,2413.340295420696
6,2022-01-07,2411.9856812532694
7,2022-01-08,2415.3914618796884
8,2022-01-09,2424.9583076916124
9,2022-01-10,2442.2438058944294
10,2022-01-11,2468.744836987192
11,2022-01-12,2505.542619315153
12,2022-01-13,2552.876771494321
13,2022-01-14,2609.8078652437307
14,2022-01-15,2674.163516916865
15,2022-01-16,2742.872203622148
16,2022-01-17,2812.6007085855645
17,2022-01-18,2880.4609915817196
18,2022-01-19,2944.5541053325733
19,2022-01-20,3004.2482092288146
20,2022-01-21,3060.225634663435
21,2022-01-22,3114.3914309783563
22,2022-01-23,3169.7063303645764
23,2022-01-24,3229.932116393783
24,2022-01-25,3299.206599598599
25,2022-01-26,3381.350482897464
26,2022-01-27,3478.9027388460113
27,2022-01-28,3592.0970827851897
28,2022-01-29,3718.2188030466514
29,2022-01-30,3851.7831837140084
30,2022-01-31,3985.610141145551
31,2022-02-01,4112.346615363833
32,2022-02-02,4225.752620831569
33,2022-02-03,4321.306875562498
34,2022-02-04,4396.143265900108
35,2022-02-05,4448.639306955793
36,2022-02-06,4478.027998154031
37,2022-02-07,4484.292689930631
38,2022-02-08,4468.435234740359
39,2022-02-09,4433.003771773408
40,2022-02-10,4382.540435894513
41,2022-02-11,4323.482471557245
42,2022-02-12,4263.234649117619
43,2022-02-13,4208.653126774627
44,2022-02-14,4164.6482912148
45,2022-02-15,4133.549340723421
46,2022-02-16,4115.332061977748
47,2022-02-17,4108.325612507913
48,2022-02-18,4109.931596013101
49,2022-02-19,4117.099568477706
50,2022-02-20,4126.543619268166
51,2022-02-21,4134.821072238841
52,2022-02-22,4138.428125513903
53,2022-02-23,4134.034004412886
54,2022-02-24,4118.892979669747
55,2022-02-25,4091.355778102328
56,2022-02-26,4051.2916122955917
57,2022-02-27,4000.2052986190856
58,2022-02-28,3940.9417316146355
59,2022-03-01,3877.065664551975
60,2022-03-02,3812.1573899689647
61,2022-03-03,3749.2738140661445
62,2022-03-04,3690.707617861736
63,2022-03-05,3638.0339346501796
64,2022-03-06,3592.3439345755246
65,2022-03-07,3554.539826768609
66,2022-03-08,3525.5759427507473
67,2022-03-09,3506.550210055132
68,2022-03-10,3498.583914698237
69,2022-03-11,3502.501369205159
70,2022-03-12,3518.4401026756723
71,2022-03-13,3545.621478639054
72,2022-03-14,3582.4795124232087
73,2022-03-15,3627.152902206365
74,2022-03-16,3678.129177801893
75,2022-03-17,3734.7651489707414
76,2022-03-18,3797.511270176915
77,2022-03-19,3867.809518638023
78,2022-03-20,3947.7090377694108
79,2022-03-21,4039.2568628221493
80,2022-03-22,4143.741395538918
81,2022-03-23,4260.942642770015
82,2022-03-24,4388.64911873524
83,2022-03-25,4522.729255793275
84,2022-03-26,4657.88552744244
85,2022-03-27,4788.9025647265335
86,2022-03-28,4911.938955323429
87,2022-03-29,5025.416838256786
88,2022-03-30,5130.314999482232
89,2022-03-31,5229.949706028959
90,2022-04-01,5329.447972755684
91,2022-04-02,5435.069548619771
92,2022-04-03,5553.418546211601
93,2022-04-04,5690.505021955601
94,2022-04-05,5850.627365023014
95,2022-04-06,6035.163967649627
96,2022-04-07,6241.556803457574
97,2022-04-08,6462.935144097384
98,2022-04-09,6688.794341046918
99,2022-04-10,6906.7972196633855
100,2022-04-11,7105.222842780469
101,2022-04-12,7275.208550707136
102,2022-04-13,7412.021245189029
103,2022-04-14,7515.088150651361
104,2022-04-15,7587.04516664087
105,2022-04-16,7632.312133410175
106,2022-04-17,7655.655716297541
107,2022-04-18,7661.024519789148
108,2022-04-19,7650.800657280367
109,2022-04-20,7625.553578869903
110,2022-04-21,7584.346716390115
111,2022-04-22,7525.548495776156
112,2022-04-23,7447.920030365596
113,2022-04-24,7351.597802720874
114,2022-04-25,7238.608091979631
115,2022-04-26,7112.765018026222
116,2022-04-27,6979.068079537871
117,2022-04-28,6842.855247653137
118,2022-04-29,6708.943459309816
119,2022-04-30,6580.8838796750715
120,2022-05-01,6460.373725321752
121,2022-05-02,6346.843987427528
122,2022-05-03,6237.273853688795
123,2022-05-04,6126.329629232371
124,2022-05-05,6006.937841653857
125,2022-05-06,5871.334796303522
126,2022-05-07,5712.482582897603
127,2022-05-08,5525.562823680555
128,2022-05-09,5309.155568139664
129,2022-05-10,5065.756794973015
130,2022-05-11,4801.4761502592455
131,2022-05-12,4525.005662946549
132,2022-05-13,4246.160761997624
133,2022-05-14,3974.3940443076144
134,2022-05-15,3717.642819731049
135,2022-05-16,3481.7190914233006
136,2022-05-17,3270.2533745206943
137,2022-05-18,3085.037300796147
138,2022-05-19,2926.5214383948714
139,2022-05-20,2794.2275872286323
140,2022-05-21,2686.9285806181774
141,2022-05-22,2602.6175711189094
142,2022-05-23,2538.458586583229
143,2022-05-24,2490.9453916353186
144,2022-05-25,2456.333049858328
145,2022-05-26,2431.1840667714337
146,2022-05-27,2412.7989032549335
147,2022-05-28,2399.4109034539706
148,2022-05-29,2390.1719893677264
149,2022-05-30,2385.017414162111
150,2022-05-31,2384.47544136496
151,2022-06-01,2389.4403000429925
152,2022-06-02,2400.9027092706447
153,2022-06-03,2419.649736558313
154,2022-06-04,2445.9920585795016
155,2022-06-05,2479.611486216313
156,2022-06-06,2519.601689534961
157,2022-06-07,2564.69923144608
158,2022-06-08,2613.624357825697
159,2022-06-09,2665.429569861567
160,2022-06-10,2719.7920936788523
161,2022-06-11,2777.237660260428
162,2022-06-12,2839.3022292930077
163,2022-06-13,2908.6130971272587
164,2022-06-14,2988.8199390545665
165,2022-06-15,3084.2699139359256
166,2022-06-16,3199.3516257410874
167,2022-06-17,3337.5643922832387
168,2022-06-18,3500.5575955833233
169,2022-06-19,3687.4873867386627
170,2022-06-20,3894.923116038898
171,2022-06-21,4117.250161969283
172,2022-06-22,4347.278743491166
173,2022-06-23,4576.752925205941
174,2022-06-24,4796.631246447975
175,2022-06-25,4997.231691570169
176,2022-06-26,5168.488100868551
177,2022-06-27,5300.615507488303
178,2022-06-28,5385.401540567352
179,2022-06-29,5418.07939699591
180,2022-06-30,5399.297380886403
181,2022-07-01,5336.282853646377
182,2022-07-02,5242.311719571951
183,2022-07-03,5134.296660938916
184,2022-07-04,5029.346915107797
185,2022-07-05,4941.713333863698
186,2022-07-06,4881.1652737258355
187,2022-07-07,4852.945791271744
188,2022-07-08,4858.7476746064885
189,2022-07-09,4897.980211344504
190,2022-07-10,4968.800395021953
191,2022-07-11,5068.673543001361
192,2022-07-12,5194.447258938659
193,2022-07-13,5342.056179444757
194,2022-07-14,5506.06671051605
195,2022-07-15,5679.342737602971
196,2022-07-16,5853.129637316521
197,2022-07-17,6017.742310947462
198,2022-07-18,6163.7766304546385
199,2022-07-19,6283.452068061152
200,2022-07-20,6371.55312588447
201,2022-07-21,6425.604626520988
202,2022-07-22,6445.289251129379
203,2022-07-23,6431.441557635116
204,2022-07-24,6385.062775677745
205,2022-07-25,6306.718273460363
206,2022-07-26,6196.518992183358
207,2022-07-27,6054.713594857453
208,2022-07-28,5882.713157206688
209,2022-07-29,5684.127664538479
210,2022-07-30,5465.232010827315
211,2022-07-31,5234.421694954741
212,2022-08-01,5000.735505283965
213,2022-08-02,4772.094878211472
214,2022-08-03,4554.0551964445
215,2022-08-04,4349.478668820122
216,2022-08-05,4159.004874070034
217,2022-08-06,3981.918273307735
218,2022-08-07,3817.0530518109326
219,2022-08-08,3663.5488460910387
220,2022-08-09,3521.396313863672
221,2022-08-10,3391.724545894732
222,2022-08-11,3276.7227468973397
223,2022-08-12,3179.0741198790292
224,2022-08-13,3100.9467927146566
225,2022-08-14,3042.921823988806
226,2022-08-15,3003.443640058156
227,2022-08-16,2979.1270605157824
228,2022-08-17,2965.6920448697247
229,2022-08-18,2958.959397086758
230,2022-08-19,2955.477551745474
231,2022-08-20,2952.697906628537
232,2022-08-21,2948.843516816475
233,2022-08-22,2942.6522574535907
234,2022-08-23,2933.118724822171
235,2022-08-24,2919.300694495168
236,2022-08-25,2900.225803099319
237,2022-08-26,2874.9217048878586
238,2022-08-27,2842.575232671599
239,2022-08-28,2802.787869433704
240,2022-08-29,2755.845841010869
241,2022-08-30,2702.900147290653
242,2022-08-31,2645.988011604101
243,2022-09-01,2587.9085820132786
244,2022-09-02,2532.031766146767
245,2022-09-03,2482.118975133316
246,2022-09-04,2442.172028646891
247,2022-09-05,2416.2458261709435
248,2022-09-06,2408.1099490106453
249,2022-09-07,2420.665737239529
250,2022-09-08,2455.15361029184
251,2022-09-09,2510.408446577212
252,2022-09-10,2582.6039328643483
253,2022-09-11,2665.8362137014
254,2022-09-12,2753.4500236358163
255,2022-09-13,2839.514019756488
256,2022-09-14,2919.7655066926036
257,2022-09-15,2991.7348311676283
258,2022-09-16,3054.2360219047714
259,2022-09-17,3106.619354177641
260,2022-09-18,3148.1173514690468
261,2022-09-19,3177.4628937264524
262,2022-09-20,3192.8469760500993
263,2022-09-21,3192.225140746614
264,2022-09-22,3173.9246110327176
265,2022-09-23,3137.4084272230193
266,2022-09-24,3083.940693749343
267,2022-09-25,3016.8597479927803
268,2022-09-26,2941.2914792503616
269,2022-09-27,2863.3927305421967
270,2022-09-28,2789.4377341987556
271,2022-09-29,2725.0897783780815
272,2022-09-30,2675.036181648953
273,2022-10-01,2642.943533562542
274,2022-10-02,2631.5402621631556
275,2022-10-03,2642.593567240608
276,2022-10-04,2676.602346230679
277,2022-10-05,2732.1729220302204
278,2022-10-06,2805.2887206682917
279,2022-10-07,2888.9607268737573
280,2022-10-08,2973.8178172409944
281,2022-10-09,3049.7954020052202
282,2022-10-10,3108.32093053256
283,2022-10-11,3143.927684872605
284,2022-10-12,3154.579159549746
285,2022-10-13,3140.8328731810952
286,2022-10-14,3104.5391481315073
287,2022-10-15,3047.7462833840464
288,2022-10-16,2972.148413865976
289,2022-10-17,2879.110708122741
290,2022-10-18,2770.133818064285
291,2022-10-19,2647.5051859838377
292,2022-10-20,2514.7844660308765
293,2022-10-21,2376.7642702426447
294,2022-10-22,2238.766316506375
295,2022-10-23,2105.540161081641
296,2022-10-24,1980.3304623668441
297,2022-10-25,1864.591516580607
298,2022-10-26,1758.4391100891287
299,2022-10-27,1661.5772566055984
300,2022-10-28,1574.3156252077902
301,2022-10-29,1498.3292429458065
302,2022-10-30,1436.8700824007478
303,2022-10-31,1394.216281143932
304,2022-11-01,1374.3562430433767
305,2022-11-02,1379.3059128825057
306,2022-11-03,1407.8379140754935
307,2022-11-04,1455.3604012058627
308,2022-11-05,1515.082408146197
309,2022-11-06,1579.8709965766557
310,2022-11-07,1643.940877675202
311,2022-11-08,1703.8322608777496
312,2022-11-09,1758.634298065433
313,2022-11-10,1809.7078394231687
314,2022-11-11,1860.1681665619171
315,2022-11-12,1914.2367822375963
316,2022-11-13,1976.4270776568708
317,2022-11-14,2050.523535828124
318,2022-11-15,2138.515215867843
319,2022-11-16,2239.9462596997964
320,2022-11-17,2352.2042351300624
321,2022-11-18,2471.7998885486586
322,2022-11-19,2595.995766587963
323,2022-11-20,2723.914723756605
324,2022-11-21,2856.7009863565972
325,2022-11-22,2996.8874253975455
326,2022-11-23,3147.356860540609
327,2022-11-24,3310.2033788253175
328,2022-11-25,3485.6714877034815
329,2022-11-26,3671.3306945097675
330,2022-11-27,3861.704602817047
331,2022-11-28,4048.5939824920115
332,2022-11-29,4222.1968813162275
333,2022-11-30,4372.832923717899
334,2022-12-01,4492.781962501549
335,2022-12-02,4577.666848516984
336,2022-12-03,4627.0211221477875
337,2022-12-04,4644.033769031084
338,2022-12-05,4634.722725808004
339,2022-12-06,4606.846548142717
340,2022-12-07,4568.778323283868
341,2022-12-08,4528.459453820913
342,2022-12-09,4492.497220777819
343,2022-12-10,4465.466436608856
344,2022-12-11,4449.480956384403
345,2022-12-12,4444.085206414553
346,2022-12-13,4446.480283628095
347,2022-12-14,4452.060106477569
348,2022-12-15,4455.195995496772
349,2022-12-16,4450.162575554744
350,2022-12-17,4432.042063401244
351,2022-12-18,4397.408091243906
352,2022-12-19,4344.622389073644
353,2022-12-20,4273.693305989861
354,2022-12-21,4185.794659372961
355,2022-12-22,4082.645154588463
356,2022-12-23,3965.9574578684815
357,2022-12-24,3837.102388300648
358,2022-12-25,3697.0500033569892
359,2022-12-26,3546.579502306804
360,2022-12-27,3386.6910220643367
361,2022-12-28,3219.086254297593
362,2022-12-29,3046.5174823543493
363,2022-12-30,2872.790850429358
364,2022-12-31,2702.319260372402
365,2023-01-01,2539.344360560708
366,2023-01-02,2387.1452772640196
367,2023-01-03,2247.5585250277545
368,2023-01-04,2120.939127192026
369,2023-01-05,2006.4607716911455
370,2023-01-06,1902.5443475640536
371,2023-01-07,1807.2433035499625
372,2023-01-08,1718.5214342265533
373,2023-01-09,1634.4518415452276
374,2023-01-10,1553.4062275203237
