t,date,smoothed_phi
2,2022-01-03,2151.4273300447876
3,2022-01-04,2120.3185398630526
4,2022-01-05,2092.0705032175147
5,2022-01-06,2067.1006886557916
6,2022-01-07,2045.7375372294996
7,2022-01-08,2028.1362794821098
8,2022-01-09,2014.189420502725
9,2022-01-10,2003.4656064239298
10,2022-01-11,1995.2213191082033
11,2022-01-12,1988.5174032082314
12,2022-01-13,1982.4298722916474
13,2022-01-14,1976.2908242206643
14,2022-01-15,1969.8695066879195
15,2022-01-16,1963.4292438493121
16,2022-01-17,1957.6551189579873
17,2022-01-18,1953.4985182131304
18,2022-01-19,1952.0024761312432
19,2022-01-20,1954.1608199954098
20,2022-01-21,1960.8417773035249
21,2022-01-22,1972.78437478863
22,2022-01-23,1990.6560426747171
23,2022-01-24,2015.1423050646565
24,2022-01-25,2047.0266017607214
25,2022-01-26,2087.214852796924
26,2022-01-27,2136.670577206649
27,2022-01-28,2196.2557112731806
28,2022-01-29,2266.5165346391996
29,2022-01-30,2347.4960293044132
30,2022-01-31,2438.663101299163
31,2022-02-01,2539.0033133742663
32,2022-02-02,2647.2314450710323
33,2022-02-03,2762.0172318561554
34,2022-02-04,2882.108528376528
35,2022-02-05,3006.2889574626297
36,2022-02-06,3133.1809902344894
37,2022-02-07,3260.9674081885114
38,2022-02-08,3387.1467726230976
39,2022-02-09,3508.461661268018
40,2022-02-10,3621.1233267101115
41,2022-02-11,3721.370004280756
42,2022-02-12,3806.237513705236
43,2022-02-13,3874.269488366942
44,2022-02-14,3925.8764186688563
45,2022-02-15,3963.213662961949
46,2022-02-16,3989.6789295465696
47,2022-02-17,4009.2625023277833
48,2022-02-18,4025.9558460358317
49,2022-02-19,4043.3066867892726
50,2022-02-20,4064.104665272617
51,2022-02-21,4090.142536237157
52,2022-02-22,4122.018674555193
53,2022-02-23,4158.999221995378
54,2022-02-24,4199.011912484882
55,2022-02-25,4238.866818336799
56,2022-02-26,4274.761886773185
57,2022-02-27,4303.0252882087225
58,2022-02-28,4320.914828757718
59,2022-03-01,4327.224210377613
60,2022-03-02,4322.503732636015
61,2022-03-03,4308.864066564753
62,2022-03-04,4289.48960141208
63,2022-03-05,4268.048410854869
64,2022-03-06,4248.140390786248
65,2022-03-07,4232.835167030053
66,2022-03-08,4224.2865498092815
67,2022-03-09,4223.406771131303
68,2022-03-10,4229.636321787016
69,2022-03-11,4240.910539687731
70,2022-03-12,4253.932953353931
71,2022-03-13,4264.768332785183
72,2022-03-14,4269.602728738057
73,2022-03-15,4265.409456917126
74,2022-03-16,4250.309774519062
75,2022-03-17,4223.587772999571
76,2022-03-18,4185.476253781311
77,2022-03-19,4136.88114113741
78,2022-03-20,4079.1671348166865
79,2022-03-21,4014.0495756757136
80,2022-03-22,3943.5743609898554
81,2022-03-23,3870.1333134174747
