,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen","Proba Neut Min
 vs. XBB.1.5 antigen","Proba Neut Max
 vs. XBB.1.5 antigen"
72,73,0.10165881003025157,0.2661921050248527,0.9525131321750453,0.9989722818687893
73,74,0.09906773953831494,0.2640835614735655,0.9491790112429463,0.9989246076359536
74,75,0.09653777291586119,0.26198344982497235,0.9456790325536404,0.9988748601513432
75,76,0.09406773958415648,0.25989215415881806,0.9420100399762295,0.9988229652268887
76,77,0.0916564749162091,0.2578100260528552,0.9381691444919759,0.9987688465361644
77,78,0.08930282154060787,0.25573738706086346,0.9341537405203715,0.9987124255819746
78,79,0.08700563050935384,0.2536745309961469,0.9299615211349969,0.9986536216641944
79,80,0.08476376234246241,0.25162172603608823,0.9255904920629164,0.9985923518479446
80,81,0.08257608796079019,0.24957921666205418,0.9210389843708067,0.9985285309321784
81,82,0.08044148951729768,0.24754722544777896,0.9163056657513579,0.998462071418752
82,83,0.07835886113592494,0.24552595470827454,0.9113895503345942,0.9983928834820563
83,84,0.07632710956630084,0.2435155880203398,0.9062900069604884,0.9983208749392791
84,85,0.0743451547616859,0.24151629162485388,0.9010067658614642,0.9982459512213695
85,86,0.07241193038681004,0.23952821572019356,0.8955399237159303,0.9981680153447748
86,87,0.07052638426162083,0.23755149565539413,0.8898899470467482,0.9980869678840192
87,88,0.06868747874637882,0.2355862530309537,0.8840576739513237,0.9980027069451916
88,89,0.06689419107302319,0.23363259671457182,0.8780443141627234,0.9979151281404115
89,90,0.06514551362728815,0.23169062377851346,0.8718514474536911,0.9978241245633389
90,91,0.06344045418562538,0.22976042036476962,0.865481020407551,0.9977295867657953
91,92,0.061778036110653356,0.22784206248368855,0.8589353415916221,0.9976314027355613
92,93,0.06015729850850504,0.22593561675130458,0.8522170751798082,0.9975294578754167
93,94,0.05857729635117748,0.22404114107017348,0.8453292330813775,0.9974236349834861
94,95,0.05703710056672329,0.22215868525814952,0.838275165642524,0.997313814234956
95,96,0.05553579809988374,0.22028829162918462,0.8310585509960075,0.997199873165226
96,97,0.05407249194556529,0.21842999552990394,0.8236833831419892,0.997081686654556
97,98,0.05264630115736657,0.21658382583542535,0.8161539588500082,0.9969591269142732
98,99,0.051256360833192516,0.2147498054076139,0.8084748634778958,0.9968320634745984
99,100,0.049901822079843505,0.21292795151870259,0.8006509558082564,0.996700363174153
100,101,0.04858185195831788,0.21111827624299484,0.7926873520069491,0.9965638901512057
101,102,0.04729563341144316,0.20932078681913557,0.7845894088107919,0.9964225058367182
102,103,0.046042365175343325,0.20753548598525795,0.7763627060535092,0.9962760689492466
103,104,0.044821261676118995,0.20576237228911398,0.7680130286397491,0.9961244354917553
104,105,0.04363155291305165,0.20400144037514556,0.7595463480768911,0.9959674587503987
105,106,0.04247248432952011,0.20225268125029505,0.750968803673351,0.9958049892953237
106,107,0.041343316672763364,0.2005160825302058,0.7422866835102553,0.9956368749835478
107,108,0.040243325843527744,0.198791628667347,0.7335064052907414,0.9954629609639611
108,109,0.03917180273657217,0.19707930116246208,0.7246344971678195,0.9952830896845042
109,110,0.03812805307294642,0.19537907876064153,0.7156775786477739,0.9950971009015676
110,111,0.037111397224881104,0.19369093763321388,0.7066423416615459,0.9949048316916618
111,112,0.036121170034087324,0.19201485154655262,0.6975355318915404,0.9947061164653995
112,113,0.0351567206242025,0.190350792018815,0.6883639304358382,0.9945007869838347
113,114,0.03421741220807062,0.18869872846554914,0.6791343358860427,0.9942886723771974
114,115,0.03330262189049826,0.18705862833502385,0.6698535468889252,0.994069599166064
115,116,0.03241174046709383,0.1854304572340808,0.6605283452557897,0.9938433912849981
116,117,0.031544172219740596,0.1838141790452409,0.6511654796771144,0.9936098701086977
117,118,0.030699334709232806,0.1822097560357261,0.6417716500935651,0.9933688544806771
118,119,0.029876658565556546,0.18061714895903735,0.6323534927680546,0.9931201607445169
119,120,0.029075587276274906,0.17903631714963775,0.6229175660971107,0.9928636027777052
120,121,0.028295576973433767,0.177467218611288,0.6134703371935386,0.9925989920280957
121,122,0.027536096219382022,0.17590981009950335,0.6040181692662285,0.9923261375530038
122,123,0.026796625791877915,0.17436404719859144,0.59456730981701,0.99204484606096
123,124,0.026076658468810243,0.17282988439367275,0.5851238796687523,0.991754921956134
124,125,0.025375698812857617,0.17130727513807098,0.5756938628334534,0.9914561673854454
125,126,0.024693262956374862,0.16979617191641827,0.5662830972239046,0.9911483822883687
126,127,0.02402887838677159,0.16829652630380088,0.556897266207667,0.9908313644494401
127,128,0.023382083732645498,0.16680828902123734,0.5475418909975673,0.9905049095534705
128,129,0.02275242855088022,0.16533140998776752,0.5382223238687541,0.9901688112434631
129,130,0.022139473114941244,0.16386583836940238,0.5289437421884922,0.9898228611812366
130,131,0.021542788204549024,0.16241152262516512,0.5197111432414223,0.9894668491107438
131,132,0.020961954896917434,0.1609684105504393,0.5105293398298569,0.9891005629240798
132,133,0.020396564359713265,0.1595364493178223,0.5014029566259155,0.9887237887301658
133,134,0.019846217645895448,0.15811558551566185,0.49233642724985893,0.9883363109260926
134,135,0.01931052549055967,0.15670576518444634,0.48333399204688854,0.9879379122711055
135,136,0.018789108109921515,0.1553069338512012,0.4743996965328906,0.9875283739632054
136,137,0.01828159500254134,0.1539190365620332,0.46553739047814846,0.9871074757183435
137,138,0.017787624752895193,0.15254201791295907,0.4567507275968744,0.9866749958521777
138,139,0.017306844837382762,0.15117582207912528,0.4480431658095375,0.9862307113643581
139,140,0.016838911432848547,0.14982039284255022,0.43941796804432676,0.9857743980253049
140,141,0.01638348922768773,0.14847567361847136,0.4308782035437422,0.9853058304654394
141,142,0.015940251235600722,0.1471416074804084,0.42242674964214677,0.9848247822668256
142,143,0.015508878612052857,0.14581813718401526,0.4140662939801908,0.9843310260571722
143,144,0.015089060473473026,0.14450520518981458,0.40579933712228733,0.9838243336061493
144,145,0.014680493719248955,0.14320275368487845,0.3976281955437483,0.9833044759239636
145,146,0.014282882856534451,0.14191072460352794,0.3895550049547959,0.9827712233621353
146,147,0.01389593982790771,0.14062905964711891,0.3815817239293935,0.9822243457164176
147,148,0.013519383841893662,0.13935770030296057,0.3737101378077017,0.9816636123317952
148,149,0.013152941206367341,0.13809658786243495,0.36594186284192454,0.9810887922094949
149,150,0.012796345164850287,0.13684566343835325,0.35827835055637125,0.9804996541159379
150,151,0.012449335735704614,0.13560486798160842,0.350720892293681,0.9798959666935638
151,152,0.012111659554224108,0.1343741422971506,0.3432706239203517,0.9792774985734471
152,153,0.011783069717621997,0.13315342705934197,0.3359285306659523,0.9786440184896295
153,154,0.011463325632906418,0.1319426628267114,0.3286954520716725,0.9779952953950862
154,155,0.01115219286763991,0.13074179005615305,0.32157208702515716,0.9773310985792426
155,156,0.010849443003554504,0.1295507491165947,0.31455899885989114,0.9766511977869528
156,157,0.010554853493031091,0.12836948030216522,0.30765662049871445,0.9759553633388509
157,158,0.010268207518396855,0.12719792384488893,0.3008652596223603,0.9752433662529859
158,159,0.009989293854040016,0.12603601992693092,0.2941851038452111,0.9745149783676406
159,160,0.009717906731309345,0.12488370869241405,0.2876162258817472,0.973769972465243
160,161,0.009453845706176911,0.12374093025883126,0.281158588688426,0.9730081223972683
161,162,0.009196915529628424,0.12260762472807374,0.274812050566953,0.9722292032100326
162,163,0.00894692602076641,0.12148373219708697,0.26857637021610303,0.9714329912712736
163,164,0.008703691942583913,0.12036919276817937,0.26245121172040575,0.9706192643974161
164,165,0.008467032880376757,0.11926394655899397,0.2564361494651205,0.9697878019814151
165,166,0.0082367731227736,0.11816793371216006,0.250530672968002,0.9689383851210686
166,167,0.008012741545333046,0.1170810944046371,0.24473419161938048,0.9680707967476916
167,168,0.007794771496685282,0.11600336885676332,0.23904603932305724,0.9671848217550414
168,169,0.007582700687176369,0.11493469734102424,0.23346547903144432,0.9662802471283822
169,170,0.007376371079979238,0.11387502019054618,0.22799170716926087,0.965356862073577
170,171,0.0071756287846345135,0.11282427780733029,0.22262385794092987,0.9644144581460934
171,172,0.006980323952983647,0.11178241067023631,0.2173610075175949,0.9634528293798115
172,173,0.006790310677457612,0.11074935934271801,0.21220217810041941,0.9624717724155154
173,174,0.006605446891674305,0.10972506448033181,0.2071463418575047,0.9614710866289586
174,175,0.006425594273323121,0.10870946683801441,0.2021924247324135,0.9604505742583854
175,176,0.006250618149272524,0.1077025072771417,0.1973393101228723,0.9594100405313933
176,177,0.006080387402888299,0.10670412677237762,0.1925858424287653,0.9583492937910241
177,178,0.005914774383502519,0.10571426641831672,0.18793083046905867,0.9572681456209658
178,179,0.005753654818004383,0.10473286743592958,0.18337305076773325,0.9561664109697545
179,180,0.005596907724509492,0.10375987117881225,0.1789112507092393,0.9550439082738591
180,181,0.005444415328074381,0.10279521913925038,0.17454415156437142,0.9539004595795392
181,182,0.005296062978405347,0.10183885295410133,0.17027045138780783,0.9527358906633618
182,183,0.005151739069538586,0.10089071441049868,0.16608882778886214,0.9515500311512674
183,184,0.005011334961438574,0.09995074545138383,0.16199794057729422,0.950342714636073
184,185,0.004874744903485384,0.09901888818087079,0.15799643428625665,0.9491137787933073
185,186,0.004741865959811076,0.09809508486944929,0.15408294057468674,0.9478630654952664
186,187,0.004612597936443974,0.0971792779590237,0.15025608051163342,0.946590420923188
187,188,0.004486843310228972,0.09627141006780204,0.1465144667451882,0.945295695677438
188,189,0.0043645071594816676,0.09537142399502985,0.14285670555881214,0.9439787448856076
189,190,0.004245497096344808,0.09447926272557816,0.13928139881798685,0.9426394283084227
190,191,0.0041297232008074,0.093594869434388,0.13578714581020712,0.941277610443364
191,192,0.0040170979563493026,0.09271818749076843,0.13237254498141138,0.939893160625906
192,193,0.003907536187184313,0.09184916046256486,0.12903619557200574,0.9384859531282783
193,194,0.0038009549970567935,0.09098773212018685,0.12577669915568312,0.93705586725566
194,195,0.003697273709564075,0.09013384644050537,0.12259266108427302,0.9356027874397186
195,196,0.003596413809967447,0.08928744761062224,0.11948269184185722,0.9341266033294063
196,197,0.0034982988884636468,0.08844848003151529,0.1164454083114056,0.932627209878934
197,198,0.003402854584877435,0.08761688832155479,0.1134794349571685,0.931104507432839
198,199,0.00331000853474539,0.08679261731990473,0.11058340492604368,0.9295584018080725
199,200,0.003219690316764612,0.08597561208980442,0.10775596107111063,0.9279888043730323
200,201,0.0031318314015671422,0.08516581792173228,0.10499575690047891,0.9263956321234694
201,202,0.0030463651017920146,0.0843631803364604,0.10230145745457264,0.924778807755201
202,203,0.0029632265234299515,0.08356764508799452,0.09967174011489643,0.9231382597335676
203,204,0.0028823525184034082,0.0827791581664089,0.09710529534729406,0.9214739223595703
204,205,0.00280368163835798,0.08199766580057055,0.09460082738263831,0.9197857358326356
205,206,0.0027271540896355306,0.08122311446076591,0.09215705483783343,0.9180736463099488
206,207,0.002652711689400733,0.08045545086121841,0.08977271127992725,0.9163376059623107
207,208,0.002580297822894484,0.07969462196251142,0.08744654573608035,0.914577573026468
208,209,0.002509857401783,0.07894057497391005,0.08517732315204851,0.9127935118538764
209,210,0.002441336823586826,0.0781932573555908,0.08296382480176323,0.9109853929558553
210,211,0.0023746839321500124,0.0774526168207732,0.08080484865052295,0.9091531930451039
211,212,0.0023098479791335835,0.07671860133776154,0.07869920967421795,0.9072968950735377
212,213,0.0022467795865094287,0.07599115913189747,0.07664574013694947,0.9054164882664301
213,214,0.0021854307100207526,0.07527023868742244,0.07464328982930246,0.9035119681528228
214,215,0.0021257546035974295,0.07455578874925617,0.0726907262694736,0.901583336592195
215,216,0.0020677057846921754,0.07384775832468582,0.07078693486936116,0.8996306017973693
216,217,0.0020112400005225517,0.07314609668497873,0.06893081906765541,0.8976537783536421
217,218,0.00195631419519382,0.07245075336690876,0.06712130043188047,0.8956528872341339
218,219,0.001902886477679333,0.07176167817420553,0.0653573187312727,0.8936279558113498
219,220,0.0018509160906371447,0.07107882117892428,0.06363783198229678,0.8915790178649527
220,221,0.0018003633800478536,0.07040213272274154,0.06196181646852661,0.889506113585749
221,222,0.0017511897656438125,0.06973156341817599,0.06032826673655556,0.8874092895758967
222,223,0.0017033577121164933,0.06906706414973152,0.05873619556951104,0.8852885988453416
223,224,0.0016568307010810246,0.06840858607497713,0.057184633939698526,0.8831441008045002
224,225,0.0016115732037796926,0.06775608062554861,0.05567263094181396,0.8809758612532017
225,226,0.001567550654500094,0.06710949950808731,0.05419925370811496,0.8787839523659147
226,227,0.0015247294246995002,0.06646879470510958,0.05276358730685882,0.8765684526732794
227,228,0.001483076797808569,0.06583391847580955,0.051364734625267805,0.8743294470399748
228,229,0.0014425609447031862,0.06520482335680078,0.050001816238212315,0.8720670266389523
229,230,0.0014031508998221254,0.06458146216279248,0.04867397026375164,0.8697812889220691
230,231,0.0013648165379224197,0.06396378798720481,0.04738035220660142,0.8674723375871598
231,232,0.0013275285514430246,0.06335175420272476,0.04612013479056187,0.865140282541589
232,233,0.0012912584284772155,0.06274531446180365,0.044892507780870505,0.8627852398623244
233,234,0.001255978431321303,0.06214442269709641,0.04369667779740194,0.8604073317525819
234,235,0.0012216615756009963,0.061549033121843455,0.04253186811958076,0.858006686495091
235,236,0.0011882816099482163,0.060959100230201346,0.04139731848384043,0.855583438402033
236,237,0.0011558129962180308,0.060374578797516065,0.04029228487438952,0.8531377277617069
237,238,0.0011242308902378317,0.059795423880546816,0.039216039308041295,0.8506697007819845
238,239,0.0010935111230619965,0.059221590817635894,0.038167869613776495,0.8481795095306099
239,240,0.001063630182733144,0.05865303522883081,0.037147079207707545,0.8456673118724136
240,241,0.001034565196526449,0.058089713015958444,0.03615298686405255,0.8431332714034996
241,242,0.0010062939136692428,0.05753158036264594,0.035184926482693446,0.8405775573824792
242,243,0.0009787946885215781,0.05697859373430403,0.03424224685386579,0.8380003446588175
243,244,0.0009520464642096549,0.05643070987805643,0.03332431142048442,0.835401813598368
244,245,0.000926028756691899,0.055887885822631156,0.03243049803858278,0.8327821500061652
245,246,0.0009007216392562523,0.05535007887820376,0.03156019873631588,0.8301415450465566
246,247,0.0008761057274312423,0.05481724663620258,0.030712819471932384,0.8274801951607444
247,248,0.0008521621643008404,0.05428934696907006,0.029887779891121236,0.8247983019818239
248,249,0.000828872606214115,0.05376633802998643,0.029084513084079222,0.8220960722473932
249,250,0.0008062192088789111,0.05324817825255179,0.028302465342651684,0.819373717709819
250,251,0.0007841846138250119,0.052734826350431474,0.02754109591784737,0.8166314550442424
251,252,0.0007627519352386702,0.05222624131696396,0.02679987677802742,0.8138695057544063
252,253,0.0007419047471419749,0.05172238242473448,0.02607829236803505,0.8110880960763944
253,254,0.0007216270709239359,0.05122320922510948,0.02537583936951593,0.8082874568803635
254,255,0.0007019033632028604,0.05072868154774235,0.024692026462657446,0.8054678235703612
255,256,0.0006827185040179096,0.05023875950003953,0.024026374089560876,0.8026294359823116
256,257,0.0006640577853369578,0.049753403466600066,0.023378414219440424,0.7997725382802658
257,258,0.0006459068998748707,0.04927257410861974,0.02274769011582689,0.7968973788509965
258,259,0.0006282519302125422,0.048796232363266245,0.022133756105936597,0.7940042101970354
259,260,0.0006110793382112512,0.04832433944302461,0.02153617735235891,0.791093288828237
260,261,0.0005943759547081262,0.047856856835012285,0.020954529627191576,0.7881648751519641
261,262,0.0005781289694949399,0.0473937463002686,0.020388399088745346,0.7852192333619803
262,263,0.0005623259215631338,0.046934969873013044,0.01983738206093455,0.7822566313261432
263,264,0.0005469546896149646,0.046480489859881624,0.019301084815436242,0.7792773404729899
264,265,0.0005320034828300013,0.04603026883913408,0.018779123356723937,0.776281635677298
265,266,0.0005174608318808671,0.045584269659838084,0.01827112321003388,0.7732697951447209
266,267,0.0005033155801902334,0.045142455441026685,0.017776719212344916,0.7702421002955795
267,268,0.0004895568754300639,0.04470478957083657,0.017295555306423016,0.7671988356479037
268,269,0.0004761741612413495,0.04427123570561797,0.016827284337980863,0.7641402886998091
269,270,0.00046315716918798877,0.04384175776902732,0.016371567855997804,0.7610667498112984
270,271,0.00045049591092116703,0.04341631995109807,0.015928075916230355,0.7579785120855748
271,272,0.00043818067055800825,0.042994886707285795,0.01549648688794314,0.7548758712499506
272,273,0.00042620199726794983,0.04257742275750076,0.015076487263884109,0.751759125536442
273,274,0.00041455069805818034,0.04216389308511603,0.014667771473512503,0.7486285755621256
274,275,0.0004032178307545875,0.0417542629359573,0.01427004169949786,0.7454845242093524
275,276,0.00039219469717588495,0.041348497817278895,0.013883007697487626,0.7423272765058863
276,277,0.00038147283648726216,0.04094656349671455,0.013506386619146826,0.7391571395050629
277,278,0.00037104401873833126,0.040548426001220994,0.013139902838465778,0.7359744221660369
278,279,0.00036090023857748843,0.04015405161599739,0.012783287781326091,0.7327794352342054
279,280,0.0003510337091306992,0.03976340688339253,0.012436279758307411,0.7295724911218767
280,281,0.00034143685605358964,0.03937645860179895,0.0120986238007319,0.7263539037892658
281,282,0.00033210231174041205,0.03899317382452683,0.011770071499913382,0.7231239886258889
282,283,0.00032302290968999614,0.0386135198586689,0.011450380849596598,0.7198830623324302
283,284,0.0003141916790289079,0.03823746426395325,0.011139316091561713,0.7166314428031493
284,285,0.000305601839177827,0.037864974851575695,0.010836647564361201,0.7133694490089052
285,286,0.0002972467946664725,0.03749601968302929,0.010542151555168355,0.7100974008808585
286,287,0.00028912013008886017,0.0371305670689136,0.010255610154698114,0.7068156191949213
287,288,0.0002812156051937853,0.03676858556774065,0.00997681111516846,0.7035244254570187
288,289,0.0002735271501113079,0.036410043984722584,0.009705547711274076,0.7002241417892252
289,290,0.00026604886070591416,0.0360549113705535,0.009441618604121182,0.6969150908168358
290,291,0.0002587749940602402,0.035703157020181786,0.009184827708104581,0.6935975955564344
291,292,0.0002516999640767015,0.03535475047156955,0.008934984060669726,0.6902719793050109
292,293,0.00024481833720202406,0.03500966150444618,0.008691901694932058,0.6869385655301894
293,294,0.00023812482826757186,0.034667860139051876,0.008455399515107431,0.683597677761616
294,295,0.00023161429644169562,0.03432931663487515,0.008225301174712318,0.680249639483562
295,296,0.00022528174129266,0.033994001489379144,0.008001434957491171,0.676894774028789
296,297,0.00021912229896048352,0.03366188543672377,0.007783633661029521,0.6735334044737267
297,298,0.00021313123842914283,0.033332939446480414,0.007571734483008297,0.670165853535007
298,299,0.00020730395790369283,0.03300713472233807,0.00736557891005496,0.666792443467402
299,300,0.00020163598128430937,0.0326844427008075,0.007165012609147592,0.6634134959632058
300,301,0.00019612295473758756,0.032364835049915164,0.006969885321528313,0.6600293320530979
301,302,0.0001907606433593223,0.032048283667895694,0.006780050759082834,0.6566402720085363
302,303,0.00018554492792943744,0.031734760681876306,0.00659536650313608,0.6532466352457016
303,304,0.00018047180175617683,0.03142423844655928,0.006415693905629127,0.6498487402310444
304,305,0.0001755373676025629,0.031116689542898146,0.006240897992623284,0.6464469043884523
305,306,0.00017073783470167303,0.03081208677677194,0.006070847370091781,0.6430414440080798
306,307,0.00016606951584952068,0.030510403177652967,0.005905414131958331,0.6396326741568623
307,308,0.00016152882457909357,0.030211611997274512,0.005744473770328717,0.6362209085907451
308,309,0.00015711227240811088,0.029915686708294253,0.005587905087885092,0.6328064596686525
309,310,0.00015281646616827071,0.029622601002953886,0.005435590112389255,0.6293896382682174
310,311,0.00014863810539855749,0.02933232879173797,0.00528741401325572,0.6259707537032969
311,312,0.00014457397981870734,0.02904484420203224,0.005143265020153942,0.6225501136432913
312,313,0.000140620966864069,0.028760121576773656,0.0050030343435948366,0.6191280240342858
313,314,0.00013677602929340615,0.028478135473108068,0.0048666160974631945,0.6157047890220291
314,315,0.00013303621285487566,0.02819886066104027,0.004733907223450129,0.6122807108767677
315,316,0.00012939864402572443,0.027922272122083314,0.004604807417348145,0.6088560899199418
316,317,0.0001258605278027236,0.027648345047913025,0.0044792190571733,0.6054312244527638
317,318,0.00012241914556065936,0.027377054839012316,0.004357047133061176,0.6020064106866778
318,319,0.00011907185296688994,0.027108377103326475,0.004238199178914881,0.598581942675718
319,320,0.00011581607795063675,0.026842287654907926,0.004122585205753482,0.5951581122507644
320,321,0.00011264931873133932,0.02657876251256852,0.004010117636727872,0.5917352089557087
321,322,0.00010956914189752531,0.026317777898531736,0.003900711243768007,0.5883135199855252
322,323,0.00010657318054074771,0.026059310237080413,0.003794283085822747,0.5848933301262526
323,324,0.00010365913243792768,0.0258033361532104,0.0036907524486557985,0.5814749216968917
324,325,0.00010082475828532278,0.025549832471284506,0.003590040786164539,0.5780585744932079
325,326,9.806787997956867e-05,0.025298776213686258,0.003492071663183438,0.5746445657334454
326,327,9.538637894634938e-05,0.025050144599477298,0.003396770699741314,0.5712331700059419
327,328,9.277819451380953e-05,0.02480391504305246,0.003304065516735566,0.5678246592186456
328,329,9.024132233137472e-05,0.02456006515280429,0.0032138856829931894,0.5644193025505244
329,330,8.777381283031627e-05,0.024318572729780774,0.0031261626636821527,0.5610173664048581
330,331,8.537376972783672e-05,0.02407941576635142,0.003040829770047382,0.5576191143644078
331,332,8.30393485716785e-05,0.023842572444875865,0.0029578221104292757,0.5542248071484542
332,333,8.076875532259109e-05,0.023608021136368618,0.0028770765425516487,0.5508347025716881
333,334,7.856024497943093e-05,0.02337574039917578,0.002798531627025147,0.5474490555049446
334,335,7.641212023667965e-05,0.023145708977649115,0.0027221275820624724,0.5440681178377713
335,336,7.432273018248559e-05,0.022917905800822314,0.0026478062393540114,0.540692138442806
336,337,7.229046903278746e-05,0.022692309981095282,0.002575511001090325,0.5373213631419617
337,338,7.0313774894748e-05,0.022468900812916526,0.0025051867980986353,0.5339560346743922
338,339,6.839112857026652e-05,0.02224765777147475,0.0024367800490636693,0.5305963926662274
339,340,6.652105238824646e-05,0.02202856051138735,0.0023702386208096504,0.5272426736020583
340,341,6.47021090702804e-05,0.021811588865399578,0.002305511789617909,0.5238951107981528
