Days,Mean dProp
2022-02-01,625.3017594165055
2022-02-02,625.3017594165055
2022-02-03,625.3017594165055
2022-02-04,625.3017594165055
2022-02-05,625.3017594165055
2022-02-06,625.3017594165055
2022-02-07,625.3017594165055
2022-02-08,625.3017594165055
2022-02-09,625.3017594165055
2022-02-10,625.3017594165055
2022-02-11,625.3017594165055
2022-02-12,625.3017594165055
2022-02-13,625.3017594165055
2022-02-14,625.3017594165055
2022-02-15,625.3017594165055
2022-02-16,625.3017594165055
2022-02-17,625.3017594165055
2022-02-18,625.3017594165055
2022-02-19,625.3017594165055
2022-02-20,625.3017594165055
2022-02-21,625.3017594165055
2022-02-22,625.3017594165055
2022-02-23,625.3017594165055
2022-02-24,625.3017594165055
2022-02-25,625.3017594165055
2022-02-26,625.3017594165055
2022-02-27,625.3017594165055
2022-02-28,625.3017594165055
2022-03-01,625.3017594165055
2022-03-02,625.3017594165055
2022-03-03,625.3017594165055
2022-03-04,625.3017594165055
2022-03-05,625.3017594165055
2022-03-06,625.3017594165055
2022-03-07,625.3017594165055
2022-03-08,625.3017594165055
2022-03-09,625.3017594165055
2022-03-10,625.3017594165055
2022-03-11,625.3017594165055
2022-03-12,625.3017594165055
2022-03-13,625.3017594165055
2022-03-14,625.3017594165055
2022-03-15,625.3017594165055
2022-03-16,625.3017594165055
2022-03-17,625.3017594165055
2022-03-18,625.3017594165055
2022-03-19,625.3017594165055
2022-03-20,625.3017594165055
2022-03-21,625.3017594165055
2022-03-22,625.3017594165055
2022-03-23,625.3017594165055
2022-03-24,625.3017594165055
2022-03-25,625.3017594165055
2022-03-26,625.3017594165055
2022-03-27,625.3017594165055
2022-03-28,625.3017594165055
2022-03-29,625.3017594165055
2022-03-30,625.3017594165055
2022-03-31,625.3017594165055
2022-04-01,625.3017594165055
2022-04-02,625.3017594165055
2022-04-03,625.3017594165055
2022-04-04,625.3017594165055
2022-04-05,625.3017594165055
2022-04-06,625.3017594165055
2022-04-07,625.3017594165055
2022-04-08,625.3017594165055
2022-04-09,625.3017594165055
2022-04-10,625.3017594165055
2022-04-11,625.3017594165055
2022-04-12,625.3017594165055
2022-04-13,625.3017594165055
2022-04-14,625.3017594165055
2022-04-15,625.3017594165055
2022-04-16,625.3017594165055
2022-04-17,625.3017594165055
2022-04-18,625.3017594165055
2022-04-19,625.3017594165055
2022-04-20,625.3017594165055
2022-04-21,625.3017594165055
2022-04-22,625.3017594165055
2022-04-23,625.3017594165055
2022-04-24,625.3017594165055
2022-04-25,625.3017594165055
2022-04-26,625.3017594165055
2022-04-27,625.3017594165055
2022-04-28,625.3017594165055
2022-04-29,625.3017594165055
2022-04-30,625.3017594165055
2022-05-01,625.3017594165055
2022-05-02,625.3017594165055
2022-05-03,625.3017594165055
2022-05-04,625.3017594165055
2022-05-05,625.3017594165055
2022-05-06,625.3017594165055
2022-05-07,625.3017594165055
2022-05-08,625.3017594165055
2022-05-09,625.3017594165055
2022-05-10,625.3017594165055
2022-05-11,625.3017594165055
2022-05-12,625.3017594165055
2022-05-13,625.3017594165055
2022-05-14,625.3017594165055
2022-05-15,625.3017594165055
2022-05-16,625.3017594165055
2022-05-17,625.3017594165055
2022-05-18,625.3017594165055
2022-05-19,625.3017594165055
2022-05-20,625.3017594165055
2022-05-21,625.3017594165055
2022-05-22,625.3017594165055
2022-05-23,625.3017594165055
2022-05-24,625.3017594165055
2022-05-25,625.3017594165055
2022-05-26,625.3017594165055
2022-05-27,625.3017594165055
2022-05-28,625.3017594165055
2022-05-29,625.3017594165055
2022-05-30,625.3017594165055
2022-05-31,625.3017594165055
2022-06-01,625.3017594165055
2022-06-02,625.3017594165055
2022-06-03,625.3017594165055
2022-06-04,625.3017594165055
2022-06-05,625.3017594165055
2022-06-06,625.3017594165055
2022-06-07,625.3017594165055
2022-06-08,625.3017594165055
2022-06-09,625.3017594165055
2022-06-10,625.3017594165055
2022-06-11,625.3017594165055
2022-06-12,625.3017594165055
2022-06-13,625.3017594165055
2022-06-14,625.3017594165055
2022-06-15,625.3017594165055
2022-06-16,625.3017594165055
2022-06-17,625.3017594165055
2022-06-18,625.3017594165055
2022-06-19,625.3017594165055
2022-06-20,625.3017594165055
2022-06-21,625.3017594165055
2022-06-22,625.3017594165055
2022-06-23,625.3017594165055
2022-06-24,625.3017594165055
2022-06-25,625.3017594165055
2022-06-26,625.3017594165055
2022-06-27,625.3017594165055
2022-06-28,625.3017594165055
2022-06-29,625.3017594165055
2022-06-30,625.3017594165055
2022-07-01,625.3017594165055
2022-07-02,625.3017594165055
2022-07-03,625.3017594165055
2022-07-04,625.3017594165055
2022-07-05,625.3017594165055
2022-07-06,625.3017594165055
2022-07-07,625.3017594165055
2022-07-08,625.3017594165055
2022-07-09,625.3017594165055
2022-07-10,625.3017594165055
2022-07-11,625.3017594165055
2022-07-12,625.3017594165055
2022-07-13,625.3017594165055
2022-07-14,625.3017594165055
2022-07-15,625.3017594165055
2022-07-16,625.3017594165055
2022-07-17,625.3017594165055
2022-07-18,625.3017594165055
2022-07-19,625.3017594165055
2022-07-20,625.3017594165055
2022-07-21,625.3017594165055
2022-07-22,625.3017594165055
2022-07-23,625.3017594165055
