,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen","Proba Neut Min
 vs. BA.5 antigen","Proba Neut Max
 vs. BA.5 antigen","Proba Neut Min
 vs. BA.5/XBT antigen","Proba Neut Max
 vs. BA.5/XBT antigen","Proba Neut Min
 vs. BA.5=0.75/XBT=0.25 antigen","Proba Neut Max
 vs. BA.5=0.75/XBT=0.25 antigen"
0,1,0.10854994375363047,0.2501502548838419,0.10558558726539569,0.24394833487693401,0.1569764226137546,0.3402978942842686,0.13128100493957515,0.2921231145806013
1,2,0.1973048094864689,0.39583571309711585,0.1922215689638721,0.3871733323716263,0.2745655560864607,0.5062495146961636,0.2333935625251664,0.4467114235338949
2,3,0.27058889986457046,0.4867975067192316,0.2639848344214898,0.4771319887473846,0.36490241285623976,0.5993915658053874,0.3144436236388648,0.538261777276386
3,4,0.3316263702752663,0.5464664403131522,0.32392870683079633,0.5364040905593175,0.43576499279904424,0.6564646181645408,0.3798468498149203,0.5964343543619292
4,5,0.3828549829205392,0.5869842611749805,0.3743714295303884,0.5767854156159034,0.4923254723920537,0.6934937836683229,0.43334845096122104,0.6351395996421132
5,6,0.426141654376333,0.6151369130422202,0.4170953075196602,0.604912505102621,0.5381328089674563,0.7184281483588864,0.47761405824355824,0.6616703267307537
6,7,0.46293303121812757,0.6349571673553214,0.4534864522906601,0.6247512085875813,0.5756888328920189,0.7356009146291026,0.5145876425913395,0.6801760616083419
7,8,0.49436230314746255,0.6489663401442065,0.48463433515477317,0.638792522145436,0.6067990707317692,0.7475515559945859,0.5457167029432712,0.6931720390700109
8,9,0.5213260500586415,0.6588090294975044,0.5114036996682376,0.6486676122708295,0.6327935789686003,0.7558562008733828,0.572098639318419,0.7022619065721061
9,10,0.5445402563183457,0.665596887756136,0.5344871783227945,0.6554826653333585,0.6546700601448479,0.7615395928127314,0.5945786192338212,0.708511129073045
10,11,0.564581637132396,0.6701042201228076,0.554444251695787,0.6600102852080174,0.6731890348877791,0.7652938872204527,0.6138166432917831,0.712652086214235
11,12,0.5819184736433762,0.6728841395515823,0.5717304160433822,0.6628036156449402,0.6889386017194133,0.7676015785720443,0.6303345088813977,0.7152025971084922
12,13,0.5969338629746394,0.674340191063016,0.5867192467459201,0.6642669673123894,0.7023794190002597,0.7688079228031146,0.6445493328730899,0.716537445057752
13,14,0.6099434220186011,0.6747720239587698,0.5997192497307933,0.6647010018890482,0.7138765334949535,0.7691653856051508,0.6567978916128734,0.7169331937470995
14,15,0.6212088926337949,0.6744054066091525,0.6109868490270427,0.6643325142817522,0.7237222824405931,0.7688619161116583,0.6673545657338179,0.7165972151967053
15,16,0.6309486878658856,0.6740522909193276,0.6207364817899208,0.6639776086391113,0.732153025469455,0.7685695253308906,0.6764447536296879,0.7162735669850009
16,17,0.6393461337353312,0.6746969795901641,0.6291485079952579,0.6646255737054785,0.7393615397309817,0.769103275604067,0.6842550238631198,0.7168644246547727
17,18,0.6465559597187794,0.6747014110550047,0.6363754547777408,0.6646300278209952,0.7455063198737466,0.7691069433979982,0.6909408873257437,0.7168684856094968
18,19,0.6527094472260786,0.6741725470640954,0.6425469812826314,0.6640984731070518,0.7507186378650947,0.7686691118901932,0.6966328095738631,0.7163837924986225
19,20,0.6565441597847013,0.6745363014670988,0.6463945554756179,0.6644640754972768,0.7539519164308378,0.7689702768565483,0.7001732359532278,0.7167171761769126
20,21,0.6509976061343976,0.6747720239587698,0.6408298018619516,0.6647010018890482,0.7492715867356456,0.7691653856051508,0.6950506942987986,0.7169331937470995
21,22,0.6449697074970233,0.6745577638828235,0.6347850665295034,0.6644856473206139,0.7441578874197716,0.7689880431724808,0.6894714769746375,0.7167368452465473
22,23,0.6385207225759009,0.6743434642239887,0.6283214097930061,0.6642702570983416,0.738655455733666,0.7688106327989076,0.683488432763336,0.7165404449486246
23,24,0.6317031277471272,0.6747262758999939,0.6214919986888872,0.664655019791178,0.7328029264403899,0.7691275230244854,0.6771474625646385,0.7168912714078317
24,25,0.6245629905965646,0.6747280171531845,0.6143434875654079,0.6646567699488678,0.7266340924348758,0.7691289641715794,0.6704887900001418,0.7168928670602236
25,26,0.6171410437967528,0.6743905916231963,0.6069170997982207,0.6643176239729611,0.7201788006566949,0.7688496507623576,0.6635479502274578,0.7165836373676593
26,27,0.6094735327552597,0.674619902884514,0.5992494835322173,0.6645481033180927,0.7134636499934652,0.7690394790613128,0.6563565667628413,0.7167937911897027
27,28,0.6015928910432493,0.6747720239587698,0.5913733951330307,0.6647010018890482,0.7065125396662826,0.7691653856051508,0.6489429673996566,0.7169331937470995
28,29,0.5935282836721218,0.6746294589529459,0.5833182502194219,0.6645577081666572,0.6993471037221881,0.7690473888853151,0.641332676970805,0.7168025485259861
29,30,0.5853060481795873,0.6742192489210589,0.5751105721228033,0.6641454115585981,0.6919870580571108,0.7687077836602528,0.633548815089957,0.7164265976094255
30,31,0.5769500560930587,0.6735654502984245,0.5667743602786843,0.6634883185764595,0.6844504797399257,0.768166249448863,0.625612420009305,0.7158272840126613
31,32,0.5684820118847156,0.672689536152896,0.5583313956346967,0.6626080509687116,0.6767540335498663,0.7674402257607091,0.6175427145922815,0.7150241383647103
32,33,0.5599217024799132,0.6716107344318529,0.5498014961287803,0.661523981740118,0.6689131570589562,0.7665452246773976,0.6093573265938682,0.7140346032087578
33,34,0.5512872073485535,0.6703463143263951,0.5412027322729974,0.6602535199606214,0.6609422129301543,0.7654950925358358,0.6010724726015759,0.7128743062482286
34,35,0.5425950769266762,0.6689118297202674,0.5325516106050839,0.6588123531661134,0.6528546151092777,0.7643022300394122,0.5927031128571808,0.7115572916027628
35,36,0.5338604853879497,0.6673213269889624,0.5238632310479105,0.6572146544912962,0.6446629340862323,0.7629777782422978,0.5842630825670714,0.710096216366797
36,37,0.5250973624703661,0.6655875230623621,0.5151514229061007,0.6554732603527219,0.6363789852609448,0.7615317763836292,0.5757652040835228,0.7085025183681756
37,38,0.5163185080587192,0.6637219585848568,0.5064288632262042,0.6535998234432883,0.6280139035792089,0.7599732963948505,0.5672213834027066,0.7067865599190694
38,39,0.5075356924519103,0.6617351301409972,0.4977071804761014,0.6516049449507175,0.6195782069359865,0.758310557992103,0.558642693706044,0.7049577514714103
39,40,0.4987597446490676,0.659636604816989,0.4889970459043247,0.649498289227852,0.611081850328852,0.7565510275414997,0.5500394481165883,0.7030246583846759
40,41,0.49000063052747667,0.657435119803627,0.48030825447849346,0.6472886835878273,0.6025342723453742,0.7547015033068278,0.5414212634119338,0.7009950934473276
41,42,0.4812675224265853,0.6551386692873098,0.4716497969424789,0.6449842054458643,0.5939444352577719,0.7527681892250708,0.5327971161001254,0.6988761973354676
42,43,0.47256886137182974,0.6527545805013,0.463029924250268,0.6425922586607999,0.5853208597554604,0.7507567589808002,0.5241753920028642,0.6966745088208001
