,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen","Proba Neut Min
 vs. BA.5 antigen","Proba Neut Max
 vs. BA.5 antigen","Proba Neut Min
 vs. BA.5/XBT antigen","Proba Neut Max
 vs. BA.5/XBT antigen","Proba Neut Min
 vs. BA.5=0.75/XBT=0.25 antigen","Proba Neut Max
 vs. BA.5=0.75/XBT=0.25 antigen"
0,1,0.12411995211552995,0.2817018346343547,0.14489709814598373,0.32356362350750456,0.20527584571536095,0.42630080456211356,0.17508647193067234,0.37493221403480903
1,2,0.22348708689345054,0.4382791346277708,0.2583029255714282,0.49420576272794026,0.3494185117270287,0.6080099797902773,0.3038607186492285,0.5511078712591088
2,3,0.30402055774958325,0.5329046136397064,0.3483369196150716,0.5933570082807053,0.4543802370483321,0.7016260510719181,0.40135857833170185,0.6474915296763117
3,4,0.3699996818836784,0.5935443667566576,0.4207240424507914,0.6550446121225652,0.5330680076184428,0.7556944243822834,0.4768960250346171,0.7053695182524242
4,5,0.4245716538720443,0.6340283245818371,0.4795770801709114,0.6953186975433783,0.5934763350173873,0.7893152973529388,0.5365267075941493,0.7423169974481586
5,6,0.47008718855837195,0.6618094988094978,0.5279010967784774,0.7224944630400798,0.640772040586591,0.8112624941979478,0.5843365686825341,0.7668784786190138
6,7,0.508326993043942,0.6811900915583419,0.5679258801855901,0.7412146822889987,0.6784146722557898,0.8260366597871529,0.62317027622069,0.7836256710380757
7,8,0.540657439296824,0.6947969987128757,0.6013294105091005,0.754234975983098,0.708790960764562,0.8361471998893553,0.6550601856368312,0.7951910879362265
8,9,0.5681393979887224,0.7043107004159188,0.6293908151915664,0.7632759685717605,0.7335902308349683,0.8430880645759157,0.6814905230132673,0.803182016573838
9,10,0.5916055162378842,0.7108490167612258,0.6530968120427246,0.7694587430688359,0.7540350161703073,0.8477970534059366,0.7035659141065159,0.8086278982373862
10,11,0.6117158777537065,0.7151803065533262,0.6732169244751123,0.7735404801685523,0.7710273835811681,0.8508890912307494,0.7221221540281401,0.8122147856996509
11,12,0.6289986245291865,0.7178475039808712,0.6903573860945675,0.7760483702174377,0.7852444313301782,0.8527822890643741,0.7378009087123729,0.814415329640906
12,13,0.6438799673776516,0.7192432456893982,0.7050002814549927,0.7773590210689837,0.7972021826466411,0.8537696946354983,0.7511012320508169,0.815564357852241
13,14,0.656706610075176,0.7196570238551264,0.717532314495239,0.777747344585656,0.8072992856081567,0.8540619823451401,0.7624158000516978,0.8159046634653981
14,15,0.6677626829107179,0.7193057395404839,0.7282661944846552,0.7774176771656374,0.8158474953082879,0.8538138522960892,0.7720568448964716,0.8156157647308634
15,16,0.6772826569065888,0.7189673397435388,0.7374567033343737,0.7771000299830548,0.8230933155347591,0.8535746872929908,0.7802750094345664,0.8153373586380228
16,17,0.6854612842211463,0.7195851225850582,0.7453128874403239,0.7776798740359551,0.8292336115507148,0.8540112065077822,0.7872732494955192,0.8158455402718686
