,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen","Proba Neut Min
 vs. BA.5 antigen","Proba Neut Max
 vs. BA.5 antigen","Proba Neut Min
 vs. BA.5/XBT antigen","Proba Neut Max
 vs. BA.5/XBT antigen","Proba Neut Min
 vs. BA.5=0.75/XBT=0.25 antigen","Proba Neut Max
 vs. BA.5=0.75/XBT=0.25 antigen"
0,1,0.14311959431018428,0.31980876616753406,0.17097563989776998,0.37385431785957524,0.18977977563673876,0.40523367644467345,0.18037770776725437,0.38954399715212434
1,2,0.2552356258222698,0.48892276959376857,0.3008544916220851,0.5578539568004999,0.3289313530983612,0.5913698739894138,0.31489292236022315,0.5746119153949568
2,3,0.34433377715330205,0.5874457906183173,0.40120717309018084,0.6594286924894679,0.4334676538589886,0.6902320293228809,0.41733741347458475,0.6748303609061743
3,4,0.41604274171835953,0.648885472955578,0.4799261001725833,0.7202491441832581,0.5136295819246166,0.7480520591648706,0.49677784104859996,0.7341506016740644
4,5,0.4744058480403248,0.6890758111971669,0.5425093060298456,0.7588308852915924,0.5761906446280861,0.7841787422837655,0.5593499753289659,0.7715048137876789
5,6,0.5223778380895383,0.7162376988226077,0.59286059566606,0.7843079636847021,0.625760828418974,0.807793949328536,0.609310712042517,0.7960509565066191
6,7,0.5621518601534298,0.7349715085535762,0.6338003259345628,0.8015763117313477,0.6655560010150056,0.8236894169345694,0.6496781634747841,0.8126328643329586
7,8,0.5953790774222034,0.7480136594185776,0.6673986371957661,0.8134433322443125,0.6978684188142323,0.8345603184544415,0.6826335280049993,0.824001825349377
8,9,0.6233188890060668,0.7570763067991169,0.6951972198724377,0.8216112972039105,0.7243634283435074,0.8420174953497003,0.7097803241079725,0.8318143962768054
9,10,0.6469434296540841,0.763277125547994,0.7183596182908816,0.8271619021927115,0.7462716465482169,0.847073286402741,0.7323156324195492,0.8371175942977263
10,11,0.6670113970159884,0.7673722738761322,0.7377748260363572,0.8308103104067301,0.7645164172085614,0.8503912314396408,0.7511456216224593,0.8406007709231855
11,12,0.6841209592780346,0.7698890113516508,0.7541298047385725,0.8330455578238349,0.7798001395725529,0.85242196311335,0.7669649721555627,0.8427337604685925
12,13,0.6987481754694318,0.7712044730238818,0.7679609839130858,0.8342117671901508,0.7926638558648547,0.8534808487841675,0.7803124198889703,0.8438463079871592
13,14,0.7112752400237747,0.7715942467881673,0.7796913259656951,0.8345570361000629,0.8035290899429066,0.8537942616422138,0.7916102079543008,0.8441756488711385
14,15,0.7220114854199231,0.7712633474483167,0.7896573364123162,0.8342639275124528,0.8127276842385096,0.8535281989567401,0.8011925103254128,0.8438960632345965
15,16,0.7312091673317133,0.7709445210375869,0.7981289770648007,0.8339814253217572,0.8205233827086069,0.8532717385205046,0.8093261798867037,0.843626581921131
16,17,0.7390754475383048,0.7715265234410382,0.8053245075812253,0.8344970547316455,0.8271276487617227,0.853739817103115,0.8162260781714741,0.8441184359173802
17,18,0.7457815761133615,0.7715305227298968,0.8114216605705065,0.8345005969389545,0.8327113989794971,0.8537430323635844,0.8220665297750018,0.8441218146512695
18,19,0.7514699897695966,0.7710531121982386,0.8165661371676578,0.8340776542423964,0.8374138052382261,0.8533590996268765,0.826989971202942,0.8437183769346365
19,20,0.7549983615813752,0.7713815035234325,0.8197442732897914,0.83436860008374,0.840314760667608,0.8536232162033489,0.8300295169786998,0.8439959081435444
20,21,0.7498907979959564,0.7715942467881673,0.8151404999068123,0.8345570361000629,0.8361114912959584,0.8537942616422138,0.8256259956013854,0.8441756488711385
21,22,0.7443099456343728,0.7714008757430313,0.8100866357358368,0.8343857604936418,0.8314897633680944,0.8536387933560237,0.8207881995519656,0.8440122769248328
22,23,0.738304883376089,0.7712074280150594,0.8046217111345045,0.8342143852609541,0.8264832983611794,0.8534832254405688,0.8155525047478419,0.8438488053507615
23,24,0.7319183118885111,0.7715529623206656,0.7987795556486689,0.834520471641543,0.8211211515116889,0.8537610725520199,0.8099503535801789,0.8441407720967814
24,25,0.7251878042977791,0.7715545337157483,0.7925899231429533,0.8345218634071648,0.8154287452675761,0.853762335847499,0.8040093342052648,0.8441420996273319
25,26,0.7181467643756634,0.7712499733050086,0.7860793416561318,0.8342520788283956,0.809428649759625,0.8535174430160501,0.7977539957078784,0.8438847609222229
26,27,0.7108251667043811,0.7714569607930997,0.7792717596487316,0.8344354402789225,0.8031411763888086,0.8536838890547398,0.7912064680187701,0.844059664666831
27,28,0.7032501329575327,0.7715942467881673,0.772189040316072,0.8345570361000629,0.7965848320329318,0.8537942616422138,0.784386936174502,0.8441756488711385
28,29,0.6954463840513045,0.7714655855468593,0.7648513416423866,0.8344430797951549,0.7897766684147204,0.8536908235838021,0.7773140050285534,0.8440669516894785
29,30,0.68743659762036,0.7710952804462263,0.7572774099452615,0.8341150192806366,0.7827325520182661,0.8533930205712407,0.7700049809817637,0.8437540199259387
30,31,0.6792416928181497,0.7705047728295308,0.7494848075352294,0.833591636986021,0.7754673733934085,0.8529178408127173,0.762476090464319,0.8432547388993692
31,32,0.6708810589926986,0.7697130550060741,0.7414900899448362,0.8328894547419332,0.7679952099512202,0.8522801935523596,0.7547426499480282,0.8425848241471464
32,33,0.6623727407707738,0.7687370142965816,0.7333089443903535,0.8320230681744247,0.7603294528907856,0.8514932208010026,0.7468191986405696,0.8417581444877137
33,34,0.6537335890962972,0.7675917209749972,0.7249562983234792,0.8310054242338545,0.7524829063407247,0.8505685553752643,0.7387196023321019,0.8407869898045595
34,35,0.6449793855322808,0.7662906703363771,0.7164464048362067,0.8298480526090852,0.7444678648944097,0.8495165355336833,0.7304571348653082,0.8396822940713843
35,36,0.6361249454502285,0.764845987078141,0.7077929101072489,0.8285612595570553,0.7362961742877827,0.8483463843420183,0.7220445421975159,0.8384538219495368
36,37,0.6271842044537905,0.7632685985810735,0.6990089068863379,0.8271542909532288,0.7279792788872206,0.8470663602325781,0.7134940928867792,0.8371103255929034
37,38,0.6181702914108484,0.761568382414609,0.6901069771051522,0.8256354700211137,0.7195282588318677,0.8456838839254361,0.70481761796851,0.8356596769732749
38,39,0.6090955907242861,0.7597542923909559,0.6810992260092781,0.8240123141403898,0.7109538590450966,0.8442056458642664,0.6960265425271873,0.834108980002328
39,40,0.5999717959005236,0.7578344666960899,0.6719973096721787,0.8222916342968093,0.7022665118455668,0.8426376975204999,0.6871319107588727,0.8324646659086546
