,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen","Proba Neut Min
 vs. BA.5 antigen","Proba Neut Max
 vs. BA.5 antigen","Proba Neut Min
 vs. BA.5/XBT antigen","Proba Neut Max
 vs. BA.5/XBT antigen","Proba Neut Min
 vs. BA.5=0.75/XBT=0.25 antigen","Proba Neut Max
 vs. BA.5=0.75/XBT=0.25 antigen"
0,1,0.13989577397570208,0.30803156658527653,0.1393134332297632,0.30774193163827646,0.13594638125466357,0.3023153918741382,0.13762990724221338,0.30502866175620735
1,2,0.24709102844454545,0.4656482525007989,0.24657797952225846,0.4664708754189024,0.24164001209735103,0.4611722042892864,0.24410899580980475,0.4638215398540944
2,3,0.33104657379587965,0.5568665564489298,0.3308736140515329,0.5586039561443006,0.3253401544564459,0.5542917937359753,0.3281068842539894,0.5564478749401379
3,4,0.39799700769438984,0.6139217779472574,0.39825660388799133,0.6162871322418939,0.39265608186076667,0.6129145318550879,0.39545634287437903,0.6146008320484909
4,5,0.45219508106997186,0.6514731897182149,0.45289672076582443,0.6542576346535651,0.4475085160839407,0.6516272039767951,0.45020261842488263,0.65294241931518
5,6,0.49662687401005134,0.6770188765714373,0.4977431494610214,0.6800840660297983,0.4927058926997479,0.6780089194306138,0.4952245210803846,0.679046492730206
6,7,0.5334414462692261,0.6947430546122029,0.5349305762418587,0.697998176535984,0.5303029356126376,0.6963296865658595,0.5326167559272481,0.6971639315509217
7,8,0.5642187767298852,0.7071436211954027,0.5660355322304014,0.7105281684069893,0.5618310026235247,0.7091535127554697,0.563933267426963,0.7098408405812295
8,9,0.590142282636975,0.7157942211467663,0.5922430995054544,0.7192669510137355,0.5884501884975012,0.7181013779081651,0.5903466440014777,0.7186841644609503
9,10,0.612113019562178,0.7217305773107099,0.6144581755983907,0.7252626703572032,0.6110522090315486,0.7242423658772716,0.6127551923149697,0.7247525181172373
10,11,0.6308271328213146,0.7256593485017828,0.6333814526317707,0.7292301647750512,0.6303314875594535,0.7283067474653053,0.6318564700956121,0.7287684561201783
11,12,0.6468295243028561,0.7280772412263523,0.6495623662536762,0.7316716521845434,0.6468352098354488,0.7308081427068525,0.6481987880445625,0.731239897445698
12,13,0.6605517562097836,0.7293420963886832,0.663436672475674,0.7329487757764676,0.660999173560736,0.7321166876112466,0.662217923018205,0.7325327316938571
13,14,0.6723392847898015,0.7297170167825606,0.6753535559791224,0.7333273226836124,0.6731738610921131,0.7325045588563543,0.6742637085356177,0.7329159407699835
14,15,0.682471333163521,0.7293987230819539,0.6855954790760557,0.7330059505013613,0.6836436680164742,0.7321752703426182,0.684619573546265,0.7325906104219897
15,16,0.6911755982671798,0.7290920866299857,0.6943929134385354,0.7326963451768799,0.692641266084472,0.7318580419117947,0.6935170897615037,0.7322771935443373
16,17,0.6986392754498978,0.7296518695487726,0.7019354102603045,0.7332615456277802,0.7003584579757312,0.7324371612308107,0.7011469341180179,0.7328493534292955
17,18,0.7050174206224163,0.7296557166549962,0.708380014313297,0.7332654299304381,0.7069544697375326,0.732441141228102,0.7076672420254148,0.73285328557927
18,19,0.7104393621032545,0.7291965210663434,0.7138577268547834,0.7328017910986606,0.7125623493093142,0.7319660837517961,0.7132100380820487,0.7323839374252283
19,20,0.7138081454420118,0.7295123726152493,0.7172607985386756,0.7331206996148609,0.7160469414577478,0.7322928456519197,0.7166538699982117,0.7327067726333903
20,21,0.7089330289191635,0.7297170167825606,0.7123359698231004,0.7333273226836124,0.7110042986754872,0.7325045588563543,0.7116701342492938,0.7329159407699835
21,22,0.703616511771994,0.7295310065364806,0.7069645843087946,0.7331395137823127,0.7055056221835022,0.7323121232433834,0.7062351032461485,0.732725818512848
22,23,0.6979073171732458,0.7293449385277593,0.7011957701949779,0.7329516454241912,0.6996015651528735,0.7321196279253122,0.7003986676739258,0.7325356366747516
23,24,0.6918476914260623,0.7296773024919756,0.6950721470730262,0.7332872244649216,0.6933361174581629,0.7324634727077128,0.6942041322655945,0.7328753485863172
24,25,0.6854746160886035,0.7296788141086419,0.6886310481892766,0.7332887506957183,0.6867478538964429,0.7324650365403924,0.6876894510428597,0.7328768936180554
25,26,0.6788207489080005,0.7293858594120806,0.6819054680648562,0.7329929623464495,0.6798709012325655,0.7321619623265601,0.6808881846487109,0.7325774623365048
26,27,0.6719151610097338,0.729584955023544,0.6749248039371886,0.7331939840497198,0.6727356942569864,0.7323679352722128,0.6738302490970874,0.7327809596609662
27,28,0.6647839195924501,0.7297170167825606,0.6677154410003243,0.7333273226836124,0.6653695721069469,0.7325045588563543,0.6665425065536356,0.7329159407699835
28,29,0.6574505524572193,0.7295932513362343,0.6603012182948926,0.7332023605944221,0.6577972526448251,0.7323765181646904,0.6590492354698589,0.7327894393795562
29,30,0.6499364214188852,0.7292370765247751,0.6527038026710048,0.732842739255446,0.6500412130152197,0.7320080400937674,0.6513725078431123,0.7324253896746067
30,31,0.6422610249093682,0.7286692226745369,0.6449429914047826,0.7322693820003852,0.642121997477922,0.731420571499671,0.6435324944413523,0.7318449767500281
31,32,0.6344422451439053,0.7279081095179296,0.6370369590344257,0.7315008760685512,0.6340584684638977,0.7306331692815407,0.6355477137491616,0.731067022675046
32,33,0.6264965515686849,0.7269701614124486,0.6290024602740025,0.7305537920310589,0.6258680129928277,0.7296628266894345,0.627435236633415,0.7301083093602466
33,34,0.6184391695852195,0.725870072231912,0.6208549980996183,0.7294429521431136,0.6175667137520144,0.7285247475712322,0.6192108559258164,0.7289838498571729
34,35,0.6102842215015007,0.724621028994531,0.6126089640276917,0.728181656825396,0.6091694920054779,0.7272325779081782,0.6108892280165847,0.7277071173667871
35,36,0.6020448451133853,0.7232349014934423,0.6042777560367186,0.7267818766517593,0.6006902278919872,0.7257986021420192,0.602483991964353,0.7262902393968893
36,37,0.593733294142937,0.721722403784657,0.5958738783912014,0.7252544157883777,0.5921418624471353,0.724233910346145,0.5940078704191684,0.7247441630672614
37,38,0.5853610238599762,0.7200932322746332,0.5874090267142953,0.7236090516996543,0.5835364847495812,0.7225485411472182,0.5854727557319382,0.7230787964234363
38,39,0.5769387645203722,0.7183561842670387,0.5788941609545233,0.7218546550398226,0.5748854068736329,0.7207516043935441,0.5768897839140781,0.7213031297166833
39,40,0.5684765847190338,0.7165192601244015,0.5703395683502622,0.7199992929342907,0.5661992287764701,0.718851386839688,0.5682693985633662,0.7194253398869893
40,41,0.559983946339466,0.714589751636161,0.5617549180752766,0.7180503182817172,0.5574878948191194,0.716855443533703,0.559621406447198,0.7174528809077101
41,42,0.5514697524569679,0.7125743187302842,0.5531493089208195,0.7160144472462624,0.5487607432862577,0.7147706771232366,0.5509550261035385,0.7153925621847494
42,43,0.542942389297834,0.7104790562979517,0.5445313111130854,0.7138978267359997,0.5400265500088456,0.7126034069160985,0.5422789305609654,0.7132506168260491
43,44,0.5344097631561762,0.7083095526020704,0.535909003162764,0.7117060933599849,0.5312935669885596,0.7103594292212849,0.5336012850756617,0.7110327612906349
44,45,0.5258793330109742,0.7060709404965545,0.5272900044836928,0.7094444251088325,0.5225695567612642,0.7080440702436565,0.5249297806224784,0.7087442476762444
45,46,0.5173581394593394,0.7037679424835597,0.5186815043905844,0.707117586800732,0.5138618231085061,0.7056622325982166,0.5162716637495453,0.7063899096994743
46,47,0.5088528304805411,0.7014049104715587,0.5100902879842751,0.7047299701679858,0.5051772386237288,0.703218436339432,0.507633763304002,0.7039742032537089
47,48,0.5003696844635963,0.6989858609615354,0.5015227593512595,0.7022856293214226,0.49652226955786655,0.7007168552602209,0.499022514454563,0.7015012422908218
48,49,0.49191463086489295,0.6965145062762288,0.49298496243814904,0.6997883122159613,0.4879029983027064,0.6981613490985652,0.4904439803704277,0.6989748306572632
49,50,0.4834932688080892,0.693994282354004,0.48448259990775167,0.6972414886458208,0.479325143816496,0.6955554921927317,0.4819038718621238,0.6963984904192763
50,51,0.475110883893898,0.6914283735510678,0.47602105023914676,0.6946483752188403,0.47079408025209496,0.692902599045198,0.47340756524562083,0.6937754871320191
51,52,0.46677246345029577,0.688819734830648,0.4676053832974215,0.6920119576932915,0.46231485401143757,0.690205747187747,0.46496011865442954,0.6911088524405191
52,53,0.45848271042267275,0.6861711116631339,0.4592403745680659,0.6893350110051509,0.45389219941964276,0.68746779768345,0.4565662869938544,0.6884014043443005
