,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen","Proba Neut Min
 vs. BA.5 antigen","Proba Neut Max
 vs. BA.5 antigen","Proba Neut Min
 vs. BA.5/XBT antigen","Proba Neut Max
 vs. BA.5/XBT antigen","Proba Neut Min
 vs. BA.5=0.75/XBT=0.25 antigen","Proba Neut Max
 vs. BA.5=0.75/XBT=0.25 antigen"
0,1,0.3015333718374652,0.5814360691991949,0.33336527693815043,0.6274709347397915,0.2448837756467691,0.48504210042704393,0.28912452629245977,0.5562565175834178
1,2,0.4898318877997281,0.7703531847434116,0.5333015378873227,0.8125767461073417,0.40436439742457325,0.6632640266530785,0.46883296765594795,0.7379203863802101
2,3,0.6132476103915973,0.8505470569076442,0.659591340111509,0.8857030548112709,0.5137318994649103,0.7482405413646931,0.5866616197882096,0.816971798087982
3,4,0.6974264856505301,0.8907887590119014,0.7428694751606011,0.9204711378976247,0.5918958463207802,0.7952808972595813,0.6673826607406905,0.8578760175786029
4,5,0.7567910747706486,0.9133585933259384,0.7998143071650177,0.9391946672778724,0.6496577154290187,0.8238289034627047,0.7247360112970183,0.8815117853702885
5,6,0.7998566878795677,0.9270114506308571,0.8399772998646255,0.9501796279515478,0.6935246196501198,0.842196246469909,0.7667509597573726,0.8961879372107283
6,7,0.8318623816728798,0.9356995092701822,0.8690690630796947,0.9570114724561529,0.7275965356273919,0.8544504786307501,0.7983327993535432,0.9057309755434515
7,8,0.8561476295405833,0.9414043310694407,0.890633026248734,0.9614216186664643,0.7545575078556239,0.862789204164105,0.822595267052179,0.9121054114152846
8,9,0.874907581486269,0.9452047456631205,0.9069402949883817,0.9643230579407474,0.7762234211167625,0.8684928948218413,0.841581858052572,0.9164079763812942
9,10,0.889624674841619,0.9477284683727258,0.9194886319778031,0.9662326049937116,0.7938583386620945,0.872353395404314,0.8566734853199489,0.9192930001990127
10,11,0.9013242346500292,0.9493612956412527,0.9292911197489346,0.9674604141754959,0.808364346068371,0.8748844482323886,0.8688277329086529,0.9211724312039423
11,12,0.9107306699043934,0.9503514578971877,0.9370486734826352,0.9682019507489664,0.8203994027633568,0.8764327067000445,0.8787240381229959,0.9223173287245054
12,13,0.9183656268544602,0.9508649775548799,0.9432561714483843,0.9685856128951803,0.8304527282644322,0.8772397770908626,0.8868544498564082,0.9229126949930214
13,14,0.9246112297302438,0.951016604648174,0.9482694676949444,0.9686987762065095,0.8388943298009006,0.8774786267536192,0.8935818987479225,0.9230887014800644
14,15,0.9297517554551782,0.9508878959962094,0.9523487108841365,0.9686027210769184,0.8460083286648936,0.8772758631780357,0.899178519774515,0.922939292127477
15,16,0.9340016630539516,0.950763718264163,0.9556869503850609,0.9685100096780532,0.8520158724679656,0.8770804081514273,0.9038514114265133,0.9227952089147402
16,17,0.9375247992672948,0.9509902767539581,0.9584293976882414,0.9686791309668727,0.8570911965090988,0.8774371359304391,0.9077602970986702,0.923058133448656
