lineages_l,number_genomes_per_lineage
BA.2.9.4,5
BA.2.9.5,45
BA.2.9.6,25
BA.2.9.7,362
BA.3,53
BA.3.1,23
BA.4,10446
BA.4.1,32739
BA.4.1.1,1446
BA.4.1.10,20
BA.4.1.11,1
BA.4.1.2,1
BA.4.1.3,15
BA.4.1.4,39
BA.4.1.5,42
BA.4.1.6,1421
BA.4.1.8,1158
BA.4.1.9,322
BA.4.2,3900
BA.4.3,44
BA.4.4,5118
BA.4.5,42
BA.4.6,34432
BA.4.6.1,118
BA.4.6.2,111
BA.4.6.3,101
BA.4.6.4,147
BA.4.6.5,2568
BA.4.7,144
BA.4.8,32
BA.5,12758
BA.5.1,45833
BA.5.1.1,10349
BA.5.1.10,5481
BA.5.1.11,8
BA.5.1.12,813
BA.5.1.15,478
BA.5.1.16,115
BA.5.1.17,116
BA.5.1.18,2109
BA.5.1.19,71
BA.5.1.2,2157
BA.5.1.20,77
BA.5.1.21,313
BA.5.1.22,4137
BA.5.1.23,4350
BA.5.1.24,1333
BA.5.1.25,3124
BA.5.1.26,16
BA.5.1.27,2247
BA.5.1.28,106
BA.5.1.29,1
BA.5.1.3,2563
BA.5.1.30,6549
BA.5.1.31,9
BA.5.1.32,5
BA.5.1.33,284
BA.5.1.34,38
BA.5.1.35,431
BA.5.1.36,116
BA.5.1.37,50
BA.5.1.38,1
BA.5.1.4,117
BA.5.1.5,1982
BA.5.1.6,2435
BA.5.1.7,531
BA.5.1.8,33
BA.5.1.9,38
BA.5.10,472
BA.5.10.1,46
BA.5.11,36
BA.5.12,3
BA.5.2,55975
BA.5.2.1,122743
BA.5.2.10,13
BA.5.2.11,3
BA.5.2.12,47
BA.5.2.13,597
BA.5.2.14,261
BA.5.2.16,506
BA.5.2.18,492
BA.5.2.19,664
BA.5.2.2,505
BA.5.2.20,5724
BA.5.2.21,5718
BA.5.2.22,1378
BA.5.2.23,1293
BA.5.2.24,174
BA.5.2.25,291
BA.5.2.26,328
BA.5.2.27,1121
BA.5.2.28,1161
BA.5.2.29,29
BA.5.2.3,1407
BA.5.2.30,37
BA.5.2.31,1488
BA.5.2.32,87
BA.5.2.33,375
BA.5.2.34,2427
BA.5.2.35,985
BA.5.2.36,169
BA.5.2.37,151
BA.5.2.38,50
BA.5.2.39,122
BA.5.2.4,112
BA.5.2.41,15
BA.5.2.43,11
BA.5.2.44,156
BA.5.2.45,3
BA.5.2.46,3
BA.5.2.47,243
BA.5.2.48,27
BA.5.2.49,7
BA.5.2.5,1
BA.5.2.51,2
BA.5.2.52,61
BA.5.2.53,451
BA.5.2.54,133
BA.5.2.55,9
BA.5.2.56,109
BA.5.2.57,571
BA.5.2.58,128
BA.5.2.59,355
BA.5.2.6,3864
BA.5.2.60,22
BA.5.2.61,29
BA.5.2.62,60
BA.5.2.63,11
BA.5.2.7,278
BA.5.2.8,429
BA.5.2.9,12102
BA.5.3,776
BA.5.3.1,1332
BA.5.3.2,45
BA.5.3.3,148
BA.5.3.4,32
BA.5.3.5,161
BA.5.5,51785
BA.5.5.1,1895
BA.5.5.2,869
BA.5.5.3,735
BA.5.6,31951
BA.5.6.1,190
BA.5.6.2,958
BA.5.6.3,63
BA.5.6.4,31
BA.5.7,23
BA.5.8,1642
BA.5.9,893
BC.1,3
BD.1,9
BE.1,8839
BE.1.1,7501
BE.1.1.1,1356
BE.1.1.2,457
BE.1.2,837
BE.1.2.1,801
BE.1.3,118
BE.1.4,1906
BE.1.4.1,315
BE.1.4.2,468
BE.1.4.3,12
BE.1.4.4,20
BE.10,271
BE.11,18
BE.12,128
BE.13,5
BE.2,1316
BE.3,8426
BE.4,577
BE.4.1,126
BE.4.1.1,13
BE.4.2,407
BE.5,457
BE.6,44
BE.7,23
BE.8,19
BE.9,175
BF.1,1725
BF.1.1,396
BF.10,17912
BF.10.1,83
BF.11,2965
BF.11.1,130
BF.11.2,38
BF.11.3,61
BF.11.4,69
BF.11.5,48
BF.12,92
BF.13,1772
BF.14,1053
BF.15,137
BF.16,553
BF.17,11
BF.18,16
BF.19,28
BF.2,191
BF.20,30
BF.21,5353
BF.22,2
BF.23,47
BF.24,69
BF.25,778
BF.26,9394
BF.27,5510
BF.28,3629
BF.29,71
BF.3,504
BF.3.1,39
BF.30,11
BF.31,90
BF.31.1,99
BF.32,652
BF.34,12
BF.36,333
BF.38,31
BF.39,918
BF.39.1,17
BF.4,1514
BF.40,98
BF.41,146
BF.41.1,26
BF.5,9420
BF.5.1,4
BF.5.2,1
BF.5.4,5
BF.5.5,20
BF.6,216
BF.7,9439
BF.7.1,16
BF.7.10,19
BF.7.11,4
BF.7.12,55
BF.7.13,1
BF.7.13.2,1
BF.7.14,50
BF.7.14.1,9
BF.7.14.2,1
BF.7.14.3,2
BF.7.14.4,3
BF.7.14.5,2
BF.7.14.6,7
BF.7.15,7
BF.7.16,87
BF.7.17,12
BF.7.18,4
BF.7.19,126
BF.7.19.1,11
BF.7.20,224
BF.7.21,246
BF.7.22,102
BF.7.23,158
BF.7.24,92
BF.7.26,63
BF.7.27,418
BF.7.3,17
BF.7.4,2150
BF.7.4.1,2387
BF.7.4.2,60
BF.7.5,822
BF.7.5.1,12
BF.7.6,422
BF.7.7,335
BF.7.8,27
BF.7.9,3
BF.8,4808
BF.9,280
BG.1,38
BG.2,951
BG.3,24
BG.4,27
BG.5,1776
BH.1,54
BJ.1,10
BK.1,1677
BL.1,208
BL.1.3,3
BL.1.4,9
BL.1.5,3
BL.2,128
BL.3,17
BL.4,15
BL.6,40
BM.1,32
BM.1.1,228
BM.1.1.1,40
BM.1.1.3,401
BM.1.1.4,19
BM.1.1.5,1
BM.2,57
BM.2.1,18
BM.2.3,3
BM.3,3
BM.4,4
BM.4.1,10
BM.4.1.1,242
BM.5,11
BM.6,3
BN.1,1833
BN.1.1,160
BN.1.1.1,29
BN.1.10,94
BN.1.11,7
BN.1.2,669
BN.1.2.1,27
BN.1.2.2,23
BN.1.2.3,133
BN.1.2.4,31
BN.1.2.5,13
BN.1.2.6,9
BN.1.2.7,5
BN.1.3,1534
BN.1.3.1,885
BN.1.3.11,7
BN.1.3.12,21
BN.1.3.13,2
BN.1.3.2,2
BN.1.3.3,72
BN.1.3.4,2
BN.1.3.5,164
BN.1.3.6,392
BN.1.3.7,73
BN.1.3.8,19
BN.1.3.9,4
BN.1.4,419
BN.1.4.1,20
BN.1.4.2,26
BN.1.4.3,119
BN.1.4.5,141
BN.1.5,1114
BN.1.5.1,3
BN.1.5.2,115
BN.1.6,2
BN.1.7,260
BN.1.8,7
BN.1.9,152
BN.2,11
BN.2.1,35
BN.3,6
BN.3.1,130
BN.4,3
BN.5,75
BN.6,67
BP.1,1
BQ.1,28246
BQ.1.1,52390
BQ.1.1.1,1204
BQ.1.1.10,931
BQ.1.1.11,178
BQ.1.1.12,2
BQ.1.1.13,474
BQ.1.1.14,12
BQ.1.1.15,331
BQ.1.1.16,6
BQ.1.1.17,123
BQ.1.1.18,2970
BQ.1.1.19,65
BQ.1.1.2,677
BQ.1.1.20,29
BQ.1.1.21,12
BQ.1.1.22,171
BQ.1.1.23,432
BQ.1.1.24,114
BQ.1.1.25,130
BQ.1.1.26,34
BQ.1.1.27,214
BQ.1.1.28,1038
BQ.1.1.29,97
BQ.1.1.3,4180
BQ.1.1.30,29
BQ.1.1.31,152
BQ.1.1.32,2959
BQ.1.1.34,2
BQ.1.1.35,281
BQ.1.1.36,99
BQ.1.1.37,17
BQ.1.1.38,21
BQ.1.1.39,99
BQ.1.1.4,4373
BQ.1.1.40,670
BQ.1.1.41,1735
BQ.1.1.42,81
BQ.1.1.43,329
BQ.1.1.44,34
BQ.1.1.45,203
BQ.1.1.46,19
BQ.1.1.47,86
BQ.1.1.48,150
BQ.1.1.49,10
BQ.1.1.5,3016
BQ.1.1.50,2
BQ.1.1.51,1445
BQ.1.1.52,987
BQ.1.1.53,40
BQ.1.1.54,463
BQ.1.1.55,31
BQ.1.1.56,52
BQ.1.1.57,268
BQ.1.1.58,111
BQ.1.1.59,5
BQ.1.1.6,619
BQ.1.1.60,87
BQ.1.1.61,89
BQ.1.1.62,2
BQ.1.1.63,501
BQ.1.1.64,1
BQ.1.1.65,468
BQ.1.1.66,61
BQ.1.1.67,408
BQ.1.1.68,1662
BQ.1.1.69,1873
BQ.1.1.7,1322
BQ.1.1.70,6
BQ.1.1.71,1
BQ.1.1.72,43
BQ.1.1.73,2
BQ.1.1.74,53
BQ.1.1.76,29
BQ.1.1.77,54
BQ.1.1.79,5
BQ.1.1.8,120
BQ.1.1.9,10
BQ.1.10,2950
BQ.1.10.1,604
BQ.1.10.2,187
BQ.1.10.3,9
BQ.1.11,3423
BQ.1.11.1,50
BQ.1.12,5302
BQ.1.13,2332
BQ.1.13.1,917
BQ.1.14,3733
BQ.1.15,1053
BQ.1.15.1,9
BQ.1.15.2,9
BQ.1.16,154
BQ.1.17,5
BQ.1.18,725
BQ.1.19,9
BQ.1.2,4975
BQ.1.2.1,106
BQ.1.2.2,5
BQ.1.2.3,1004
BQ.1.20,76
BQ.1.21,56
BQ.1.22,204
BQ.1.23,1612
BQ.1.24,35
BQ.1.25,744
BQ.1.25.1,1384
BQ.1.26,22
BQ.1.26.1,53
BQ.1.27,205
BQ.1.28,966
BQ.1.29,119
BQ.1.3,1025
BQ.1.3.1,650
BQ.1.3.2,3560
BQ.1.30,6
BQ.1.31,129
BQ.1.32,94
BQ.1.33,2
BQ.1.4,183
BQ.1.5,1686
BQ.1.6,1032
BQ.1.7,171
BQ.1.8,961
BQ.1.8.2,41
BQ.1.9,231
BQ.2,119
BR.1,270
BR.1.1,1
BR.1.2,212
BR.2,59
BR.2.1,374
BR.3,7
BR.4,27
BR.5,34
BR.5.1,7
BS.1,4
BS.1.1,16
BT.1,44
BT.2,38
BU.1,592
BU.2,124
BU.3,140
BV.1,47
BV.2,43
BW.1,270
BW.1.1,486
BW.1.1.1,209
BW.1.1.2,148
BW.1.2,10
BY.1,276
BY.1.1,5
BY.1.1.1,16
BY.1.2,24
BZ.1,2
BZ.2,184
CA.1,363
CA.2,4
CA.3,78
CA.3.1,350
CA.5,224
CA.6,2
CA.7,107
CB.1,31
CC.1,5
CD.1,84
CD.2,148
CE.1,52
CF.1,76
CG.1,29
CH.1,9
CH.1.1,1868
CH.1.1.1,362
CH.1.1.10,11
CH.1.1.11,68
CH.1.1.12,1
CH.1.1.13,4
CH.1.1.14,13
CH.1.1.15,13
CH.1.1.16,5
CH.1.1.18,68
CH.1.1.19,12
CH.1.1.2,254
CH.1.1.20,4
CH.1.1.21,4
CH.1.1.24,70
CH.1.1.25,658
CH.1.1.26,12
CH.1.1.27,13
CH.1.1.28,20
CH.1.1.29,4
CH.1.1.3,45
CH.1.1.30,2
CH.1.1.32,45
CH.1.1.5,17
CH.1.1.6,6
CH.1.1.7,67
CH.1.1.9,3
CH.2,7
CH.3,1
CJ.1,37
CJ.1.1,1
CJ.1.2,27
CJ.1.3,9
CJ.1.3.2,1
CK.1,589
CK.1.1.1,2
CK.1.1.2,1
CK.1.2,46
CK.1.3,210
CK.1.4,413
CK.1.5,484
CK.2,239
CK.2.1,305
CK.2.1.1,351
CK.3,146
CL.1,474
CL.1.1,8
CL.1.2,5
CL.1.3,5
CM.1,18
CM.10,73
CM.11,22
CM.12,24
CM.2,448
CM.2.1,1
CM.3,27
CM.4,106
CM.4.1,29
CM.5,52
CM.5.1,5
CM.5.2,105
CM.6,13
CM.6.1,21
CM.7,10
CM.7.1,2
CM.7.1.1,2
CM.8,9
CM.8.1,551
CM.8.1.2,11
CM.8.1.3,59
CM.8.1.4,21
CM.8.1.5,2
CM.9,50
CN.1,222
CN.2,488
CP.1,469
CP.1.1,90
CP.1.2,23
CP.1.3,1
CP.2,34
CP.3,4
CP.4,21
CP.5,143
CP.6,36
CP.8,64
CQ.1,39
CQ.1.1,68
CQ.2,1004
CR.1,76
CR.1.1,850
CR.1.3,2
CR.2,8
CS.1,1
CT.1,21
CV.1,88
CV.2,10
CW.1,1
CY.1,22
CZ.2,247
DA.1,4
DB.1,45
DB.2,13
DC.1,106
DD.1,1
DE.1,116
DE.2,50
DF.1,310
DF.1.1,585
DG.1,71
DJ.1,7
DJ.1.1,75
DJ.1.1.1,43
DJ.1.2,4
DJ.1.3,18
DK.1,120
DL.1,186
DM.1,32
DN.1,148
DN.1.1,4
DN.1.1.2,2
DN.1.1.4,1
DN.2,2303
DN.3,31
DN.3.1,24
DQ.1,87
DR.1,348
DR.2,172
DS.1,18
DS.2,43
DS.3,6
DT.1,10
DT.2,1122
DT.3,111
DU.1,45
DV.1,43
DV.1.1,87
DV.2,8
DV.3,13
DV.3.1,4
DV.4,6
DV.5,4
DV.6,92
DV.6.1,4
DV.6.2,44
DV.7,21
DV.7.1,352
DV.7.1.1,11
DV.7.1.2,57
DV.7.1.3,3
DV.7.2,1
DV.8,4
DW.1,1
DY.1,4
DY.2,48
DY.3,21
DY.4,16
DZ.1,2
DZ.2,1
EA.1,45
EA.2,25
EB.1,236
EC.1,7
EC.1.1,3
ED.1,7
ED.2,538
ED.3,250
EE.1,803
EE.2,532
EE.3,130
EE.4,7
EE.5,389
EF.1,575
EF.1.1,451
EF.1.1.1,28
EF.1.2,107
EF.1.3,37
EF.2,59
EF.3,8
EG.1,884
EG.1.1,1
EG.1.2,55
EG.1.3,87
EG.1.4,196
EG.1.4.1,5
EG.1.5,33
EG.1.6,130
EG.1.7,10
EG.1.8,80
EG.10,7
EG.10.1,220
EG.11,27
EG.12,9
EG.13,131
EG.14,124
EG.2,257
EG.2.1,2
EG.2.2,1
EG.2.3,2
EG.2.4,1
EG.2.5,4
EG.3,3
EG.4,315
EG.4.1,6
EG.4.3,15
EG.4.4,6
EG.4.5,7
EG.5,279
EG.5.1,6653
EG.5.1.1,6503
EG.5.1.10,5
EG.5.1.2,142
EG.5.1.3,2506
EG.5.1.4,2370
EG.5.1.5,96
EG.5.1.6,1861
EG.5.1.7,43
EG.5.1.8,246
EG.5.1.9,132
EG.5.2,634
EG.5.2.1,378
EG.5.2.2,16
EG.5.2.3,155
EG.6,15
EG.6.1,1623
EG.6.1.1,40
EG.7,78
EG.8,29
EG.9,3
EG.9.1,36
EH.1,4
EJ.1,8
EJ.2,67
EJ.3,1
EK.1,1
EK.2,370
EK.2.1,113
EK.3,9
EK.4,63
EL.1,76
EM.1,22
EN.1,20
EN.1.1,3
EP.1,1
EP.1.1,1
EP.2,2
EQ.1,11
ER.1,1
ER.1.1,1
ES.1,44
ET.1,3
EU.1,23
EU.1.1,356
EU.1.1.1,114
EU.1.1.2,2
EU.1.1.3,30
EW.1,1
EW.2,190
EW.3,1
EY.1,163
EZ.1,7
FA.1,106
FA.2,1
FB.1,34
FB.2,103
FC.1,3
FD.1,5
FD.1.1,417
FD.2,3027
FD.2.1,2
FD.3,55
FD.4,884
FD.4.1,15
FE.1,106
FE.1.1,236
FE.1.1.1,121
FE.1.1.2,67
FE.1.1.3,1
FE.1.1.4,21
FE.1.2,459
FG.1,71
FG.2,177
FG.3,18
FH.1,173
FJ.1,3
FK.1,29
FK.1.1,255
FK.1.1.2,45
FK.1.2.1,6
FK.1.2.2,29
FK.1.3,16
FK.1.3.1,2
FK.1.3.2,18
FK.1.4.1,2
FK.1.5,40
FL.1,145
FL.1.1,145
FL.1.2,6
FL.1.3,101
FL.1.4,50
FL.1.5,162
FL.1.5.1,7543
FL.1.5.2,86
FL.1.6,46
FL.10,175
FL.10.1,154
FL.10.2,25
FL.10.3,10
FL.11,33
FL.12,154
FL.13,143
FL.13.1,3
FL.13.2,32
FL.13.3,41
FL.14,25
FL.15,404
FL.15.1,3
FL.15.1.1,41
FL.15.2,1
FL.15.3,61
FL.16,92
FL.17,22
FL.17.2,20
FL.18,140
FL.18.1,14
FL.18.1.1,4
FL.19,5
FL.19.1,47
FL.2,716
FL.2.1,61
FL.2.2,5
FL.2.2.1,15
FL.2.3,210
FL.2.3.1,8
FL.2.4,24
FL.2.5,104
FL.2.6,42
FL.20,122
FL.20.1,26
FL.20.2,80
FL.21,127
FL.21.1,11
FL.21.2,7
FL.22,95
FL.23,7
FL.23.1,37
FL.24,149
FL.25,270
FL.26,42
FL.26.1,3
FL.27,48
FL.28,18
FL.29,46
FL.3,191
FL.3.1,121
FL.3.2,54
FL.3.3,9
FL.30,5
FL.31,60
FL.31.1,8
FL.32,28
FL.32.1,43
FL.33,29
FL.33.1,6
FL.34,13
FL.35,14
FL.36,5
FL.4,1124
FL.4.1,16
FL.4.1.1,2
FL.4.10,3
FL.4.11,22
FL.4.2,35
FL.4.3,7
FL.4.4,1
FL.4.5,47
FL.4.6,59
FL.4.7,1
FL.4.8,35
FL.4.9,55
FL.5,490
FL.5.1,30
FL.6,7
FL.7,117
FL.8,147
FL.9,25
FM.1,9
FM.2,3
FP.1,1
FP.2,5
FP.2.1,30
FP.2.1.1,35
FP.4,14
FQ.1,2
FR.1,48
FR.1.1,10
FR.1.2,3
FR.1.3,11
FR.1.4,4
FR.1.5,3
FR.2,2
FS.1,3
FT.1,16
FT.2,20
FT.3,143
FT.3.1,45
FT.3.1.1,185
FT.4,1
FU.1,1349
FU.2,1177
FU.2.1,646
FU.3,15
FU.3.1,1
FU.4,6
FU.5,8
FV.1,19
FW.1,25
FW.1.1,8
FW.2,2
FW.3,1
FY.1,139
FY.1.1,11
FY.1.2,121
FY.2,284
FY.2.1,65
FY.3,57
FY.3.1,110
FY.3.2,101
FY.3.3,73
FY.4,3
FY.4.1,76
FY.4.1.1,125
FY.4.1.2,55
FY.4.2,134
FY.5,465
FY.6,28
FY.7,3
FZ.1,2
FZ.1.1,5
FZ.2,101
GA.1,7
GA.2,26
GA.3,13
GA.4,17
GA.4.1,58
GA.4.1.1,3
GA.5,15
GA.6,19
GA.6.1,21
GB.1,106
GB.2,3
GC.1,25
GC.2,54
GD.1,263
GD.2,7
GE.1,1423
GE.1.1,15
GE.1.2,29
GE.1.3,114
GF.1,103
GG.1,24
GH.1,24
GJ.1,18
GJ.1.1,66
GJ.1.2,2578
GJ.1.2.1,22
GJ.1.2.2,208
GJ.1.2.4,31
GJ.1.2.5,140
GJ.1.2.6,28
GJ.1.2.7,14
GJ.1.2.8,53
GJ.2,7
GJ.3,51
GJ.4,174
GJ.5,151
GJ.5.1,11
GK.1,439
GK.1.1,1064
GK.1.2,21
GK.1.3,213
GK.1.4,15
GK.2,502
GK.2.1,121
GK.2.1.1,20
GK.2.2,16
GK.2.3,19
GK.3,46
GK.3.1,318
GK.3.2,41
GK.4,19
GL.1,40
GM.1,3
GM.3,22
GM.3.1,3
GN.1,298
GN.1.1,109
GN.2,6
GN.3,9
GN.4,30
GN.5,3
GP.1,4
GP.2,34
GP.3,3
GQ.1,5
GR.1,129
GS.1,162
GS.2,9
GS.3,89
GS.4,132
GS.4.1,210
GS.5,5
GT.1,2
GU.1,199
GV.1,231
GW.1,6
GW.1.1,1
GW.2,113
GW.3,4
GW.4,7
GW.5,63
GW.5.1,28
GW.5.1.1,11
GY.1,25
GY.2.1,19
GY.3,3
GY.5,392
GY.6,170
GY.7,95
GY.8,14
GZ.1,157
HA.1,25
HA.2,104
HB.1,16
HC.1,42
HC.2,26
HC.3,38
HC.4,5
HD.1,6
HD.1.1,6
HE.1,47
HF.1,1226
HF.1.1,419
HF.1.2,154
HG.1,23
HG.2,125
HH.1,324
HH.1.1,81
HH.2,145
HJ.1,171
HK.1,83
HK.11,102
HK.2,41
HK.3,1439
HK.3.1,65
HK.3.2,101
HK.3.3,15
HK.4,11
HK.5,10
HK.6,256
HK.7,142
HK.8,31
HK.9,12
HL.1,8
HN.1,488
HP.1,25
HP.1.1,110
HQ.1,48
HR.1,153
HS.1,242
HS.1.1,98
HT.1,270
HT.2,372
HU.1,3
HU.1.1,130
HU.2,10
HV.1,8307
HW.1,16
HW.1.1,91
HY.1,397
HZ.1,718
HZ.2,364
HZ.3,189
JA.1,23
JB.2,4
JB.2.1,2
JC.1,99
JD.1,42
JD.1.1,820
JD.1.1.1,84
JD.1.1.2,7
JD.1.1.3,15
JD.1.2,44
JD.2,32
JE.1,45
JE.1.1,35
JF.1,758
JF.2,20
JG.1,28
JG.2,35
JG.3,393
JH.1,9
JH.2,7
JJ.1,22
JK.1,151
JL.1,9
JM.1,3
JM.2,20
JN.1,325
JN.2,44
JN.3,57
JN.4,5
JN.5,5
JN.6,6
JP.1,1
JQ.1,1
NONE,3444
Q.3,1
UNASSIGNED,5027
XAA,101
XAC,98
XAE,40
XAF,32
XAG,17
XAH,3
XAJ,28
XAK,1
XAM,110
XAN,12
XAP,73
XAQ,4
XAS,371
XAU,10
XAV,27
XAY,1
XAY.1,20
XAY.1.1.1,2
XAY.2,2
XAY.2.3,1
XAZ,245
XBB,1237
XBB.1,6659
XBB.1.1,238
XBB.1.10,46
XBB.1.11,48
XBB.1.11.1,20
XBB.1.12,2
XBB.1.12.1,1
XBB.1.13,97
XBB.1.14,1
XBB.1.14.1,4
XBB.1.15,2978
XBB.1.15.1,36
XBB.1.16,7579
XBB.1.16.1,3160
XBB.1.16.10,81
XBB.1.16.11,2774
XBB.1.16.12,176
XBB.1.16.13,226
XBB.1.16.14,227
XBB.1.16.15,1009
XBB.1.16.16,253
XBB.1.16.17,112
XBB.1.16.18,224
XBB.1.16.19,291
XBB.1.16.2,571
XBB.1.16.20,79
XBB.1.16.21,147
XBB.1.16.22,35
XBB.1.16.23,290
XBB.1.16.24,25
XBB.1.16.3,125
XBB.1.16.4,119
XBB.1.16.5,209
XBB.1.16.6,7719
XBB.1.16.7,28
XBB.1.16.8,244
XBB.1.16.9,540
XBB.1.17,3
XBB.1.17.1,170
XBB.1.18,21
XBB.1.18.1,109
XBB.1.19,4
XBB.1.19.1,82
XBB.1.19.2,6
XBB.1.2,1
XBB.1.20,1
XBB.1.21,7
XBB.1.22,321
XBB.1.22.1,171
XBB.1.22.2,48
XBB.1.22.3,11
XBB.1.24,2
XBB.1.24.1,48
XBB.1.24.2,1
XBB.1.24.3,3
XBB.1.25,1
XBB.1.26,1
XBB.1.27,9
XBB.1.28,9
XBB.1.28.1,18
XBB.1.3,14
XBB.1.30,88
XBB.1.31,5
XBB.1.31.2,2
XBB.1.32,25
XBB.1.33,40
XBB.1.34,19
XBB.1.34.1,16
XBB.1.34.2,4
XBB.1.35,6
XBB.1.36,1
XBB.1.37,8
XBB.1.37.1,23
XBB.1.38,13
XBB.1.39,1
XBB.1.4,69
XBB.1.4.1,10
XBB.1.4.2,31
XBB.1.40,5
XBB.1.41,57
XBB.1.41.1,417
XBB.1.41.2,238
XBB.1.42,117
XBB.1.42.1,90
XBB.1.42.2,946
XBB.1.43,2
XBB.1.43.1,15
XBB.1.44,31
XBB.1.44.1,8
XBB.1.45,20
XBB.1.45.1,187
XBB.1.47,2
XBB.1.47.1,5
XBB.1.48,1
XBB.1.5,100061
XBB.1.5.1,2376
XBB.1.5.10,1900
XBB.1.5.100,432
XBB.1.5.101,17
XBB.1.5.102,43
XBB.1.5.103,140
XBB.1.5.104,405
