t,date,smoothed_phi
2,2022-01-03,809.4681134426561
3,2022-01-04,818.960903130248
4,2022-01-05,830.3551311617742
5,2022-01-06,844.0174157570763
6,2022-01-07,860.2938685838224
7,2022-01-08,879.4396448805528
8,2022-01-09,901.520151256113
9,2022-01-10,926.2979117846544
10,2022-01-11,953.1410218714685
11,2022-01-12,981.0080277760954
12,2022-01-13,1008.5588325418945
13,2022-01-14,1034.3951858042487
14,2022-01-15,1057.3622961466517
15,2022-01-16,1076.7965783243212
16,2022-01-17,1092.627821042761
17,2022-01-18,1105.32258315133
18,2022-01-19,1115.7276522739312
19,2022-01-20,1124.8926560963923
20,2022-01-21,1133.9249054667707
21,2022-01-22,1143.8903417330325
22,2022-01-23,1155.7472256474784
23,2022-01-24,1170.2901336747454
24,2022-01-25,1188.0862212352397
25,2022-01-26,1209.397638304437
26,2022-01-27,1234.100031053048
27,2022-01-28,1261.624830234894
28,2022-01-29,1290.9669067959953
29,2022-01-30,1320.7976627226265
30,2022-01-31,1349.694426484
31,2022-02-01,1376.4420191548727
32,2022-02-02,1400.3095673258163
33,2022-02-03,1421.1958036074525
34,2022-02-04,1439.5848831297453
35,2022-02-05,1456.3314686183433
36,2022-02-06,1472.3487276152591
37,2022-02-07,1488.283534566261
38,2022-02-08,1504.2469055081579
39,2022-02-09,1519.6536267206723
40,2022-02-10,1533.2216463734053
41,2022-02-11,1543.168388303116
42,2022-02-12,1547.5891689544771
43,2022-02-13,1544.9160618049764
44,2022-02-14,1534.2910189877593
45,2022-02-15,1515.7128953161096
46,2022-02-16,1489.9332098729133
47,2022-02-17,1458.1959554682126
48,2022-02-18,1421.9597598252021
49,2022-02-19,1382.7003090801563
50,2022-02-20,1341.8198658152826
51,2022-02-21,1300.637024595326
52,2022-02-22,1260.4076461360726
53,2022-02-23,1222.329678255664
54,2022-02-24,1187.5011861938406
55,2022-02-25,1156.8281242095782
56,2022-02-26,1130.9105034215333
57,2022-02-27,1109.9582303022537
58,2022-02-28,1093.7829177637261
59,2022-03-01,1081.876009451596
60,2022-03-02,1073.5387496346893
61,2022-03-03,1068.0070971211617
62,2022-03-04,1064.526253953105
63,2022-03-05,1062.3602569507198
64,2022-03-06,1060.750223404265
65,2022-03-07,1058.8504240352086
66,2022-03-08,1055.6774457524198
67,2022-03-09,1050.1098784877267
68,2022-03-10,1040.9725327215372
69,2022-03-11,1027.2191143110022
70,2022-03-12,1008.1804636574917
71,2022-03-13,983.7851802129812
72,2022-03-14,954.6340978931203
73,2022-03-15,921.8668678681447
74,2022-03-16,886.8759709211777
75,2022-03-17,851.0073865093145
76,2022-03-18,815.3704733216953
77,2022-03-19,780.7929479745919
78,2022-03-20,747.8793591063002
79,2022-03-21,717.1055394383261
80,2022-03-22,688.896540880836
81,2022-03-23,663.6636794871822
82,2022-03-24,641.799848004167
83,2022-03-25,623.6462459477458
84,2022-03-26,609.4489196217623
85,2022-03-27,599.3219121865111
86,2022-03-28,593.227612291845
87,2022-03-29,590.9768400551393
88,2022-03-30,592.2442448475622
89,2022-03-31,596.5907805076654
90,2022-04-01,603.4849215458023
91,2022-04-02,612.3170762998167
92,2022-04-03,622.4059308537041
93,2022-04-04,633.0000557882654
94,2022-04-05,643.2824808641672
95,2022-04-06,652.3897109152633
96,2022-04-07,659.4584167422623
97,2022-04-08,663.7093873872307
98,2022-04-09,664.5650555140862
99,2022-04-10,661.7739788078036
100,2022-04-11,655.4937203906587
101,2022-04-12,646.2826027498032
102,2022-04-13,634.9833156247823
103,2022-04-14,622.5326019181177
104,2022-04-15,609.765170683876
105,2022-04-16,597.2732408359169
106,2022-04-17,585.3475419623219
107,2022-04-18,573.992028083067
108,2022-04-19,562.9919564588286
109,2022-04-20,552.0189412879922
110,2022-04-21,540.7593589391523
111,2022-04-22,529.040354446691
112,2022-04-23,516.9077902504216
113,2022-04-24,504.612787431502
114,2022-04-25,492.5079171129064
115,2022-04-26,480.91012917730336
116,2022-04-27,469.9998356433438
117,2022-04-28,459.7861620856052
118,2022-04-29,450.1226655419044
119,2022-04-30,440.74207745348133
120,2022-05-01,431.2897885117921
121,2022-05-02,421.3544339987229
122,2022-05-03,410.5075772479711
