lineages_l,number_genomes_per_lineage
BA.3.1,3
BA.4,956
BA.4.1,1543
BA.4.1.1,150
BA.4.1.4,1
BA.4.1.5,4
BA.4.1.7,83
BA.4.1.8,14
BA.4.1.9,14
BA.4.2,12
BA.4.3,1
BA.4.4,18
BA.4.5,715
BA.4.6,317
BA.4.6.1,7
BA.4.6.2,12
BA.4.6.3,21
BA.4.6.4,1179
BA.4.6.5,86
BA.4.7,5
BA.5,318
BA.5.1,2175
BA.5.1.1,64
BA.5.1.10,78
BA.5.1.12,56
BA.5.1.16,1
BA.5.1.17,6
BA.5.1.18,2
BA.5.1.19,2
BA.5.1.2,61
BA.5.1.20,1
BA.5.1.21,3
BA.5.1.22,80
BA.5.1.23,118
BA.5.1.24,31
BA.5.1.25,64
BA.5.1.26,2
BA.5.1.27,27
BA.5.1.28,1
BA.5.1.3,50
BA.5.1.30,86
BA.5.1.31,1
BA.5.1.33,9
BA.5.1.34,5
BA.5.1.35,10
BA.5.1.36,6
BA.5.1.4,11
BA.5.1.5,64
BA.5.1.6,9
BA.5.1.7,9
BA.5.1.8,1
BA.5.1.9,1
BA.5.10,79
BA.5.10.1,66
BA.5.11,47
BA.5.12,3
BA.5.2,9493
BA.5.2.1,10122
BA.5.2.11,1
BA.5.2.12,10
BA.5.2.13,69
BA.5.2.16,110
BA.5.2.18,51
BA.5.2.19,68
BA.5.2.2,29
BA.5.2.20,294
BA.5.2.21,89
BA.5.2.22,32
BA.5.2.23,11
BA.5.2.24,148
BA.5.2.25,16
BA.5.2.26,60
BA.5.2.27,115
BA.5.2.28,98
BA.5.2.29,11
BA.5.2.3,37
BA.5.2.30,1
BA.5.2.31,13
BA.5.2.33,236
BA.5.2.34,99
BA.5.2.35,48
BA.5.2.36,18
BA.5.2.37,14
BA.5.2.38,11
BA.5.2.4,485
BA.5.2.42,108
BA.5.2.44,24
BA.5.2.45,24
BA.5.2.46,8
BA.5.2.47,197
BA.5.2.48,6
BA.5.2.49,3
BA.5.2.5,15
BA.5.2.52,12
BA.5.2.54,7
BA.5.2.55,1
BA.5.2.56,16
BA.5.2.57,178
BA.5.2.58,1
BA.5.2.6,339
BA.5.2.60,1
BA.5.2.62,25
BA.5.2.63,9
BA.5.2.7,146
BA.5.2.8,4
BA.5.2.9,95
BA.5.3,11
BA.5.3.1,158
BA.5.3.2,5
BA.5.3.3,24
BA.5.3.4,1
BA.5.3.5,2
BA.5.5,397
BA.5.5.1,7
BA.5.5.2,4
BA.5.5.3,2
BA.5.6,783
BA.5.6.1,4
BA.5.6.2,1
BA.5.6.4,1
BA.5.7,1074
BA.5.8,18
BA.5.9,57
BE.1,1729
BE.1.1,476
BE.1.1.1,63
BE.1.1.2,20
BE.1.2,8
BE.1.2.1,5
BE.1.3,1
BE.1.4,10
BE.1.4.1,1
BE.1.4.2,1
BE.1.4.4,1
BE.10,3
BE.12,7
BE.13,1
BE.2,3
BE.3,29
BE.4,97
BE.4.1,8
BE.4.1.1,6
BE.4.2,8
BE.5,7
BE.6,1
BE.7,21
BE.8,24
BE.9,7
BF.1,112
BF.1.1,2
BF.10,379
BF.11,150
BF.11.1,6
BF.11.3,2
BF.11.4,27
BF.12,2
BF.13,46
BF.14,65
BF.15,172
BF.16,15
BF.17,601
BF.18,669
BF.2,5
BF.20,5
BF.21,24
BF.22,1
BF.23,38
BF.24,99
BF.25,14
BF.26,40
BF.27,45
BF.28,97
BF.3,48
BF.3.1,4
BF.30,5
BF.31,14
BF.31.1,18
BF.32,4
BF.34,35
BF.36,13
BF.38,10
BF.39,10
BF.4,25
BF.40,1
BF.41,3
BF.5,475
BF.5.2,1
BF.5.4,1
BF.5.5,25
BF.6,14
BF.7,516
BF.7.12,42
BF.7.13.2,2
BF.7.14,13
BF.7.14.1,2
BF.7.14.3,2
BF.7.14.4,2
BF.7.14.5,1
BF.7.18,2
BF.7.19,10
BF.7.19.1,2
BF.7.20,82
BF.7.21,16
BF.7.22,6
BF.7.23,2
BF.7.24,14
BF.7.26,4
BF.7.27,8
BF.7.3,1
BF.7.4,91
BF.7.4.1,37
BF.7.4.2,11
BF.7.5,67
BF.7.6,54
BF.7.7,24
BF.7.8,2
BF.7.9,3
BF.8,18
BG.2,6
BG.3,1
BG.5,21
BH.1,6
BJ.1,1
BK.1,10
BL.1,125
BL.1.1,17
BL.2,68
BL.2.1,5
BL.3,23
BL.4,11
BM.1,13
BM.1.1,86
BM.1.1.1,21
BM.1.1.3,233
BM.1.1.4,2
BM.2,12
BM.2.1,9
BM.2.2,2
BM.3,1
BM.4.1,4
BM.4.1.1,52
BM.5,3
BN.1,564
BN.1.1,34
BN.1.1.1,59
BN.1.10,18
BN.1.2,357
BN.1.2.1,1
BN.1.2.2,27
BN.1.2.3,259
BN.1.2.4,2
BN.1.2.5,14
BN.1.2.6,4
BN.1.2.7,3
BN.1.3,1123
BN.1.3.1,16
BN.1.3.10,10
BN.1.3.12,11
BN.1.3.2,2
BN.1.3.5,138
BN.1.3.6,93
BN.1.3.7,51
BN.1.3.8,3
BN.1.3.9,3
BN.1.4,222
BN.1.4.1,2
BN.1.4.2,8
BN.1.4.3,1
BN.1.4.5,12
BN.1.5,27
BN.1.5.1,7
BN.1.5.2,3
BN.1.7,4
BN.1.9,57
BN.2,6
BN.2.1,1
BN.3,4
BN.3.1,61
BN.4,6
BN.5,12
BN.6,12
BP.1,9
BQ.1,620
BQ.1.1,2261
BQ.1.1.1,18
BQ.1.1.10,4
BQ.1.1.11,17
BQ.1.1.13,28
BQ.1.1.15,17
BQ.1.1.17,12
BQ.1.1.18,80
BQ.1.1.19,8
BQ.1.1.2,1
BQ.1.1.20,1
BQ.1.1.21,4
BQ.1.1.22,195
BQ.1.1.23,6
BQ.1.1.24,7
BQ.1.1.26,4
BQ.1.1.27,2
BQ.1.1.28,1
BQ.1.1.3,177
BQ.1.1.30,4
BQ.1.1.31,99
BQ.1.1.32,31
BQ.1.1.35,22
BQ.1.1.36,4
BQ.1.1.37,1
BQ.1.1.38,2
BQ.1.1.39,9
BQ.1.1.4,43
BQ.1.1.40,4
BQ.1.1.41,17
BQ.1.1.42,1
BQ.1.1.44,1
BQ.1.1.45,23
BQ.1.1.46,1
BQ.1.1.47,5
BQ.1.1.49,3
BQ.1.1.5,23
BQ.1.1.51,3
BQ.1.1.52,11
BQ.1.1.53,6
BQ.1.1.56,4
BQ.1.1.57,1
BQ.1.1.58,3
BQ.1.1.6,1
BQ.1.1.60,1
BQ.1.1.63,1
BQ.1.1.64,1
BQ.1.1.66,1
BQ.1.1.67,8
BQ.1.1.68,5
BQ.1.1.69,30
BQ.1.1.7,9
BQ.1.1.70,3
BQ.1.1.72,32
BQ.1.1.74,1
BQ.1.1.77,4
BQ.1.1.78,2
BQ.1.1.8,22
BQ.1.10,173
BQ.1.10.1,1
BQ.1.10.3,1
BQ.1.11,73
BQ.1.12,17
BQ.1.13,6
BQ.1.13.1,7
BQ.1.14,115
BQ.1.15,2
BQ.1.16,6
BQ.1.18,58
BQ.1.19,1
BQ.1.2,112
BQ.1.2.1,4
BQ.1.2.3,100
BQ.1.20,2
BQ.1.21,3
BQ.1.22,3
BQ.1.23,665
BQ.1.24,1
BQ.1.25,37
BQ.1.25.1,4
BQ.1.3,17
BQ.1.3.1,10
BQ.1.3.2,58
BQ.1.31,2
BQ.1.4,1
BQ.1.5,180
BQ.1.6,2
BQ.1.7,2
BQ.1.8,133
BQ.1.8.1,4
BQ.1.8.2,9
BQ.2,29
BR.1,126
BR.1.1,2
BR.2,510
BR.2.1,4317
BR.3,69
BR.4,2
BR.5,10
BR.5.1,2
BS.1,22
BS.1.1,77
BT.2,9
BU.1,1
BU.3,1
BV.1,1
BV.2,6
BW.1.1,13
BW.1.1.1,2
BY.1,81
BY.1.1,2
CA.2,3
CA.3,22
CA.3.1,4
CA.4,4
CA.6,2
CA.7,7
CB.1,16
CD.1,2
CD.2,1
CE.1,26
CH.1,1
CH.1.1,429
CH.1.1.1,688
CH.1.1.10,3
CH.1.1.11,201
CH.1.1.13,1
CH.1.1.16,3
CH.1.1.17,120
CH.1.1.18,3
CH.1.1.19,5
CH.1.1.2,128
CH.1.1.23,2
CH.1.1.24,9
CH.1.1.26,6
CH.1.1.27,52
CH.1.1.3,159
CH.1.1.6,1
CH.1.1.7,473
CH.1.1.8,3
CH.2,4
CH.3,1
CH.3.1,55
CJ.1,7
CJ.1.1,1
CJ.1.2,1
CJ.1.3,1
CK.1,27
CK.1.2,6
CK.1.3,3
CK.1.4,1
CK.2,25
CK.2.1,67
CK.2.1.1,10
CK.3,29
CL.1,43
CL.1.3,3
CM.1,6
CM.10,9
CM.11,1
CM.12,11
CM.2,75
CM.2.1,32
CM.3,80
CM.4,100
CM.4.1,1
CM.5,10
CM.5.1,17
CM.5.2,7
CM.6,1
CM.7,3
CM.8,5
CM.8.1,21
CM.8.1.2,1
CM.8.1.4,2
CM.8.1.5,1
CN.1,23
CP.1,52
CP.1.2,3
CP.5,1
CP.6,12
CP.8,127
CP.8.1,17
CQ.1,43
CQ.2,9
CR.1,22
CR.1.1,10
CT.1,7
CV.1,10
CZ.2,2
DA.1,3
DB.1,20
DB.2,1
DD.1,2
DF.1,287
DF.1.1,3
DG.1,35
DJ.1,1
DJ.1.1.1,1
DL.1,2
DN.1,2
DN.1.1,2
DN.2,21
DN.3,95
DN.3.1,20
DQ.1,22
DS.2,1
DU.1,1
DV.1.1,52
DV.2,1
DV.4,29
DV.5,106
DV.6,20
DV.6.2,4
DV.7,4
DV.7.1,67
DV.7.1.1,2
DV.7.1.2,13
DV.7.1.3,16
DY.2,11
DY.3,4
DY.4,10
DZ.1,2
EA.1,5
EB.1,1
EC.1.1,1
ED.1,1
EE.1,3
EE.2,2
EE.3,1
EF.1,7
EF.1.1,17
EF.1.1.1,1
EF.2,1
EF.3,1
EG.1,1419
EG.1.2,13
EG.1.4,26
EG.1.5,2
EG.1.6,23
EG.10.1,12
EG.13,18
EG.14,8
EG.2,137
EG.2.1,1
EG.2.2,1
EG.2.3,2
EG.2.4,4
EG.3,3
EG.4,41
EG.4.1,1
EG.4.3,24
EG.4.4,2
EG.4.5,1
EG.5,11
EG.5.1,361
EG.5.1.1,821
EG.5.1.2,3
EG.5.1.3,241
EG.5.1.4,146
EG.5.1.5,3
EG.5.1.6,75
EG.5.1.8,65
EG.5.1.9,1
EG.5.2,73
EG.5.2.1,7
EG.5.2.2,2
EG.6,8
EG.6.1,18
EG.7,4
EH.1,1
EJ.1,5
EJ.2,56
EK.2,1
EL.1,6
EM.1,18
EN.1,1
EP.1,2
EP.1.1,2
ER.1.1,4
EU.1,2
EU.1.1,12
EU.1.1.1,7
EU.1.1.2,23
EU.1.1.3,5
EW.1,2
EW.2,3
EY.1,1
FC.1,7
FD.1,16
FD.2,30
FD.3,2
FD.4,48
FD.4.1,3
FE.1.1,13
FE.1.1.1,1
FE.1.2,4
FG.2,1
FG.3,37
FH.1,8
FK.1,100
FK.1.1,419
FK.1.1.1,34
FK.1.1.2,450
FK.1.2,1
FK.1.2.1,1
FK.1.2.2,35
FK.1.3,53
FK.1.3.1,55
FK.1.3.2,137
FK.1.4,156
FK.1.4.1,36
FK.1.5,147
FL.1,23
FL.1.1,11
FL.1.1.1,38
FL.1.3,8
FL.1.4,27
FL.1.5,2
FL.1.5.1,165
FL.1.5.2,6
FL.1.6,9
FL.1.7,1
FL.10,39
FL.10.1,8
FL.10.3,7
FL.11,7
FL.12,153
FL.13,42
FL.13.1,2
FL.13.2,2
FL.13.3,11
FL.13.3.1,2
FL.14,52
FL.15,77
FL.15.1.1,57
FL.15.2,4
FL.15.3,5
FL.16,3
FL.17,5
FL.17.1,1
FL.17.2,2
FL.18,45
FL.18.1.1,18
FL.19,6
FL.2,244
FL.2.1,12
FL.2.2,3
FL.2.2.1,19
FL.2.3,64
FL.2.3.1,3
FL.2.4,12
FL.2.5,6
FL.2.6,1
FL.20,13
FL.20.1,2
FL.20.2,4
FL.21,4
FL.21.1,1
FL.22,51
FL.23,3
FL.23.1,5
FL.24,5
FL.25,5
FL.26,26
FL.27,1
FL.29,3
FL.3,134
FL.3.1,36
FL.3.2,10
FL.3.3,2
FL.31,1
FL.32,3
FL.32.1,1
FL.33,1
FL.33.1,1
FL.34,3
FL.35,18
FL.36,16
FL.4,351
FL.4.1,41
FL.4.1.1,7
FL.4.10,10
FL.4.11,1
FL.4.2,2
FL.4.3,1
FL.4.4,9
FL.4.5,36
FL.4.6,211
FL.4.8,19
FL.4.9,7
FL.5,88
FL.5.1,15
FL.6,122
FL.7,1
FL.8,18
FL.9,3
FM.1,5
FP.1,14
FP.2,20
FP.2.1,3
FP.3,10
FP.4,15
FQ.1,47
FR.1,10
FR.1.1,2
FS.1,1
FT.2,2
FT.3.1.1,1
FU.1,113
FU.2,105
FU.2.1,5
FU.3,13
FU.3.1,2
FU.4,5
FU.5,2
FV.1,5
FW.3,1
FY.1,4
FY.1.1,5
FY.1.2,30
FY.2,44
FY.2.1,10
FY.3,23
FY.3.1,23
FY.3.2,15
FY.3.3,13
FY.4,1
FY.4.1,3
FY.4.1.2,3
FY.4.2,1
FY.5,75
FY.6,8
FZ.1.1,1
GA.1,18
GA.2,7
GA.4.1,3
GA.6,4
GD.2,1
GE.1,62
GE.1.1,3
GE.1.2,1
GE.1.3,30
GF.1,21
GG.1,1
GJ.1,2
GJ.1.1,14
GJ.1.2,88
GJ.1.2.1,4
GJ.1.2.2,1
GJ.1.2.4,7
GJ.1.2.5,1
GJ.1.2.6,5
GJ.1.2.7,1
GJ.3,23
GJ.4,1
GJ.5,3
GJ.5.1,3
GK.1,16
GK.1.1,61
GK.1.2,1
GK.1.3,1
GK.2,4
GK.2.1,13
GK.2.1.1,1
GK.3.1,4
GL.1,57
GM.1,1
GM.2,5
GM.3,1
GM.3.1,1
GN.1,1
GN.1.1,1
GN.3,1
GP.1,21
GP.2,8
GP.3,1
GQ.1,41
GQ.1.1,3
GR.1,39
GS.1,116
GS.3,2
GS.4,1
GS.4.1,14
GT.1,68
GV.1,7
GW.2,1
GW.3,5
GW.4,2
GW.5,24
GW.5.1,1
GW.5.1.1,49
GY.1,3
GY.3,1
GY.5,104
GY.6,14
GY.7,4
GY.8,3
GZ.1,10
HC.1,1
HC.4,1
HF.1,53
HF.1.1,2
HG.1,1
HH.1,75
HH.1.1,5
HH.2,54
HK.1,51
HK.11,8
HK.2,7
HK.3,817
HK.3.1,32
HK.3.2,105
HK.3.3,8
HK.4,5
HK.5,1
HK.6,19
HK.7,6
HM.1,7
HN.1,1
HQ.1,1
HR.1,6
HT.1,5
HU.2,26
HV.1,349
HW.1,450
HW.1.1,19
HZ.1,1
HZ.2,17
JD.1,14
JD.1.1,108
JD.1.1.1,7
JD.1.2,7
JD.2,1
JE.1,34
JE.1.1,38
JF.1,88
JG.1,12
JG.2,2
JG.3,53
JJ.1,1
JK.1,11
JN.1,75
JN.2,5
JN.2.1,12
JN.3,1
JN.6,1
JQ.1,1
UNASSIGNED,552
XAC,1
XAM,1
XAN,1
XAS,1
XAY.1.1.2,3
XAY.2,1
XAY.3,3
XAZ,16
XBB,112
XBB.1,897
XBB.1.1,57
XBB.1.10,21
XBB.1.11,1
XBB.1.11.1,5
XBB.1.13,1
XBB.1.14,2
XBB.1.15,10
XBB.1.15.1,1
XBB.1.16,1993
XBB.1.16.1,688
XBB.1.16.10,39
XBB.1.16.11,148
XBB.1.16.12,31
XBB.1.16.13,26
XBB.1.16.14,4
XBB.1.16.15,42
XBB.1.16.16,1
XBB.1.16.17,28
XBB.1.16.18,24
XBB.1.16.19,24
XBB.1.16.2,293
XBB.1.16.20,16
XBB.1.16.21,14
XBB.1.16.22,29
XBB.1.16.23,3
XBB.1.16.24,4
XBB.1.16.3,26
XBB.1.16.4,80
XBB.1.16.5,46
XBB.1.16.6,174
XBB.1.16.7,20
XBB.1.16.8,167
XBB.1.16.9,67
XBB.1.17.1,11
XBB.1.17.2,1
XBB.1.18,1
XBB.1.18.1,7
XBB.1.19,12
XBB.1.19.1,82
XBB.1.19.2,47
XBB.1.21,2
XBB.1.22,5
XBB.1.22.1,93
XBB.1.22.2,21
XBB.1.23,1
XBB.1.24,1
XBB.1.24.1,6
XBB.1.24.3,2
XBB.1.28,2
XBB.1.30,1
XBB.1.31,2
XBB.1.31.2,3
XBB.1.32,10
XBB.1.34,11
XBB.1.34.1,5
XBB.1.35,9
XBB.1.36,2
XBB.1.37,5
XBB.1.37.1,14
XBB.1.38,1
XBB.1.39,7
XBB.1.4,9
XBB.1.4.1,2
XBB.1.41,2
XBB.1.41.1,24
XBB.1.41.2,1
XBB.1.42,7
XBB.1.42.1,8
XBB.1.42.2,55
XBB.1.43.1,9
XBB.1.45.1,1
XBB.1.46,15
XBB.1.47.1,3
XBB.1.5,2617
XBB.1.5.1,319
XBB.1.5.10,27
XBB.1.5.101,3
XBB.1.5.103,3
XBB.1.5.104,2
XBB.1.5.105,1
XBB.1.5.11,6
XBB.1.5.12,9
XBB.1.5.13,116
XBB.1.5.14,12
XBB.1.5.15,60
XBB.1.5.16,33
XBB.1.5.17,17
XBB.1.5.18,70
XBB.1.5.19,1
XBB.1.5.2,4
XBB.1.5.20,11
XBB.1.5.21,74
XBB.1.5.22,275
XBB.1.5.23,65
XBB.1.5.24,168
XBB.1.5.25,6
XBB.1.5.26,8
XBB.1.5.28,6
XBB.1.5.3,2
XBB.1.5.30,41
XBB.1.5.31,2
XBB.1.5.32,48
XBB.1.5.33,15
XBB.1.5.34,15
XBB.1.5.35,25
XBB.1.5.36,4
XBB.1.5.37,49
XBB.1.5.38,1
XBB.1.5.39,2
XBB.1.5.4,33
XBB.1.5.40,3
XBB.1.5.41,1
XBB.1.5.43,41
XBB.1.5.44,85
XBB.1.5.46,22
XBB.1.5.47,16
XBB.1.5.48,17
XBB.1.5.49,6
XBB.1.5.5,5
XBB.1.5.50,3
XBB.1.5.51,53
XBB.1.5.52,4
XBB.1.5.55,5
XBB.1.5.56,7
XBB.1.5.57,20
XBB.1.5.59,59
XBB.1.5.6,1
XBB.1.5.61,1
XBB.1.5.62,7
XBB.1.5.63,7
XBB.1.5.64,4
XBB.1.5.65,6
XBB.1.5.66,7
XBB.1.5.67,7
XBB.1.5.69,15
XBB.1.5.7,81
XBB.1.5.70,2
XBB.1.5.71,5
XBB.1.5.72,14
XBB.1.5.75,49
XBB.1.5.76,6
XBB.1.5.77,6
XBB.1.5.79,2
XBB.1.5.8,1
XBB.1.5.80,2
XBB.1.5.81,1
XBB.1.5.83,1
XBB.1.5.85,1
XBB.1.5.86,13
XBB.1.5.88,1
XBB.1.5.9,1
XBB.1.5.90,3
XBB.1.5.91,10
XBB.1.5.92,4
XBB.1.5.94,1
XBB.1.5.95,7
XBB.1.5.96,11
XBB.1.5.97,228
XBB.1.6,1
XBB.1.9,109
XBB.1.9.1,475
XBB.1.9.2,520
XBB.1.9.3,2
XBB.1.9.5,1
XBB.1.9.7,10
XBB.2,61
XBB.2.1,30
XBB.2.11,2
XBB.2.11.1,3
XBB.2.12,4
XBB.2.3,365
XBB.2.3.1,43
XBB.2.3.10,1
XBB.2.3.11,41
XBB.2.3.12,9
XBB.2.3.13,2
XBB.2.3.14,1
XBB.2.3.2,94
XBB.2.3.3,45
XBB.2.3.4,22
XBB.2.3.5,15
XBB.2.3.6,18
XBB.2.3.7,77
XBB.2.3.8,17
XBB.2.3.9,15
XBB.2.4,6
XBB.2.6,8
XBB.2.7,17
XBB.2.7.1,3
XBB.2.8,10
XBB.3,41
XBB.3.1,2
XBB.3.2,8
XBB.3.4,6
XBB.4,12
XBB.5,2
XBB.6,19
XBB.6.1,1
XBB.7,6
XBB.8,12
XBB.9,16
XBC.1,129
XBC.1.1,485
XBC.1.1.1,27
XBC.1.1.2,133
XBC.1.3,684
XBC.1.4,168
XBC.1.5,3
XBC.1.6,1301
XBC.1.6.1,336
XBC.1.6.2,264
XBC.1.6.3,183
XBC.1.6.4,210
XBC.1.7,12
XBC.2,10
XBC.2.1,24
XBD,6
XBE,2
XBF,4906
XBF.1,24
XBF.10,67
XBF.2,419
XBF.3,181
XBF.4,1
XBF.5,427
XBF.6,141
XBF.7,1
XBF.8,73
XBF.8.1,38
XBG,2
XBH,2
XBJ,1
XBJ.1,6
XBK,1
XBK.1,4
XBL,4
XBL.1,54
XBL.2,28
XBL.3,13
XBL.3.1,2
XBM,1
XBQ,2
XBU,2
XBY,17
XCC,54
XCD,11
XCF,3
XCF.1,1
XCH,1
XCH.1,24
XCL,3
XCM,2
XCP,3
XE,7
XL,1
XM,10
XN,1
XU,1
