lineage,group
BA.4,BA.4/BA.4.1/BA.4.1.1/BA.4.1.4/BA.4.1.5/BA.4.1.7/BA.4.2/BA.4.3/BA.4.4/BA.5/BA.5.1/BA.5.1.1/BA.5.1.10/BA.5.1.16/BA.5.1.17/BA.5.1.19/BA.5.1.2/BA.5.1.21/BA.5.1.22/BA.5.1.23/BA.5.1.24/BA.5.1.25/BA.5.1.3/BA.5.1.30/BA.5.1.31/BA.5.1.33/BA.5.1.34/BA.5.1.35/BA.5.1.4/BA.5.1.5/BA.5.1.6/BA.5.1.7/BA.5.1.8/BA.5.1.9/BA.5.2/BA.5.2.1/BA.5.2.12/BA.5.2.16/BA.5.2.20/BA.5.2.21/BA.5.2.22/BA.5.2.26/BA.5.2.27/BA.5.2.28/BA.5.2.3/BA.5.2.33/BA.5.2.4/BA.5.2.44/BA.5.2.48/BA.5.2.5/BA.5.2.8/BA.5.2.9/BA.5.3/BA.5.3.1/BA.5.3.2/BA.5.3.3/BA.5.3.4/BA.5.5/BA.5.5.2/BA.5.5.3/BA.5.6/BA.5.6.1/BA.5.7/BA.5.8/BE.1/BE.1.1/BE.1.1.2/BE.1.4/BE.1.4.4/BE.12/BE.3/BE.4/BE.5/BF.1/BF.1.1/BF.10/BF.17/BF.18/BF.2/BF.20/BF.21/BF.22/BF.23/BF.26/BF.27/BF.28/BF.31.1/BF.38/BF.39/BF.41/BF.5/BF.5.4/BF.6/BF.8/BT.2/DY.2/DY.3/DY.4/DZ.1/XAN/XAS
BA.4.1.8,BA.4.1.8/BA.5.1.26/BF.30/BF.7.14.4/BF.7.22/BF.7.23/BF.7.3/CP.8.1
BA.4.1.9,BA.4.1.9/BA.4.6/BA.4.6.4/BA.4.6.5/BA.5.1.18/BA.5.1.20/BA.5.1.27/BA.5.1.36/BA.5.11/BA.5.12/BA.5.2.13/BA.5.2.34/BA.5.2.35/BA.5.2.47/BA.5.2.6/BA.5.3.5/BE.1.2/BE.1.4.1/BE.1.4.2/BE.4.1/BE.7/BF.11/BF.11.1/BF.11.3/BF.11.4/BF.34/BF.7/BF.7.12/BF.7.13.2/BF.7.14/BF.7.14.1/BF.7.14.3/BF.7.14.5/BF.7.18/BF.7.19/BF.7.19.1/BF.7.20/BF.7.21/BF.7.24/BF.7.27/BF.7.4/BF.7.4.1/BF.7.4.2/BF.7.5/BF.7.6/BF.7.7/BF.7.8/CP.1/CP.5/CP.6/CP.8/EB.1/XBE
BA.4.5,BA.4.5/BA.5.2.11/BA.5.2.19/BA.5.2.2/BA.5.2.31/BA.5.2.49/BF.24/BF.3/BF.31/BF.36/XAZ
BA.4.6.1,BA.4.6.1
BA.4.6.2,BA.4.6.2/BA.5.1.12/BF.25/BF.40/BF.5.2
BA.4.6.3,BA.4.6.3/CK.1.2
BA.4.7,BA.4.7/BA.5.2.57/BE.6
BA.5.1.28,BA.5.1.28
BA.5.10,BA.5.10
BA.5.10.1,BA.5.10.1/DF.1
BA.5.2.18,BA.5.2.18/BA.5.2.29
BA.5.2.23,BA.5.2.23
BA.5.2.24,BA.5.2.24/BV.2
BA.5.2.25,BA.5.2.25/BA.5.2.36/BA.5.2.42/BA.5.6.2/BE.1.1.1
BA.5.2.30,BA.5.2.30
BA.5.2.37,BA.5.2.37
BA.5.2.38,BA.5.2.38/DB.2
BA.5.2.45,BA.5.2.45
BA.5.2.46,BA.5.2.46
BA.5.2.52,BA.5.2.52/BA.5.2.60/BA.5.2.62/BA.5.5.1/BF.14/BF.32/CN.1
BA.5.2.54,BA.5.2.54
BA.5.2.55,BA.5.2.55/BA.5.2.56/BA.5.2.7
BA.5.2.58,BA.5.2.58
BA.5.2.63,BA.5.2.63/BE.4.2/CK.1/CK.1.4/CK.2/CK.2.1/CK.3/DL.1
BA.5.6.4,BA.5.6.4
BA.5.9,BA.5.9
BE.1.2.1,BE.1.2.1/BE.8
BE.1.3,BE.1.3
BE.10,BE.10
BE.13,BE.13
BE.2,BE.2
BE.4.1.1,BE.4.1.1/CQ.1/CR.1
BE.9,BE.9/BQ.1/BQ.1.10/BQ.1.11/BQ.1.12/BQ.1.13/BQ.1.14/BQ.1.15/BQ.1.16/BQ.1.2/BQ.1.2.1/BQ.1.2.3/BQ.1.23/BQ.1.3/BQ.1.3.1/BQ.1.3.2/BQ.1.4/BQ.1.5/BQ.1.6/BQ.1.7/BQ.1.8/BQ.1.8.2
BF.12,BF.12
BF.13,BF.13
BF.15,BF.15
BF.16,BF.16
BF.3.1,BF.3.1
BF.4,BF.4
BF.5.5,BF.5.5
BF.7.26,BF.7.26
BF.7.9,BF.7.9
BH.1,BH.1
BJ.1,BJ.1
BK.1,BK.1
BL.3,BL.3
BM.1.1.1,BM.1.1.1
BM.1.1.4,BM.1.1.4
BM.2,BM.2
BM.2.1,BM.2.1/CB.1
BM.2.2,BM.2.2
BM.5,BM.5
BN.1,BN.1/BN.1.2/BN.1.2.2/BN.1.2.4/BN.1.2.6/BN.1.2.7/BN.1.3/BN.1.3.1/BN.1.3.10/BN.1.3.12/BN.1.3.6/BN.1.3.7/BN.1.4/BN.1.4.2/BN.1.4.5/BN.1.5/BN.1.7/BN.1.9/DS.2/EJ.1/EJ.2/FR.1.1
BN.1.1,BN.1.1/BN.1.1.1
BN.1.10,BN.1.10
BN.1.2.1,BN.1.2.1
BN.1.2.3,BN.1.2.3/BN.1.2.5/BN.1.3.5/BN.1.3.9
BN.1.3.2,BN.1.3.2/BN.1.4.3
BN.1.3.8,BN.1.3.8
BN.1.4.1,BN.1.4.1
BN.1.5.1,BN.1.5.1
BN.1.5.2,BN.1.5.2
BN.2.1,BN.2.1
BN.3,BN.3
BN.3.1,BN.3.1
BN.4,BN.4
BP.1,BP.1
BQ.1.1,BQ.1.1/BQ.1.1.1/BQ.1.1.10/BQ.1.1.13/BQ.1.1.15/BQ.1.1.18/BQ.1.1.19/BQ.1.1.20/BQ.1.1.21/BQ.1.1.22/BQ.1.1.23/BQ.1.1.3/BQ.1.1.36/BQ.1.1.4/BQ.1.1.40/BQ.1.1.41/BQ.1.1.42/BQ.1.1.44/BQ.1.1.49/BQ.1.1.5/BQ.1.1.53/BQ.1.1.58/BQ.1.1.64/BQ.1.1.67/BQ.1.1.68/BQ.1.1.69/BQ.1.1.7/BQ.1.1.72/BQ.1.1.74/BQ.1.1.77/BQ.1.1.78/BQ.1.1.8/BQ.1.18/BQ.1.22/BQ.1.25/BQ.1.25.1/CZ.2/DB.1/DN.2/DN.3/ED.1/EE.1/EE.2/EE.3/EF.1/EF.1.1/EF.2/EF.3/FM.1
BQ.1.1.11,BQ.1.1.11
BQ.1.1.17,BQ.1.1.17/BQ.1.1.24/BQ.1.1.27/BQ.1.1.37/BQ.1.1.56/BQ.1.1.70
BQ.1.1.2,BQ.1.1.2
BQ.1.1.26,BQ.1.1.26
BQ.1.1.28,BQ.1.1.28/BQ.1.1.38/EW.2/FQ.1
BQ.1.1.30,BQ.1.1.30
BQ.1.1.31,BQ.1.1.31
BQ.1.1.32,BQ.1.1.32
BQ.1.1.35,BQ.1.1.35
BQ.1.1.39,BQ.1.1.39
BQ.1.1.45,BQ.1.1.45
BQ.1.1.46,BQ.1.1.46/EF.1.1.1/EN.1
BQ.1.1.47,BQ.1.1.47
BQ.1.1.51,BQ.1.1.51
BQ.1.1.52,BQ.1.1.52
BQ.1.1.57,BQ.1.1.57
BQ.1.1.6,BQ.1.1.6
BQ.1.1.60,BQ.1.1.60
BQ.1.1.63,BQ.1.1.63
BQ.1.1.66,BQ.1.1.66/DN.1.1
BQ.1.10.1,BQ.1.10.1
BQ.1.10.3,BQ.1.10.3/BQ.1.31
BQ.1.13.1,BQ.1.13.1
BQ.1.19,BQ.1.19
BQ.1.20,BQ.1.20
BQ.1.21,BQ.1.21
BQ.1.24,BQ.1.24
BQ.1.8.1,BQ.1.8.1
BQ.2,BQ.2
BR.1,BR.1/BR.1.1
BR.2,BR.2/BR.2.1
BR.3,BR.3
BR.4,BR.4
BR.5,BR.5/BR.5.1
BS.1,BS.1
BS.1.1,BS.1.1
BU.1,BU.1
BU.3,BU.3
BV.1,BV.1
BW.1.1,BW.1.1/BW.1.1.1
BY.1.1,BY.1.1
CA.2,CA.2
CA.3.1,CA.3.1
CA.4,CA.4/CH.3
CA.7,CA.7/CV.1
CD.1,CD.1
CD.2,CD.2
CE.1,CE.1
CH.1,CH.1
CH.1.1,CH.1.1/CH.1.1.1/CH.1.1.10/CH.1.1.11/CH.1.1.13/CH.1.1.16/CH.1.1.17/CH.1.1.2/CH.1.1.23/CH.1.1.24/CH.1.1.26/CH.1.1.27/CH.1.1.6/CH.1.1.7/DV.1.1/DV.2/DV.4/DV.5/DV.6/DV.7/FK.1/FK.1.1/FK.1.2.1/FK.1.2.2/FK.1.3/FK.1.3.1/FK.1.3.2/FK.1.4/FK.1.4.1/FK.1.5/GP.1/GP.2/GP.3
CH.1.1.18,CH.1.1.18/CH.1.1.19
CH.1.1.3,CH.1.1.3
CH.1.1.8,CH.1.1.8/FK.1.1.2
CH.3.1,CH.3.1
CJ.1,CJ.1/CJ.1.2/CJ.1.3/XBF/XBF.2/XBF.3/XBF.4/XBF.5/XBF.6/XBF.7/XBF.8/XBF.8.1/XBK.1/XBQ/XBY
CJ.1.1,CJ.1.1
CK.1.3,CK.1.3
CK.2.1.1,CK.2.1.1
CL.1,CL.1
CL.1.3,CL.1.3
CM.1,CM.1
CM.10,CM.10
CM.11,CM.11
CM.2.1,CM.2.1
CM.3,CM.3/CM.5.2
CM.4.1,CM.4.1
CM.7,CM.7
CM.8,CM.8
CM.8.1,CM.8.1/CM.8.1.4
CM.8.1.2,CM.8.1.2
CM.8.1.5,CM.8.1.5
CP.1.2,CP.1.2
CQ.2,CQ.2
CR.1.1,CR.1.1
CT.1,CT.1
DA.1,DA.1
DD.1,DD.1
DF.1.1,DF.1.1
DG.1,DG.1
DJ.1,DJ.1
DJ.1.1.1,DJ.1.1.1
DN.1,DN.1
DN.3.1,DN.3.1
DQ.1,DQ.1
DU.1,DU.1
DV.6.2,DV.6.2
DV.7.1,DV.7.1/DV.7.1.1/DV.7.1.2
DV.7.1.3,DV.7.1.3
EA.1,EA.1
EC.1.1,EC.1.1
EG.1,EG.1/EG.1.4/EG.13/EG.14/FD.1/FG.3/FL.1/FL.1.1.1/FL.10/FL.13/FL.13.3/FL.14/FL.17.1/FL.19/FL.2.4/FL.21.1/FL.22/FL.23.1/FL.27/FL.3/FL.3.1/FL.32/FL.4/FL.4.5/FL.5/FL.5.1/FP.1/FY.1/FY.1.2/FY.2.1/FY.3/FY.6/FZ.1.1/GA.1/GW.2/HQ.1/JD.2/XBB.1.17.1/XBB.1.18.1/XBB.1.19.1/XBB.1.22.2/XBB.1.34/XBB.1.34.1/XBB.1.43.1/XBB.1.5/XBB.1.5.105/XBB.1.5.11/XBB.1.5.13/XBB.1.5.14/XBB.1.5.15/XBB.1.5.18/XBB.1.5.19/XBB.1.5.24/XBB.1.5.26/XBB.1.5.31/XBB.1.5.32/XBB.1.5.35/XBB.1.5.46/XBB.1.5.48/XBB.1.5.5/XBB.1.5.6/XBB.1.5.65/XBB.1.5.66/XBB.1.5.7/XBB.1.5.71/XBB.1.5.77/XBB.1.5.9/XBB.1.5.92/XBB.1.5.97/XBB.1.9.2/XBL.1
EG.1.2,EG.1.2/EG.1.5/EG.3/EG.4.1/FG.2/FL.10.1/FL.12/FL.2/FL.2.1/FL.2.5/FL.3.2/FY.3.2/HU.2/XBB.1.22/XBB.1.22.1/XBB.1.5.1/XBB.1.5.20/XBB.1.5.37/XBB.1.5.4/XBB.1.5.50/XBB.1.5.52/XBB.1.5.67/XBB.1.5.75/XBB.1.5.76/XBB.1.5.8/XBB.1.5.86/XBB.1.5.90/XBB.6.1
EG.1.6,EG.1.6
EG.10.1,EG.10.1
EG.2,EG.2/EG.2.3/FL.4.8/GY.3/HF.1/HF.1.1/XBB.1.16.3/XBB.1.16.8/XBB.1.9.7
EG.2.1,EG.2.1
EG.2.2,EG.2.2/FL.1.4/FL.1.7/FL.33.1/FU.1/FU.2/FU.2.1/FY.5/GG.1/GY.6/GY.7/XBB.1.16/XBB.1.16.1/XBB.1.16.12/XBB.1.16.18/XBB.1.16.2/XBB.1.16.21/XBB.1.16.22/XBB.1.16.24/XBB.1.16.7/XBB.1.42.1/XBB.1.5.85/XBB.1.5.94
EG.2.4,EG.2.4
EG.4,EG.4/EG.4.3/EL.1/EM.1/FD.4/FD.4.1/FH.1/FL.18/FL.21/FL.3.3/FL.4.11/FL.8/FY.3.3/XBB.1.11.1/XBB.1.19/XBB.1.37.1/XBB.1.45.1/XBB.1.5.33/XBB.1.5.34/XBB.1.5.39/XBB.1.5.49/XBB.1.5.64/XBB.1.9.1/XBL.2/XBL.3
EG.4.4,EG.4.4/FL.10.3/FL.2.3/FL.23/FL.4.3/FL.7/FY.3.1/XBB.1.15.1/XBB.1.5.16
EG.4.5,EG.4.5/HR.1/XBB.1.16.23
EG.5,EG.5/GN.1.1/XCF
EG.5.1,EG.5.1/EG.5.1.4/EG.5.2.1/FL.15.3/FL.20/XBB.1.5.10/XBB.1.5.72
EG.5.1.1,EG.5.1.1/EG.5.1.3/EG.5.1.9/EG.5.2/FE.1.2/FL.15/FL.32.1/GN.1/HK.11/JG.1/JG.2
EG.5.1.2,EG.5.1.2
EG.5.1.5,EG.5.1.5
EG.5.1.6,EG.5.1.6
EG.5.1.8,EG.5.1.8/GK.1/GK.1.1/GK.2/GK.2.1/HK.3/JD.1/JD.1.2/XCH/XCH.1/XCL
EG.5.2.2,EG.5.2.2/FL.2.3.1/FL.33/FU.3.1/HK.4/HK.5/XBB.1.16.16/XBB.1.18/XBB.1.23/XBB.1.31.2/XBB.1.5.103/XBB.1.5.104/XBB.1.5.36/XBB.1.5.38/XBB.1.5.59/XBB.1.5.61/XBB.1.5.80/XBB.1.5.88/XBB.1.9.3/XCD
EG.6,EG.6
EG.6.1,EG.6.1/FE.1.1
EG.7,EG.7
EH.1,EH.1
EK.2,EK.2
EP.1,EP.1/EP.1.1
ER.1.1,ER.1.1
EU.1,EU.1
EU.1.1,EU.1.1/EU.1.1.1
EU.1.1.2,EU.1.1.2/FL.11/FL.4.1.1/GN.3/XBB.1.5.40/XBB.1.5.51
EU.1.1.3,EU.1.1.3
EW.1,EW.1
EY.1,EY.1
FC.1,FC.1
FD.2,FD.2
FD.3,FD.3
FE.1.1.1,FE.1.1.1
FK.1.1.1,FK.1.1.1
FK.1.2,FK.1.2
FL.1.1,FL.1.1
FL.1.3,FL.1.3
FL.1.5,FL.1.5
FL.1.5.1,FL.1.5.1/HN.1/XBB.1.16.17/XBB.1.16.6
FL.1.5.2,FL.1.5.2
FL.1.6,FL.1.6
FL.13.1,FL.13.1
FL.13.2,FL.13.2
FL.13.3.1,FL.13.3.1
FL.15.1.1,FL.15.1.1/JD.1.1/XCP
FL.15.2,FL.15.2
FL.16,FL.16
FL.17,FL.17/XBB.1.5.56
FL.17.2,FL.17.2
FL.18.1.1,FL.18.1.1
FL.2.2,FL.2.2
FL.2.2.1,FL.2.2.1
FL.2.6,FL.2.6
FL.20.1,FL.20.1
FL.20.2,FL.20.2
FL.24,FL.24/FL.4.4/XBB.1.42
FL.25,FL.25
FL.26,FL.26
FL.29,FL.29
FL.31,FL.31
FL.34,FL.34/XBB.1.5.17/XBL/XBL.3.1
FL.35,FL.35
FL.36,FL.36/XBB.1.5.44
FL.4.1,FL.4.1
FL.4.10,FL.4.10
FL.4.2,FL.4.2
FL.4.6,FL.4.6
FL.4.9,FL.4.9
FL.6,FL.6/XBB.1.5.101
FL.9,FL.9
FP.2,FP.2
FP.2.1,FP.2.1
FP.3,FP.3
FP.4,FP.4
FR.1,FR.1
FS.1,FS.1
FT.2,FT.2
FT.3.1.1,FT.3.1.1
FU.3,FU.3/GV.1
FU.4,FU.4
FU.5,FU.5
FV.1,FV.1
FW.3,FW.3
FY.1.1,FY.1.1
FY.2,FY.2
FY.4,FY.4
FY.4.1,FY.4.1
FY.4.1.2,FY.4.1.2
FY.4.2,FY.4.2
GA.2,GA.2
GA.4.1,GA.4.1
GA.6,GA.6
GD.2,GD.2/XBB.1.11/XBB.1.15/XBB.1.17.2
GE.1,GE.1/GE.1.3/GJ.1.2.7/HG.1
GE.1.1,GE.1.1/GS.3/GS.4.1
GE.1.2,GE.1.2
GF.1,GF.1
GJ.1,GJ.1
GJ.1.1,GJ.1.1/GJ.1.2/GM.1/GM.2/HH.1/HH.1.1/XBB.2.3/XBB.2.3.10/XBB.2.3.14/XBB.2.3.7/XBB.2.3.9
GJ.1.2.1,GJ.1.2.1/JE.1/JE.1.1
GJ.1.2.2,GJ.1.2.2/GJ.5.1
GJ.1.2.4,GJ.1.2.4
GJ.1.2.5,GJ.1.2.5
GJ.1.2.6,GJ.1.2.6/GS.4/XBB.2.3.11
GJ.3,GJ.3/XBB.2.3.2/XBB.2.3.3
GJ.4,GJ.4
GJ.5,GJ.5
GK.1.2,GK.1.2
GK.1.3,GK.1.3/HK.1/JG.3
GK.2.1.1,GK.2.1.1
GK.3.1,GK.3.1
GL.1,GL.1
GM.3,GM.3
GM.3.1,GM.3.1
GQ.1,GQ.1
GQ.1.1,GQ.1.1
GR.1,GR.1
GS.1,GS.1
GT.1,GT.1/HW.1/XBC.1.6/XBC.1.6.1/XBC.1.6.2/XBC.1.6.3/XBC.1.6.4
GW.3,GW.3
GW.4,GW.4
GW.5,GW.5
GW.5.1,GW.5.1
GW.5.1.1,GW.5.1.1
GY.1,GY.1
GY.5,GY.5/XBB.1.16.4
GY.8,GY.8
GZ.1,GZ.1
HC.1,HC.1
HC.4,HC.4
HH.2,HH.2
HK.2,HK.2
HK.3.1,HK.3.1
HK.3.2,HK.3.2
HK.3.3,HK.3.3
HK.6,HK.6
HK.7,HK.7
HM.1,HM.1
HT.1,HT.1
HV.1,HV.1
HW.1.1,HW.1.1
HZ.1,HZ.1/XBB.1.16.11
HZ.2,HZ.2
JD.1.1.1,JD.1.1.1
JF.1,JF.1
JJ.1,JJ.1
JK.1,JK.1
JN.1,JN.1
JN.2,JN.2/JN.6
JN.2.1,JN.2.1
UNASSIGNED,UNASSIGNED
XAY.1.1.2,XAY.1.1.2
XAY.2,XAY.2/XAY.3
XBB,XBB/XBB.1.1/XBB.1.30/XBB.1.39/XBB.3.2/XBB.5/XBB.8/XBB.9
XBB.1,XBB.1
XBB.1.10,XBB.1.10
XBB.1.13,XBB.1.13
XBB.1.14,XBB.1.14
XBB.1.16.10,XBB.1.16.10
XBB.1.16.13,XBB.1.16.13
XBB.1.16.14,XBB.1.16.14
XBB.1.16.15,XBB.1.16.15
XBB.1.16.19,XBB.1.16.19
XBB.1.16.20,XBB.1.16.20
XBB.1.16.5,XBB.1.16.5
XBB.1.16.9,XBB.1.16.9
XBB.1.19.2,XBB.1.19.2
XBB.1.21,XBB.1.21
XBB.1.24,XBB.1.24
XBB.1.24.1,XBB.1.24.1
XBB.1.24.3,XBB.1.24.3
XBB.1.28,XBB.1.28
XBB.1.31,XBB.1.31
XBB.1.32,XBB.1.32
XBB.1.35,XBB.1.35
XBB.1.36,XBB.1.36
XBB.1.37,XBB.1.37
XBB.1.38,XBB.1.38
XBB.1.4,XBB.1.4
XBB.1.4.1,XBB.1.4.1
XBB.1.41,XBB.1.41
XBB.1.41.1,XBB.1.41.1
XBB.1.41.2,XBB.1.41.2
XBB.1.42.2,XBB.1.42.2/XBB.1.5.2
XBB.1.46,XBB.1.46
XBB.1.47.1,XBB.1.47.1
XBB.1.5.12,XBB.1.5.12
XBB.1.5.21,XBB.1.5.21
XBB.1.5.22,XBB.1.5.22
XBB.1.5.23,XBB.1.5.23
XBB.1.5.25,XBB.1.5.25
XBB.1.5.28,XBB.1.5.28/XBB.1.5.62
XBB.1.5.3,XBB.1.5.3
XBB.1.5.30,XBB.1.5.30
XBB.1.5.41,XBB.1.5.41
XBB.1.5.43,XBB.1.5.43
XBB.1.5.47,XBB.1.5.47
XBB.1.5.55,XBB.1.5.55
XBB.1.5.57,XBB.1.5.57
XBB.1.5.63,XBB.1.5.63
XBB.1.5.69,XBB.1.5.69
XBB.1.5.70,XBB.1.5.70
XBB.1.5.79,XBB.1.5.79
XBB.1.5.81,XBB.1.5.81
XBB.1.5.83,XBB.1.5.83
XBB.1.5.91,XBB.1.5.91
XBB.1.5.95,XBB.1.5.95
XBB.1.5.96,XBB.1.5.96
XBB.1.6,XBB.1.6
XBB.1.9,XBB.1.9
XBB.1.9.5,XBB.1.9.5
XBB.2,XBB.2/XBB.2.6
XBB.2.1,XBB.2.1/XBB.7
XBB.2.11,XBB.2.11/XBB.2.7
XBB.2.11.1,XBB.2.11.1
XBB.2.12,XBB.2.12
XBB.2.3.1,XBB.2.3.1
XBB.2.3.12,XBB.2.3.12
XBB.2.3.13,XBB.2.3.13
XBB.2.3.4,XBB.2.3.4
XBB.2.3.5,XBB.2.3.5
XBB.2.3.6,XBB.2.3.6
XBB.2.3.8,XBB.2.3.8
XBB.2.4,XBB.2.4
XBB.2.7.1,XBB.2.7.1
XBB.2.8,XBB.2.8
XBB.3,XBB.3
XBB.3.1,XBB.3.1
XBB.3.4,XBB.3.4
XBB.4,XBB.4
XBB.6,XBB.6
XBC.1,XBC.1/XBC.1.5
XBC.1.1,XBC.1.1/XBC.1.1.2/XBC.1.3/XBC.1.4
XBC.1.1.1,XBC.1.1.1
XBC.1.7,XBC.1.7
XBC.2,XBC.2
XBC.2.1,XBC.2.1
XBF.1,XBF.1
XBF.10,XBF.10
XBG,XBG/XBM
XBH,XBH
XBJ,XBJ
XBK,XBK
XBU,XBU
XCC,XCC
XCF.1,XCF.1
XCM,XCM
