,Day since infection,"Proba Neut Min
 vs. Wuhan-Hu-1 antigen","Proba Neut Max
 vs. Wuhan-Hu-1 antigen"
110,111,0.28335112141953966,0.8239243838450252
111,112,0.27696831661245114,0.8212304496314149
112,113,0.2706963344650809,0.8185162318999553
113,114,0.2645348782719773,0.8157819590243505
114,115,0.2584835595866327,0.813027863338256
115,116,0.2525419030993282,0.8102541810928944
116,117,0.24670935142528738,0.807461152409665
117,118,0.2409852697953756,0.8046490212279944
118,119,0.23536895064251906,0.8018180352486647
119,120,0.22985961807790556,0.7989684458728509
120,121,0.22445643225187384,0.7961005081370913
121,122,0.21915849359518857,0.7932144806444086
122,123,0.21396484693714324,0.7903106254917928
123,124,0.20887448549763277,0.787389208194252
124,125,0.2038863547509876,0.7844504976056287
125,126,0.19899935615996533,0.7814947658363776
126,127,0.1942123507788578,0.7785222881684928
127,128,0.18952416272519046,0.7755333429677667
128,129,0.1849335825199574,0.7725282115935593
129,130,0.18043937029678803,0.7695071783062538
130,131,0.17604025888081243,0.7664705301725613
131,132,0.1717349567383798,0.7634185569688442
132,133,0.16752215079908384,0.7603515510826155
133,134,0.1634005091518539,0.7572698074123667
134,135,0.15936868361712875,0.7541736232658793
135,136,0.15542531219734612,0.7510632982571626
136,137,0.15156902140819972,0.7479391342021616
137,138,0.14779842849327385,0.744801435013373
138,139,0.1441121435248256,0.7416505065935037
139,140,0.14050877139360374,0.7384866567283024
140,141,0.13698691369070093,0.7353101949786887
141,142,0.13354517048452197,0.7321214325723058
142,143,0.13018214199601208,0.7289206822946148
143,144,0.12689643017534713,0.725708258379643
144,145,0.12368664018330877,0.7224844764005037
145,146,0.12055138178059988,0.7192496531597905
146,147,0.11748927062835268,0.7160041065799547
147,148,0.11449892950308316,0.7127481555937665
148,149,0.11157898942932098,0.7094821200349565
149,150,0.10872809073313172,0.7062063205291347
150,151,0.10594488401969626,0.7029210783850777
151,152,0.10322803107808898,0.699626715486473
152,153,0.10057620571633319,0.6963235541842048
153,154,0.09798809452976653,0.6930119171892628
154,155,0.09546239760568243,0.6896921274663584
155,156,0.0929978291671606,0.6863645081283156
156,157,0.09059311815891491,0.6830293823313179
157,158,0.08824700877793512,0.6796870731710769
158,159,0.08595826095161008,0.6763379035799914
159,160,0.08372565076595084,0.6729821962253599
160,161,0.0815479708464587,0.6696202734087127
161,162,0.07942403069409143,0.6662524569663145
162,163,0.07735265697872296,0.6628790681709021
163,164,0.07533269379238738,0.6595004276347057
164,165,0.07336300286454,0.6561168552138054
165,166,0.07144246374147767,0.6527286699138712
166,167,0.06956997393197828,0.6493361897973345
167,168,0.06774444902115861,0.6459397318920304
168,169,0.06596482275444493,0.642539612101353
169,170,0.06423004709350688,0.6391361451159645
170,171,0.06253909224589571,0.6357296443270903
171,172,0.0608909466700881,0.6323204217414344
172,173,0.05928461705753918,0.6289087878977488
173,174,0.05771912829328618,0.625495051785083
174,175,0.05619352339658412,0.6220795207627415
175,176,0.05470686344297604,0.6186625004819737
176,177,0.05325822746913467,0.6152442948094199
177,178,0.051846712361764746,0.6118252057523321
178,179,0.0504714327317739,0.6084055333855871
179,180,0.04913152077486904,0.6049855757805127
180,181,0.047826126119689394,0.601565628935536
181,182,0.046554415664505355,0.5981459867086706
182,183,0.04531557340348369,0.5947269407518507
183,184,0.04410880024345687,0.5913087804471227
184,185,0.0429333138120801,0.5878917928446987
185,186,0.04178834825822231,0.5844762626028841
186,187,0.040673154045385185,0.5810624719298725
187,188,0.03958699773889829,0.5776507005274203
188,189,0.0385291617875988,0.5742412255363957
189,190,0.037498944300667136,0.5708343214842022
190,191,0.036495658820239196,0.567430260234076
191,192,0.03551863409039635,0.5640293109362513
192,193,0.03456721382307426,0.5606317399809888
193,194,0.03364075646142761,0.5572378109534635
194,195,0.03273863494112428,0.5538477845904977
195,196,0.0318602364500391,0.550461918739138
196,197,0.03100496218676485,0.5470804683170609
197,198,0.030172227118342998,0.5437036852747947
198,199,0.029361459737591744,0.5403318185597495
199,200,0.028572101820371065,0.5369651140820388
200,201,0.027803608183109896,0.5336038146820781
201,202,0.027055446440896747,0.5302481600999447
202,203,0.026327096766411984,0.5268983869464849
203,204,0.02561805164995301,0.5235547286761465
204,205,0.02492781566079516,0.5202174155615216
205,206,0.024255905210105122,0.5168866746695795
206,207,0.023601848315608187,0.5135627298395706
207,208,0.022965184368191505,0.5102458016625782
208,209,0.02234546390061176,0.5069361074627006
209,210,0.021742248358466165,0.5036338612798374
210,211,0.021155109873558064,0.5003392738540613
211,212,0.02058363103978811,0.49705255261154746
212,213,0.02002740469168418,0.4937739016520436
213,214,0.019486033685670145,0.49050352173784784
214,215,0.01895913068416788,0.48724161028427804
215,216,0.018446317942607204,0.48398836135160106
216,217,0.017947227099419094,0.48074396563839894
217,218,0.01746149896907312,0.4775086104763485
218,219,0.016988783338208524,0.47428247982638194
219,220,0.01652873876490768,0.4710657542762089
220,221,0.01608103238114822,0.46785861103916726
221,222,0.015645339698461158,0.46466122395437937
222,223,0.015221344416822769,0.46147376348818436
223,224,0.014808738236796737,0.4582963967368211
224,225,0.014407220674935495,0.4551292874303309
225,226,0.014016498882451156,0.45197259593765715
226,227,0.01363628746715495,0.44882647927290664
227,228,0.013266308318666153,0.4456910911027542
228,229,0.012906290436875079,0.44256658175495367
229,230,0.0125559697636618,0.439453098227932
230,231,0.012215089017841518,0.43635078420144013
231,232,0.011883397533331341,0.43325978004822585
232,233,0.011560651100507746,0.43018022284670776
233,234,0.01124661181074027,0.4271122463946191
234,235,0.010941047904062584,0.42405598122359456
235,236,0.010643733619966733,0.4210115546146712
236,237,0.010354449051276804,0.417979090614676
237,238,0.010072980001080922,0.41495871005347695
238,239,0.009799117842673621,0.4119505305620623
239,240,0.009532659382487485,0.4089546665914291
240,241,0.009273406725964994,0.40597122943224795
241,242,0.009021167146336606,0.4030003272352827
242,243,0.008775752956267424,0.4000420650325315
243,244,0.008536981382325726,0.3970965447590722
244,245,0.008304674442239368,0.3941638652755777
245,246,0.008078658824890228,0.3912441223914811
246,247,0.00785876577301059,0.38833740888876156
247,248,0.0076448309685333005,0.38544381454632815
248,249,0.007436694420554613,0.38256342616497685
249,250,0.007234200355866638,0.3796963275928935
250,251,0.007037197112009785,0.376842599751682
251,252,0.006845537032809101,0.3740023206628913
252,253,0.006659076366342442,0.37117556547501906
253,254,0.006477675165300956,0.3683624064909672
254,255,0.006301197189696683,0.36556291319592826
255,256,0.006129509811869549,0.3627771522856793
256,257,0.005962483923754647,0.36000518769526
257,258,0.005799993846364093,0.3572470806280158
258,259,0.005641917241438477,0.3545028895849809
259,260,0.005488135025225049,0.35177267039458504
260,261,0.005338531284342474,0.349056476242658
261,262,0.005192993193686157,0.3463543577027144
262,263,0.0050514109363331006,0.34366636276649976
263,264,0.004913677625407176,0.3409925368747776
264,265,0.004779689227856765,0.3383329229483327
265,266,0.0046493444901134495,0.3356875614191859
266,267,0.004522544865584344,0.3330564902619837
267,268,0.00439919444393877,0.33043974502555984
268,269,0.004279199882153972,0.32783735886464493
269,270,0.004162470337282009,0.32524936257170445
270,271,0.004048917400887753,0.3226757846088951
271,272,0.00393845503513901,0.320116651140117
272,273,0.0038309995104975902,0.3175719860631482
273,274,0.003726469344980332,0.31504181104184803
274,275,0.0036247852449540208,0.3125261455384085
275,276,0.0035258700474277704,0.3100250068456445
276,277,0.0034296486638111245,0.3075384101193055
277,278,0.003336048025101346,0.3050663684103938
278,279,0.0032449970284653684,0.3026088926974808
279,280,0.00315642648518899,0.3001659919189995
280,281,0.0030702690699540014,0.29773767300550835
281,282,0.0029864592714190508,0.29532394091190917
282,283,0.002904933344067606,0.29292479864960896
283,284,0.0028256292612951484,0.29054024731861305
284,285,0.0027484866697051746,0.2881702861395379
285,286,0.0026734468445879234,0.28581491248553237
286,287,0.002600452646546514,0.2834741219140986
287,288,0.0025294484792494076,0.2811479081987993
288,289,0.0024603802482788817,0.27883626336084344
289,290,0.0023931953210473145,0.27653917770053926
290,291,0.0023278424877590798,0.2742566398286066
291,292,0.0022642719233867403,0.27198863669733786
292,293,0.0022024351506428896,0.2697351536316014
293,294,0.002142285003915556,0.2674961743596753
294,295,0.002083775594152737,0.26527168104390775
295,296,0.0020268622746608678,0.2630616543111918
296,297,0.0019715016078059033,0.2608660732832525
297,298,0.0019176513325849243,0.25868491560673157
298,299,0.0018652703330538367,0.2565181574830717
299,300,0.001814318607580856,0.2543657736981877
300,301,0.001764757238917558,0.25222773765191964
301,302,0.0017165483650529723,0.2501040213872632
302,303,0.001669655150841498,0.2479945956193702
303,304,0.0016240417603774482,0.24589942976431645
304,305,0.0015796733301038923,0.24381849196762695
305,306,0.001536515942631378,0.2417517491325577
306,307,0.001494536601249985,0.2396991669481292
307,308,0.0014537032051207266,0.2376607099169047
308,309,0.001413984525123202,0.23563634138251188
309,310,0.0013753501803449586,0.23362602355690232
310,311,0.0013377706151977975,0.23162971754734474
311,312,0.0013012170771419251,0.22964738338315083
312,313,0.0012656615950032979,0.22767898004212905
313,314,0.00123107695787128,0.22572446547676261
314,315,0.0011974366945545212,0.22378379664010994
315,316,0.001164715053591392,0.22185692951142477
316,317,0.0011328869837889943,0.2199438191214954
317,318,0.001101928115284978,0.21804441957769505
318,319,0.0010718147411165058,0.21615868408875072
319,320,0.0010425237992811587,0.21428656498921883
320,321,0.001014032855276903,0.21242801376367482
321,322,0.000986320085114567,0.21058298107060625
322,323,0.0009593642587801821,0.20875141676601916
323,324,0.0009331447241452961,0.20693326992674554
324,325,0.0009076413913072789,0.20512848887345936
325,326,0.000882834717348846,0.2033370211933957
326,327,0.00085870569150992,0.20155881376277196
327,328,0.0008352358207577293,0.1997938127689194
328,329,0.0008124071157405988,0.19804196373210736
329,330,0.000790202077126434,0.19630321152708163
330,331,0.0007686036823049136,0.1945775004042979
331,332,0.0007475953724458417,0.19286477401086066
332,333,0.0007271610399118833,0.19116497541116917
333,334,0.0007072850160059208,0.18947804710726168
334,335,0.0006879520590509225,0.1878039310588665
335,336,0.0006691473427901107,0.18614256870316004
336,337,0.0006508564451013221,0.18449390097422658
337,338,0.0006330653370151262,0.1828578683222276
338,339,0.0006157603720301497,0.1812344107322762
339,340,0.0005989282757161707,0.17962346774302285
340,341,0.0005825561355987663,0.17802497846494758
341,342,0.0005666313913190724,0.17643888159836507
342,343,0.0005511418250546685,0.17486511545114036
343,344,0.0005360755522051397,0.17330361795612148
344,345,0.0005214210123277718,0.17175432668828028
345,346,0.0005071669603152751,0.1702171788815775
346,347,0.0004933024578183121,0.1686921114455413
347,348,0.00047981686489462216,0.1671790609815672
348,349,0.0004666998318886284,0.16567796379893795
349,350,0.00045394129152831475,0.16418875593057036
350,351,0.00044153145123904114,0.16271137314848283
351,352,0.00042946078566052925,0.1612457509789963
352,353,0.0004177200293732364,0.15979182471765707
353,354,0.00040630016981835215,0.15834952944389746
354,355,0.0003951924404088647,0.15691880003542746
355,356,0.000384388313830919,0.1554995711823599
356,357,0.0003738794955241431,0.15409177740107927
357,358,0.00036365791734083164,0.15269535304784287
358,359,0.0003537157313755479,0.15131023233213314
359,360,0.0003440453039631475,0.1499363493297462
360,361,0.0003346392098405593,0.1485736379956345
361,362,0.0003254902264652193,0.14722203217649632
362,363,0.0003165913284910449,0.14588146562311366
363,364,0.0003079356823905144,0.14455187200245312
364,365,0.00029951664122629396,0.14323318490951353
365,366,0.00029132773956264124,0.14192533787894246
366,367,0.0002833626885171414,0.14062826439640697
367,368,0.00027561537094544786,0.13934189790973506
368,369,0.0002680798367575843,0.13806617183981984
369,370,0.0002607502983628107,0.13680101959129465
370,371,0.0002536211262346155,0.13554637456298202
371,372,0.0002466868446020509,0.13430217015811663
372,373,0.00023994212725308994,0.13306833979434407
373,374,0.00023338179345588905,0.13184481691350225
374,375,0.00022700080398796452,0.13063153499118496
375,376,0.00022079425727761226,0.12942842754608908
376,377,0.00021475738564380453,0.12823542814915434
377,378,0.0002088855516472199,0.12705247043248802
378,379,0.00020317424453253352,0.12587948809808835
379,380,0.00019761907677240398,0.12471641492636054
380,381,0.00019221578070427459,0.1235631847844344
381,382,0.00018696020525832413,0.12241973163427966
382,383,0.00018184831277490154,0.12128598954063108
383,384,0.00017687617590944615,0.12016189267871347
384,385,0.00017203997462011955,0.11904737534178356
385,386,0.00016733599323914827,0.11794237194847612
386,387,0.00016276061762310334,0.11684681704997224
387,388,0.00015831033238111747,0.11576064533698083
388,389,0.00015398171817815332,0.11468379164653875
389,390,0.00014977144911376694,0.11361619096863984
390,391,0.00014567629016848382,0.112557778452681
391,392,0.0001416930947240047,0.11150848941374347
392,393,0.00013781880214858155,0.11046825933869897
393,394,0.00013405043544856277,0.10943702389215237
394,395,0.00013038509898477546,0.10841471892221766
395,396,0.0001268199762505251,0.10740128046613451
396,397,0.00012335232770943616,0.1063966447557223
397,398,0.00011997948869468811,0.10540074822267931
398,399,0.00011669886736331847,0.10441352750372734
399,400,0.00011350794270748032,0.10343491944560346
400,401,0.0001104042626179913,0.10246486110990316
401,402,0.00010738544200517008,0.1015032897777769
402,403,0.00010444916096519208,0.10055014295447906
403,404,0.00010159316300151211,0.0996053583737806
404,405,9.881525329191732e-05,0.09866887400223534
405,406,9.611329700198734e-05,0.09774062804331174
406,407,9.348521764995787e-05,0.09682055894139063
407,408,9.092899550833256e-05,0.0959086053856304
408,409,8.844266605767537e-05,0.09500470631369617
409,410,8.602431847348768e-05,0.09410880091536922
410,411,8.367209416293431e-05,0.09322082863602321
411,412,8.138418533576441e-05,0.09234072917998104
412,413,7.915883361664378e-05,0.09146844251374842
413,414,7.699432869612277e-05,0.09060390886912828
414,415,7.488900701413392e-05,0.08974706874621907
415,416,7.284125048656609e-05,0.08889786291629609
416,417,7.084948525970525e-05,0.08805623242458205
417,418,6.891218050242287e-05,0.0872221185929054
418,419,6.702784723011668e-05,0.08639546302225132
419,420,6.519503716240216e-05,0.0855762075952039
420,421,6.341234161044706e-05,0.0847642944782866
421,422,6.167839039283862e-05,0.08395966612419803
422,423,5.999185078542357e-05,0.08316226527394699
423,424,5.835142649801561e-05,0.08237203495889245
424,425,5.675585667652694e-05,0.08158891850267924
425,426,5.520391493674115e-05,0.08081285952308848
426,427,5.369440842084572e-05,0.08004380193378846
427,428,5.222617688094289e-05,0.0792816899459956
428,429,5.0798091788428756e-05,0.0785264680700486
429,430,4.940905546768626e-05,0.077778081116893
430,431,4.805800025131646e-05,0.07703647419948101
431,432,4.6743887661016004e-05,0.07630159273408754
432,433,4.546570760910473e-05,0.07557338244154399
433,434,4.4222477623034884e-05,0.07485178934839187
434,435,4.301324209055046e-05,0.07413675978795797
435,436,4.183707152505267e-05,0.07342824040135254
436,437,4.0693061852059564e-05,0.07272617813839166
437,438,3.958033371409542e-05,0.07203052025844725
438,439,3.849803179489797e-05,0.0713412143312232
439,440,3.744532416283253e-05,0.07065820823746316
440,441,3.642140163262475e-05,0.06998145016958701
441,442,3.5425477139416905e-05,0.06931088863226353
442,443,3.4456785140579704e-05,0.06864647244291322
443,444,3.3514581021298895e-05,0.06798815073214959
444,445,3.259814052658516e-05,0.06733587294415666
445,446,3.17067592016107e-05,0.0666895888370046
446,447,3.083975185413923e-05,0.0660492484829075
447,448,2.9996452023395292e-05,0.06541480226841889
448,449,2.9176211472581315e-05,0.06478620089457399
449,450,2.837839968716782e-05,0.06416339537697435
450,451,2.7602403391835395e-05,0.06354633704581703
451,452,2.684762608040625e-05,0.06293497754587296
452,453,2.6113487554102477e-05,0.062329268836410545
453,454,2.539942347890012e-05,0.06172916319107269
454,455,2.470488495143197e-05,0.06113461319770086
455,456,2.402933807399421e-05,0.060545571758112704
456,457,2.3372263549648054e-05,0.059961992087833926
457,458,2.2733156277543465e-05,0.05938382771577988
458,459,2.2111524968448926e-05,0.05881103248390007
459,460,2.150689176660947e-05,0.05824356054677293
460,461,2.0918791880708554e-05,0.057681366371161835
461,462,2.0346773228596682e-05,0.057124404735528045
462,463,1.979039608945854e-05,0.05657263072950558
463,464,1.92492327648619e-05,0.056025999753337996
464,465,1.8722867250686726e-05,0.055484467517270764
465,466,1.8210894918269105e-05,0.05494799004091844
466,467,1.7712922201540415e-05,0.054416523652584314
467,468,1.7228566296489944e-05,0.05389002498855322
468,469,1.675745486595659e-05,0.05336845099234844
469,470,1.629922575285825e-05,0.05285175891395255
470,471,1.58535267033022e-05,0.052339906309002204
471,472,1.5420015094247397e-05,0.051832851037948435
472,473,1.499835767226898e-05,0.05133055126518604
473,474,1.4588230294432236e-05,0.05083296545815841
474,475,1.4189317683044322e-05,0.05034005238642847
475,476,1.3801313179073738e-05,0.04985177112072814
476,477,1.3423918509558597e-05,0.04936808103197654
477,478,1.3056843557124331e-05,0.04888894179027392
478,479,1.2699806137606018e-05,0.04841431336387392
479,480,1.2352531781667508e-05,0.04794415601812796
480,481,1.2014753525746436e-05,0.04747843031440635
481,482,1.1686211706218863e-05,0.04701709710900137
482,483,1.1366653758115852e-05,0.04656011755200351
483,484,1.105583402460919e-05,0.0461074530861606
484,485,1.0753513564276673e-05,0.04565906544571319
485,486,1.0459459970801888e-05,0.04521491665521615
486,487,1.0173447190786611e-05,0.04477496902833411
487,488,9.895255353775667e-06,0.04433918516662372
488,489,9.624670599950313e-06,0.04390752795829944
489,490,9.361484918368745e-06,0.043479960576977894
490,491,9.105495985206602e-06,0.043056446480410515
491,492,8.856507008991876e-06,0.04263694940919738
492,493,8.614326580280718e-06,0.04222143338549045
493,494,8.378768522110391e-06,0.04180986271167664
494,495,8.149651749222997e-06,0.041402201969053753
495,496,7.926800127400213e-06,0.04099841601648768
496,497,7.710042339348355e-06,0.04059846998906147
497,498,7.4992117513605905e-06,0.040202329296709416
498,499,7.294146287306624e-06,0.039809959622841395
499,500,7.094688301734209e-06,0.03942132692295586
500,501,6.900684460520168e-06,0.03903639742324405
501,502,6.7119856224096e-06,0.038655137619178714
502,503,6.528446723774728e-06,0.03827751427410342
503,504,6.3499266684807765e-06,0.037903494417802386
504,505,6.1762882174187794e-06,0.03753304534507129
505,506,6.007397885254839e-06,0.03716613461427054
506,507,5.843125835736096e-06,0.03680273004588175
507,508,5.683345784102123e-06,0.03644279972104947
508,509,5.527934897719966e-06,0.03608631198011769
509,510,5.3767737024923434e-06,0.035733235421163356
510,511,5.229745993040602e-06,0.03538353889852186
511,512,5.086738739668029e-06,0.03503719152130591
512,513,4.947642004204944e-06,0.03469416265192382
513,514,4.812348854632553e-06,0.03435442190458837
514,515,4.680755282482352e-06,0.03401793914382445
515,516,4.552760123899269e-06,0.03368468448297324
516,517,4.4282649819260556e-06,0.033354628282690646
517,518,4.307174148343584e-06,0.03302774114944551
518,519,4.189394533615776e-06,0.03270399393401224
519,520,4.074835593059767e-06,0.0323833577299637
520,521,3.96340925779004e-06,0.032065803872160514
521,522,3.855029867771975e-06,0.03175130393523984
522,523,3.7496141046533538e-06,0.03143982973209969
523,524,3.6470809287036943e-06,0.0311313533123877
524,525,3.547351515864605e-06,0.03082584696098234
525,526,3.4503491980197865e-06,0.030523283196480677
526,527,3.355999403376053e-06,0.030223634769679042
527,528,3.264229598287649e-06,0.029926874662059122
528,529,3.1749692341875857e-06,0.0296329760842714
529,530,3.0881496905221795e-06,0.029341912474620147
530,531,3.003704223236703e-06,0.029053657497549068
531,532,2.9215679137051254e-06,0.028768185042127525
532,533,2.8416776184370107e-06,0.02848546922053996
533,534,2.7639719198946366e-06,0.028205484366573663
534,535,2.6883910819730517e-06,0.02792820503411153
535,536,2.6148769984857267e-06,0.027653605995623942
536,537,2.5433731561941286e-06,0.027381662240665183
537,538,2.473824583848483e-06,0.027112348974372313
538,539,2.4061778158834812e-06,0.026845641615961813
539,540,2.3403808471211818e-06,0.02658151579723822
540,541,2.276383094912404e-06,0.02631994736109622
541,542,2.214135360056879e-06,0.026060912360030608
542,543,2.153589788500554e-06,0.025804387054651712
543,544,2.094699834809255e-06,0.02555034791219868
544,545,2.037420225975417e-06,0.02529877160506122
545,546,1.981706927334237e-06,0.025049635009301907
546,547,1.9275171085908482e-06,0.024802915203186116
547,548,1.8748091095144304e-06,0.024558589465712433
548,549,1.8235424105172982e-06,0.024316635275149157
549,550,1.7736775991261666e-06,0.024077030307576575
550,551,1.72517634100533e-06,0.023839752435429684
551,552,1.6780013494255286e-06,0.02360477972605135
552,553,1.6321163582855291e-06,0.023372090440244908
553,554,1.587486092025081e-06,0.02314166303083609
554,555,1.544076240533876e-06,0.022913476141236067
555,556,1.5018534317290388e-06,0.022687508604013695
556,557,1.4607852055759096e-06,0.02246373943947122
557,558,1.4208399908843816e-06,0.02224214785422307
558,559,1.3819870776643484e-06,0.02202271323978533
559,560,1.3441965983629345e-06,0.021805415171167852
560,561,1.3074394997758532e-06,0.02159023340546895
561,562,1.271687524617704e-06,0.021377147880484726
562,563,1.2369131875411554e-06,0.021166138713315963
563,564,1.2030897551529307e-06,0.020957186198983124
564,565,1.170191225252637e-06,0.02075027080905134
565,566,1.1381923058495502e-06,0.020545373190256844
566,567,1.1070683975100692e-06,0.020342474163142166
567,568,1.076795572929612e-06,0.02014155472069623
568,569,1.0473505593910915e-06,0.0199425960270031
569,570,1.0187107203352141e-06,0.01974557941589561
570,571,9.908540383740672e-07,0.019550486389614208
571,572,9.637590977495947e-07,0.019357298617475704
572,573,9.374050692345648e-07,0.019165997934546986
573,574,9.117716919249119e-07,0.01897656634032352
574,575,8.868392599170605e-07,0.01878898599741874
575,576,8.625886058766241e-07,0.01860323923025775
576,577,8.390010869385733e-07,0.0184193085237766
577,578,8.160585688310462e-07,0.018237176522132414
578,579,7.937434148841405e-07,0.018056826027416872
579,580,7.720384692655458e-07,0.01787823999837801
580,581,7.509270458783135e-07,0.017701401549149787
581,582,7.303929148161359e-07,0.017526293947987992
582,583,7.104202905949819e-07,0.017352900616013356
583,584,6.909938181642872e-07,0.017181205125960997
584,585,6.720985632480136e-07,0.01701119120093897
585,586,6.537199996881071e-07,0.016842842713192807
586,587,6.358439987863562e-07,0.016676143682875733
587,588,6.18456817425006e-07,0.016511078276831292
588,589,6.015450891849738e-07,0.016347630807376334
589,590,5.850958129105521e-07,0.01618578573109619
590,591,5.69096342273312e-07,0.01602552764764631
591,592,5.535343783336089e-07,0.015866841298560086
592,593,5.383979562179064e-07,0.015709711566063933
593,594,5.236754403448174e-07,0.01555412347190055
594,595,5.093555119906057e-07,0.015400062176161411
595,596,4.954271627388707e-07,0.015247512976121591
596,597,4.818796850436513e-07,0.015096461305086795
597,598,4.687026632366198e-07,0.01494689273124572
598,599,4.5588596764289946e-07,0.014798792956530415
599,600,4.4341974514416904e-07,0.014652147815482186
600,601,4.312944119622131e-07,0.014506943274128492
601,602,4.195006463314499e-07,0.014363165428862845
602,603,4.080293820596381e-07,0.01422080050533725
603,604,3.9687179964609243e-07,0.0140798348573562
604,605,3.8601932184079146e-07,0.01394025496578355
