Days,Mean dProp
2022-02-01,479.5338642590458
2022-02-02,479.5338642590458
2022-02-03,479.5338642590458
2022-02-04,479.5338642590458
2022-02-05,479.5338642590458
2022-02-06,479.5338642590458
2022-02-07,479.5338642590458
2022-02-08,479.5338642590458
2022-02-09,479.5338642590458
2022-02-10,479.5338642590458
2022-02-11,479.5338642590458
2022-02-12,479.5338642590458
2022-02-13,479.5338642590458
2022-02-14,479.5338642590458
2022-02-15,479.5338642590458
2022-02-16,479.5338642590458
2022-02-17,479.5338642590458
2022-02-18,479.5338642590458
2022-02-19,479.5338642590458
2022-02-20,479.5338642590458
2022-02-21,479.5338642590458
2022-02-22,479.5338642590458
2022-02-23,479.5338642590458
2022-02-24,479.5338642590458
2022-02-25,479.5338642590458
2022-02-26,479.5338642590458
2022-02-27,479.5338642590458
2022-02-28,479.5338642590458
2022-03-01,479.5338642590458
2022-03-02,479.5338642590458
2022-03-03,479.5338642590458
2022-03-04,479.5338642590458
2022-03-05,479.5338642590458
2022-03-06,479.5338642590458
2022-03-07,479.5338642590458
2022-03-08,479.5338642590458
2022-03-09,479.5338642590458
2022-03-10,479.5338642590458
2022-03-11,479.5338642590458
2022-03-12,479.5338642590458
2022-03-13,479.5338642590458
2022-03-14,479.5338642590458
2022-03-15,479.5338642590458
2022-03-16,479.5338642590458
2022-03-17,479.5338642590458
2022-03-18,479.5338642590458
2022-03-19,479.5338642590458
2022-03-20,479.5338642590458
2022-03-21,479.5338642590458
2022-03-22,479.5338642590458
2022-03-23,479.5338642590458
2022-03-24,479.5338642590458
2022-03-25,479.5338642590458
2022-03-26,479.5338642590458
2022-03-27,479.5338642590458
2022-03-28,479.5338642590458
2022-03-29,479.5338642590458
2022-03-30,479.5338642590458
2022-03-31,479.5338642590458
2022-04-01,479.5338642590458
2022-04-02,479.5338642590458
2022-04-03,479.5338642590458
2022-04-04,479.5338642590458
2022-04-05,479.5338642590458
2022-04-06,479.5338642590458
2022-04-07,479.5338642590458
2022-04-08,479.5338642590458
2022-04-09,479.5338642590458
2022-04-10,479.5338642590458
2022-04-11,479.5338642590458
2022-04-12,479.5338642590458
2022-04-13,479.5338642590458
2022-04-14,479.5338642590458
2022-04-15,479.5338642590458
2022-04-16,479.5338642590458
2022-04-17,479.5338642590458
2022-04-18,479.5338642590458
2022-04-19,479.5338642590458
2022-04-20,479.5338642590458
2022-04-21,479.5338642590458
2022-04-22,479.5338642590458
2022-04-23,479.5338642590458
2022-04-24,479.5338642590458
2022-04-25,479.5338642590458
2022-04-26,479.5338642590458
2022-04-27,479.5338642590458
2022-04-28,479.5338642590458
2022-04-29,479.5338642590458
2022-04-30,479.5338642590458
2022-05-01,479.5338642590458
2022-05-02,479.5338642590458
2022-05-03,479.5338642590458
2022-05-04,479.5338642590458
2022-05-05,479.5338642590458
2022-05-06,479.5338642590458
2022-05-07,479.5338642590458
2022-05-08,479.5338642590458
2022-05-09,479.5338642590458
2022-05-10,479.5338642590458
2022-05-11,479.5338642590458
2022-05-12,479.5338642590458
2022-05-13,479.5338642590458
2022-05-14,479.5338642590458
2022-05-15,479.5338642590458
2022-05-16,479.5338642590458
2022-05-17,479.5338642590458
2022-05-18,479.5338642590458
2022-05-19,479.5338642590458
2022-05-20,479.5338642590458
2022-05-21,479.5338642590458
2022-05-22,479.5338642590458
2022-05-23,479.5338642590458
2022-05-24,479.5338642590458
2022-05-25,479.5338642590458
2022-05-26,479.5338642590458
2022-05-27,479.5338642590458
2022-05-28,479.5338642590458
2022-05-29,479.5338642590458
2022-05-30,479.5338642590458
2022-05-31,479.5338642590458
2022-06-01,479.5338642590458
2022-06-02,479.5338642590458
2022-06-03,479.5338642590458
2022-06-04,479.5338642590458
2022-06-05,479.5338642590458
2022-06-06,479.5338642590458
2022-06-07,479.5338642590458
2022-06-08,479.5338642590458
2022-06-09,479.5338642590458
2022-06-10,479.5338642590458
2022-06-11,479.5338642590458
2022-06-12,479.5338642590458
2022-06-13,479.5338642590458
2022-06-14,479.5338642590458
2022-06-15,479.5338642590458
2022-06-16,479.5338642590458
2022-06-17,479.5338642590458
2022-06-18,479.5338642590458
2022-06-19,479.5338642590458
2022-06-20,479.5338642590458
2022-06-21,479.5338642590458
2022-06-22,479.5338642590458
2022-06-23,479.5338642590458
2022-06-24,479.5338642590458
2022-06-25,479.5338642590458
2022-06-26,479.5338642590458
2022-06-27,479.5338642590458
2022-06-28,479.5338642590458
2022-06-29,479.5338642590458
2022-06-30,479.5338642590458
2022-07-01,479.5338642590458
2022-07-02,479.5338642590458
2022-07-03,479.5338642590458
2022-07-04,479.5338642590458
2022-07-05,479.5338642590458
2022-07-06,479.5338642590458
2022-07-07,479.5338642590458
2022-07-08,479.5338642590458
2022-07-09,479.5338642590458
2022-07-10,479.5338642590458
2022-07-11,479.5338642590458
2022-07-12,479.5338642590458
2022-07-13,479.5338642590458
2022-07-14,479.5338642590458
2022-07-15,479.5338642590458
2022-07-16,479.5338642590458
2022-07-17,479.5338642590458
2022-07-18,479.5338642590458
2022-07-19,479.5338642590458
2022-07-20,479.5338642590458
2022-07-21,479.5338642590458
2022-07-22,479.5338642590458
2022-07-23,479.5338642590458
2022-07-24,479.5338642590458
2022-07-25,479.5338642590458
2022-07-26,479.5338642590458
2022-07-27,479.5338642590458
2022-07-28,479.5338642590458
2022-07-29,479.5338642590458
2022-07-30,479.5338642590458
2022-07-31,479.5338642590458
2022-08-01,479.5338642590458
2022-08-02,479.5338642590458
